# freq_THz  G_total_s  G_Al_s  G_N_s  G_Ga_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
6.5673828125e+01 1.7264155032e-06 4.6134696457e-07 1.2532814591e-06 1.1787079552e-08
6.5917968750e+01 1.5949174998e-06 4.2074311370e-07 1.1631144849e-06 1.1059901143e-08
6.6162109375e+01 1.4787575372e-06 3.8492385813e-07 1.0834732846e-06 1.0360394492e-08
6.6406250000e+01 1.3784123908e-06 3.5386297345e-07 1.0148397877e-06 9.7096296161e-09
6.6650390625e+01 1.2930609428e-06 3.2724653765e-07 9.5666484863e-07 9.1495565284e-09
6.6894531250e+01 1.2208815307e-06 3.0461100054e-07 9.0754322445e-07 8.7273056708e-09
6.7138671875e+01 1.1578707075e-06 2.8496835808e-07 8.6443616113e-07 8.4661882990e-09
6.7382812500e+01 1.0970688843e-06 2.6650592038e-07 8.2220688933e-07 8.3560746020e-09
6.7626953125e+01 1.0297508861e-06 2.4690571140e-07 7.7446879884e-07 8.3763758903e-09
6.7871093750e+01 9.4887291302e-07 2.2432938485e-07 7.1601247307e-07 8.5310551099e-09
6.8115234375e+01 8.5323194112e-07 1.9849589290e-07 6.4588054172e-07 8.8555064944e-09
6.8359375000e+01 7.4922889838e-07 1.7104920766e-07 5.6879731779e-07 9.3823729255e-09
6.8603515625e+01 6.4847549678e-07 1.4489230532e-07 4.9347048875e-07 1.0112702712e-08
6.8847656250e+01 5.6292431769e-07 1.2291029765e-07 4.2899165532e-07 1.1022364720e-08
6.9091796875e+01 5.0051367632e-07 1.0685824215e-07 3.8158117377e-07 1.2074260410e-08
6.9335937500e+01 4.6338231447e-07 9.7022581843e-08 3.5313391846e-07 1.3225814167e-08
6.9580078125e+01 4.4925512805e-07 9.2724047610e-08 3.4207413740e-07 1.4456943039e-08
6.9824218750e+01 4.5418700361e-07 9.3053176259e-08 3.4533802286e-07 1.5795804492e-08
7.0068359375e+01 4.7418662502e-07 9.7200792147e-08 3.5969510365e-07 1.7290729216e-08
7.0312500000e+01 5.0574111539e-07 1.0445078146e-07 3.8233168277e-07 1.8958651154e-08
7.0556640625e+01 5.4645476946e-07 1.1423137764e-07 4.1143559086e-07 2.0787800954e-08
7.0800781250e+01 5.9564727348e-07 1.2625463457e-07 4.4660260943e-07 2.2790029483e-08
7.1044921875e+01 6.5393001973e-07 1.4046359820e-07 4.8843739128e-07 2.5029030260e-08
7.1289062500e+01 7.2170381473e-07 1.5672884914e-07 5.3739437888e-07 2.7580586716e-08
7.1533203125e+01 7.9782322433e-07 1.7460824035e-07 5.9276001110e-07 3.0454972882e-08
7.1777343750e+01 8.7967880124e-07 1.9341223444e-07 6.5268936242e-07 3.3577204381e-08
7.2021484375e+01 9.6449756302e-07 2.1244949677e-07 7.1519613204e-07 3.6851934217e-08
7.2265625000e+01 1.0507024511e-06 2.3124053865e-07 7.7924065818e-07 4.0221254258e-08
7.2509765625e+01 1.1386629528e-06 2.4965856421e-07 8.4531949035e-07 4.3684898221e-08
7.2753906250e+01 1.2298214170e-06 2.6783186734e-07 9.1471153628e-07 4.7278013366e-08
7.2998046875e+01 1.3238063174e-06 2.8568636863e-07 9.8716015156e-07 5.0959797192e-08
7.3242187500e+01 1.4170270083e-06 3.0274547614e-07 1.0597321790e-06 5.4549353157e-08
7.3486328125e+01 1.5057463725e-06 3.1872857479e-07 1.1291471073e-06 5.7870690464e-08
7.3730468750e+01 1.5899971270e-06 3.3420186445e-07 1.1948859377e-06 6.0909324827e-08
7.3974609375e+01 1.6731223337e-06 3.5025200203e-07 1.2591355807e-06 6.3734750924e-08
7.4218750000e+01 1.7576847488e-06 3.6742375893e-07 1.3239186588e-06 6.6342331066e-08
7.4462890625e+01 1.8422345114e-06 3.8504624487e-07 1.3885454764e-06 6.8642790123e-08
7.4707031250e+01 1.9213056549e-06 4.0153965038e-07 1.4492475254e-06 7.0518479081e-08
7.4951171875e+01 1.9886999140e-06 4.1542267147e-07 1.5014132152e-06 7.1864027341e-08
7.5195312500e+01 2.0414123575e-06 4.2615692282e-07 1.5426035841e-06 7.2651850596e-08
7.5439453125e+01 2.0789431442e-06 4.3384149467e-07 1.5721959305e-06 7.2905718988e-08
7.5683593750e+01 2.0997331252e-06 4.3821359337e-07 1.5889051735e-06 7.2614358340e-08
7.5927734375e+01 2.1023612620e-06 4.3861768940e-07 1.5919476698e-06 7.1795902758e-08
7.6171875000e+01 2.0889031194e-06 4.3489438544e-07 1.5834372722e-06 7.0571461828e-08
7.6416015625e+01 2.0624747108e-06 4.2753826561e-07 1.5658808909e-06 6.9055554244e-08
7.6660156250e+01 2.0232637526e-06 4.1711998503e-07 1.5388984581e-06 6.7245309565e-08
7.6904296875e+01 1.9700676850e-06 4.0416443217e-07 1.5008532463e-06 6.5050006448e-08
7.7148437500e+01 1.9024071672e-06 3.8923602123e-07 1.4508527581e-06 6.2318387876e-08
7.7392578125e+01 1.8200413177e-06 3.7280969843e-07 1.3883741211e-06 5.8857498203e-08
7.7636718750e+01 1.7247007538e-06 3.5542574939e-07 1.3146703691e-06 5.4604635351e-08
7.7880859375e+01 1.6212643179e-06 3.3770515767e-07 1.2337916605e-06 4.9767499742e-08
7.8125000000e+01 1.5140124594e-06 3.1975843575e-07 1.1495637866e-06 4.4690237059e-08
7.8369140625e+01 1.4045376230e-06 3.0103068337e-07 1.0638080378e-06 3.9698901796e-08
7.8613281250e+01 1.2942353374e-06 2.8092288147e-07 9.7819922296e-07 3.5113232967e-08
7.8857421875e+01 1.1851182597e-06 2.5916243973e-07 8.9475466098e-07 3.1201158957e-08
7.9101562500e+01 1.0778907117e-06 2.3575811213e-07 8.1411673246e-07 2.8015867077e-08
7.9345703125e+01 9.7166690142e-07 2.1108570834e-07 7.3523464199e-07 2.5346551095e-08
7.9589843750e+01 8.6585920028e-07 1.8597802576e-07 6.5699712356e-07 2.2884050970e-08
7.9833984375e+01 7.6122395985e-07 1.6147843625e-07 5.7933055036e-07 2.0414973236e-08
8.0078125000e+01 6.5935338185e-07 1.3846071640e-07 5.0302216442e-07 1.7870501030e-08
8.0322265625e+01 5.6246141006e-07 1.1747622932e-07 4.2968427103e-07 1.5300909706e-08
8.0566406250e+01 4.7331413842e-07 9.8783446253e-08 3.6167634161e-07 1.2854350552e-08
8.0810546875e+01 3.9428716573e-07 8.2418414027e-08 3.0116016430e-07 1.0708587407e-08
8.1054687500e+01 3.2666404277e-07 6.8339897489e-08 2.4935124692e-07 8.9728983671e-09
8.1298828125e+01 2.7081023200e-07 5.6547682997e-08 2.0661254587e-07 7.6500031371e-09
8.1542968750e+01 2.2636050682e-07 4.7041937903e-08 1.7265058222e-07 6.6679866939e-09
8.1787109375e+01 1.9220310402e-07 3.9702400091e-08 1.4656754269e-07 5.9331612416e-09
8.2031250000e+01 1.6664025573e-07 3.4222788549e-08 1.2704721388e-07 5.3702533042e-09
8.2275390625e+01 1.4775404425e-07 3.0172384426e-08 1.1264756537e-07 4.9340944572e-09
8.2519531250e+01 1.3375231218e-07 2.7141567940e-08 1.0201589316e-07 4.5948510810e-09
8.2763671875e+01 1.2314162041e-07 2.4829020681e-08 9.3989402639e-08 4.3231970844e-09
8.3007812500e+01 1.1475664109e-07 2.3021165474e-08 8.7643174412e-08 4.0923012066e-09
8.3251953125e+01 1.0775305095e-07 2.1551646365e-08 8.2317445117e-08 3.8839594632e-09
8.3496093750e+01 1.0163812001e-07 2.0301122335e-08 7.7646029996e-08 3.6909676804e-09
8.3740234375e+01 9.6215122141e-08 1.9199480387e-08 7.3500740028e-08 3.5149017262e-09
8.3984375000e+01 9.1325499576e-08 1.8197417048e-08 6.9772716442e-08 3.3553660854e-09
8.4228515625e+01 8.6728615119e-08 1.7254234609e-08 6.6269723588e-08 3.2046569217e-09
8.4472656250e+01 8.2321464132e-08 1.6364097198e-08 6.2900181403e-08 3.0571855314e-09
8.4716796875e+01 7.8206635051e-08 1.5550580743e-08 5.9742366097e-08 2.9136882114e-09
8.4960937500e+01 7.4418183660e-08 1.4815012298e-08 5.6829591946e-08 2.7735794170e-09
8.5205078125e+01 7.0842655338e-08 1.4127274602e-08 5.4080362025e-08 2.6350187108e-09
8.5449218750e+01 6.7442021449e-08 1.3471294852e-08 5.1468631086e-08 2.5020955107e-09
8.5693359375e+01 6.4304506157e-08 1.2861267142e-08 4.9062106222e-08 2.3811327929e-09
8.5937500000e+01 6.1473549530e-08 1.2311380602e-08 4.6890492991e-08 2.2716759376e-09
8.6181640625e+01 5.8854905664e-08 1.1810240462e-08 4.4877537715e-08 2.1671274860e-09
8.6425781250e+01 5.6278549531e-08 1.1325514017e-08 4.2891896866e-08 2.0611386485e-09
8.6669921875e+01 5.3658814303e-08 1.0833552109e-08 4.0872381467e-08 1.9528807272e-09
8.6914062500e+01 5.1084894108e-08 1.0341509418e-08 3.8895278955e-08 1.8481057350e-09
8.7158203125e+01 4.8696284606e-08 9.8720613502e-09 3.7071146233e-08 1.7530770229e-09
8.7402343750e+01 4.6535309169e-08 9.4373823854e-09 3.5428792585e-08 1.6691341991e-09
8.7646484375e+01 4.4553165399e-08 9.0341531876e-09 3.3924704188e-08 1.5943080237e-09
8.7890625000e+01 4.2669658514e-08 8.6503929143e-09 3.2493673788e-08 1.5255918108e-09
8.8134765625e+01 4.0821367139e-08 8.2746659439e-09 3.1087439322e-08 1.4592618733e-09
8.8378906250e+01 3.9002408324e-08 7.9044815278e-09 2.9704939945e-08 1.3929868519e-09
8.8623046875e+01 3.7251237281e-08 7.5448428334e-09 2.8378551689e-08 1.3278427590e-09
8.8867187500e+01 3.5600777809e-08 7.2018829505e-09 2.7132175583e-08 1.2667192751e-09
8.9111328125e+01 3.4063312529e-08 6.8817540025e-09 2.5970526659e-08 1.2110318670e-09
8.9355468750e+01 3.2637816700e-08 6.5883849805e-09 2.4889686810e-08 1.1597449100e-09
8.9599609375e+01 3.1302981846e-08 6.3177429471e-09 2.3873986787e-08 1.1112521120e-09
8.9843750000e+01 3.0016065556e-08 6.0583399972e-09 2.2893077882e-08 1.0646476768e-09
9.0087890625e+01 2.8734661790e-08 5.7982223045e-09 2.1917249270e-08 1.0191902152e-09
9.0332031250e+01 2.7449888017e-08 5.5326697341e-09 2.0942196516e-08 9.7502176708e-10
9.0576171875e+01 2.6207305664e-08 5.2695531617e-09 2.0002939011e-08 9.3481349062e-10
9.0820312500e+01 2.5074156769e-08 5.0233580191e-09 1.9149000470e-08 9.0179827990e-10
9.1064453125e+01 2.4075432442e-08 4.8002473634e-09 1.8399200764e-08 8.7598431467e-10
9.1308593750e+01 2.3186104798e-08 4.5951245043e-09 1.7736448041e-08 8.5453225299e-10
9.1552734375e+01 2.2375410504e-08 4.4024736316e-09 1.7137871535e-08 8.3506533700e-10
9.1796875000e+01 2.1633810393e-08 4.2233760372e-09 1.6592978017e-08 8.1745633808e-10
9.2041015625e+01 2.0973625009e-08 4.0643489397e-09 1.6106018524e-08 8.0325754535e-10
9.2285156250e+01 2.0423832970e-08 3.9334602269e-09 1.5696454919e-08 7.9391782444e-10
9.2529296875e+01 2.0011786977e-08 3.8349494480e-09 1.5387502829e-08 7.8933469910e-10
9.2773437500e+01 1.9738144016e-08 3.7655226046e-09 1.5184575183e-08 7.8804622828e-10
9.3017578125e+01 1.9589191627e-08 3.7190120986e-09 1.5080797143e-08 7.8938238611e-10
9.3261718750e+01 1.9578393809e-08 3.6955197175e-09 1.5087537384e-08 7.9533670734e-10
9.3505859375e+01 1.9742750846e-08 3.7016450896e-09 1.5232003807e-08 8.0910194972e-10
9.3750000000e+01 2.0096020783e-08 3.7412021130e-09 1.5522580092e-08 8.3223857838e-10
9.3994140625e+01 2.0620665335e-08 3.8108287598e-09 1.5945276988e-08 8.6455958770e-10
9.4238281250e+01 2.1305264941e-08 3.9061617903e-09 1.6493667500e-08 9.0543565130e-10
9.4482421875e+01 2.2159750334e-08 4.0279216375e-09 1.7177884216e-08 9.5394448081e-10
9.4726562500e+01 2.3197646453e-08 4.1805743488e-09 1.8007778106e-08 1.0092939989e-09
9.4970703125e+01 2.4437324460e-08 4.3699701108e-09 1.8994856438e-08 1.0724979112e-09
9.5214843750e+01 2.5923419227e-08 4.6037751833e-09 2.0172842161e-08 1.1468018828e-09
9.5458984375e+01 2.7700183317e-08 4.8881737007e-09 2.1577642241e-08 1.2343673751e-09
9.5703125000e+01 2.9750047882e-08 5.2218516339e-09 2.3195262536e-08 1.3329337128e-09
9.5947265625e+01 3.2011661277e-08 5.5982833894e-09 2.4974465167e-08 1.4389127198e-09
9.6191406250e+01 3.4467374002e-08 6.0145984510e-09 2.6899673696e-08 1.5531018544e-09
9.6435546875e+01 3.7156862803e-08 6.4722028666e-09 2.9004960655e-08 1.6796992815e-09
9.6679687500e+01 4.0097570115e-08 6.9671692416e-09 3.1310566312e-08 1.8198345613e-09
9.6923828125e+01 4.3247829691e-08 7.4882366065e-09 3.3790260846e-08 1.9693322383e-09
9.7167968750e+01 4.6564177908e-08 8.0294836188e-09 3.6411017040e-08 2.1236772500e-09
9.7412109375e+01 5.0050732970e-08 8.5973992419e-09 3.9170598962e-08 2.2827347669e-09
9.7656250000e+01 5.3736692510e-08 9.1994366915e-09 4.2087644295e-08 2.4496115237e-09
9.7900390625e+01 5.7621722697e-08 9.8301445918e-09 4.5165720370e-08 2.6258577358e-09
9.8144531250e+01 6.1647199985e-08 1.0474335168e-08 4.8364263500e-08 2.8086013170e-09
9.8388671875e+01 6.5733527131e-08 1.1123217266e-08 5.1617307603e-08 2.9930022613e-09
9.8632812500e+01 6.9845544069e-08 1.1781520246e-08 5.4887481968e-08 3.1765418556e-09
9.8876953125e+01 7.3986127240e-08 1.2455236381e-08 5.8171651428e-08 3.3592394309e-09
9.9121093750e+01 7.8121322885e-08 1.3134558758e-08 6.1446145805e-08 3.5406183215e-09
9.9365234375e+01 8.2161387325e-08 1.3794686048e-08 6.4647309792e-08 3.7193914854e-09
9.9609375000e+01 8.6038626701e-08 1.4418325881e-08 6.7724429695e-08 3.8958711246e-09
9.9853515625e+01 8.9754906301e-08 1.5011716764e-08 7.0672628761e-08 4.0705607756e-09
1.0009765625e+02 9.3297740597e-08 1.5586791160e-08 7.3472690465e-08 4.2382589719e-09
1.0034179688e+02 9.6533206803e-08 1.6131460672e-08 7.6015969999e-08 4.3857761320e-09
1.0058593750e+02 9.9289638215e-08 1.6614491735e-08 7.8173345941e-08 4.5018005394e-09
1.0083007812e+02 1.0157939331e-07 1.7021990066e-08 7.9966120459e-08 4.5912827834e-09
1.0107421875e+02 1.0357042249e-07 1.7367295514e-08 8.1531943575e-08 4.6711834049e-09
1.0131835938e+02 1.0527087210e-07 1.7655770992e-08 8.2866552134e-08 4.7485489757e-09
1.0156250000e+02 1.0646160336e-07 1.7869851993e-08 8.3780617018e-08 4.8111343444e-09
1.0180664062e+02 1.0697320467e-07 1.7996450532e-08 8.4137448346e-08 4.8393057955e-09
1.0205078125e+02 1.0679698985e-07 1.8034142184e-08 8.3942407318e-08 4.8204403459e-09
1.0229492188e+02 1.0596927653e-07 1.7974116935e-08 8.3239212141e-08 4.7559474507e-09
1.0253906250e+02 1.0453510160e-07 1.7801243312e-08 8.2074485080e-08 4.6593732109e-09
1.0278320312e+02 1.0254969624e-07 1.7507352897e-08 8.0497425851e-08 4.5449174908e-09
1.0302734375e+02 1.0004869488e-07 1.7095352758e-08 7.8535484506e-08 4.4178576205e-09
1.0327148438e+02 9.7090153769e-08 1.6584417916e-08 7.6228181525e-08 4.2775543281e-09
1.0351562500e+02 9.3788938805e-08 1.6008564210e-08 7.3654749213e-08 4.1256253816e-09
1.0375976562e+02 9.0225328063e-08 1.5394682024e-08 7.0866071363e-08 3.9645746760e-09
1.0400390625e+02 8.6314975656e-08 1.4736681271e-08 6.7790231953e-08 3.7880624322e-09
1.0424804688e+02 8.1848512770e-08 1.3995873989e-08 6.4268935395e-08 3.5837033861e-09
1.0449218750e+02 7.6770271702e-08 1.3146143757e-08 6.0272503799e-08 3.3516241462e-09
1.0473632812e+02 7.1339606008e-08 1.2217562130e-08 5.6012430301e-08 3.1096135772e-09
1.0498046875e+02 6.5890327503e-08 1.1273172929e-08 5.1743514373e-08 2.8736402008e-09
1.0522460938e+02 6.0545782353e-08 1.0353769454e-08 4.7549675725e-08 2.6423371736e-09
1.0546875000e+02 5.5246818796e-08 9.4610715749e-09 4.3379968047e-08 2.4057791734e-09
1.0571289062e+02 4.9942452886e-08 8.5833700911e-09 3.9197137987e-08 2.1619448076e-09
1.0595703125e+02 4.4690544138e-08 7.7233461103e-09 3.5048370914e-08 1.9188271137e-09
1.0620117188e+02 3.9611693694e-08 6.8955897222e-09 3.1030429039e-08 1.6856749327e-09
1.0644531250e+02 3.4828540398e-08 6.1134377901e-09 2.7245795101e-08 1.4693075066e-09
1.0668945312e+02 3.0470962883e-08 5.3913133308e-09 2.3802964213e-08 1.2766853391e-09
1.0693359375e+02 2.6642850814e-08 4.7425204038e-09 2.0786785078e-08 1.1135453325e-09
1.0717773438e+02 2.3358225557e-08 4.1693409026e-09 1.8209065871e-08 9.7981878306e-10
1.0742187500e+02 2.0559431819e-08 3.6668807884e-09 1.6022738325e-08 8.6981270583e-10
1.0766601562e+02 1.8177997526e-08 3.2315172239e-09 1.4169716932e-08 7.7676337006e-10
1.0791015625e+02 1.6160522972e-08 2.8603056183e-09 1.2603600394e-08 6.9661696014e-10
1.0815429688e+02 1.4461466860e-08 2.5481497819e-09 1.1285260595e-08 6.2805648236e-10
1.0839843750e+02 1.3028061223e-08 2.2873493384e-09 1.0170750553e-08 5.6996133146e-10
1.0864257812e+02 1.1807116798e-08 2.0688766375e-09 9.2177391119e-09 5.2050104848e-10
1.0888671875e+02 1.0766197883e-08 1.8847131412e-09 8.4032266490e-09 4.7825809315e-10
1.0913085938e+02 9.8929386439e-09 1.7294584542e-09 7.7209329880e-09 4.4254720175e-10
1.0937500000e+02 9.1773647685e-09 1.6005618545e-09 7.1640711206e-09 4.1273179337e-10
1.0961914062e+02 8.5965991050e-09 1.4958012363e-09 6.7131498366e-09 3.8764803216e-10
1.0986328125e+02 8.1090153167e-09 1.4094851891e-09 6.3338257801e-09 3.6570434759e-10
1.1010742188e+02 7.6695501046e-09 1.3334407304e-09 5.9904403488e-09 3.4566902545e-10
1.1035156250e+02 7.2550550600e-09 1.2620965745e-09 5.6657743803e-09 3.2718410521e-10
1.1059570312e+02 6.8674774196e-09 1.1944793680e-09 5.3625716472e-09 3.1042640438e-10
1.1083984375e+02 6.5124302814e-09 1.1313692756e-09 5.0857305804e-09 2.9533042545e-10
1.1108398438e+02 6.1858250521e-09 1.0727772440e-09 4.8317172065e-09 2.8133060155e-10
1.1132812500e+02 5.8833978396e-09 1.0187910595e-09 4.5966116223e-09 2.6799515780e-10
1.1157226562e+02 5.6076399285e-09 9.7017485346e-10 4.3820536053e-09 2.5541146970e-10
1.1181640625e+02 5.3556953417e-09 9.2617012134e-10 4.1859527969e-09 2.4357242351e-10
1.1206054688e+02 5.1115949479e-09 8.8358099028e-10 3.9961532501e-09 2.3186070762e-10
1.1230468750e+02 4.8612282948e-09 8.3992555625e-10 3.8016455209e-09 2.1965721760e-10
1.1254882812e+02 4.6082938231e-09 7.9607800635e-10 3.6049559380e-09 2.0725987870e-10
1.1279296875e+02 4.3678423820e-09 7.5459204153e-10 3.4175516759e-09 1.9569866455e-10
1.1303710938e+02 4.1498667811e-09 7.1693438620e-10 3.2472979917e-09 1.8563440315e-10
1.1328125000e+02 3.9539222413e-09 6.8308831688e-10 3.0940257550e-09 1.7680816937e-10
1.1352539062e+02 3.7749513103e-09 6.5261441649e-10 2.9537747906e-09 1.6856210323e-10
1.1376953125e+02 3.6087746777e-09 6.2507729224e-10 2.8231749260e-09 1.6052245948e-10
1.1401367188e+02 3.4514943686e-09 5.9947763980e-10 2.6993357169e-09 1.5268101188e-10
1.1425781250e+02 3.2990910019e-09 5.7432489378e-10 2.5795847650e-09 1.4518134314e-10
1.1450195312e+02 3.1508813481e-09 5.4876657970e-10 2.4638552049e-09 1.3825956357e-10
1.1474609375e+02 3.0095765839e-09 5.2305096247e-10 2.3544142163e-09 1.3211140516e-10
1.1499023438e+02 2.8765927308e-09 4.9795812648e-10 2.2520166841e-09 1.2661792021e-10
1.1523437500e+02 2.7496907322e-09 4.7416870778e-10 2.1541702946e-09 1.2135172981e-10
1.1547851562e+02 2.6256606583e-09 4.5199207503e-10 2.0577264674e-09 1.1594211585e-10
1.1572265625e+02 2.5038092686e-09 4.3139952104e-10 1.9620455118e-09 1.1036423576e-10
1.1596679688e+02 2.3857691896e-09 4.1209644982e-10 1.8688171392e-09 1.0485560050e-10
1.1621093750e+02 2.2738488400e-09 3.9371232752e-10 1.7804375886e-09 9.9698923869e-11
1.1645507812e+02 2.1708985520e-09 3.7621477838e-10 1.6995463526e-09 9.5137421005e-11
1.1669921875e+02 2.0800293830e-09 3.6010734168e-10 1.6285977609e-09 9.1324280426e-11
1.1694335938e+02 2.0021282725e-09 3.4587727665e-10 1.5680552309e-09 8.8195764923e-11
1.1718750000e+02 1.9334738180e-09 3.3322035069e-10 1.5148102211e-09 8.5443246182e-11
1.1743164062e+02 1.8677143849e-09 3.2120954900e-10 1.4637723082e-09 8.2732527727e-11
1.1767578125e+02 1.8004612625e-09 3.0914495555e-10 1.4113989784e-09 7.9917328534e-11
1.1791992188e+02 1.7324649079e-09 2.9718906955e-10 1.3582356976e-09 7.7040140779e-11
1.1816406250e+02 1.6696004744e-09 2.8642986832e-10 1.3089055261e-09 7.4265079988e-11
1.1840820312e+02 1.6183050286e-09 2.7804732771e-10 1.2684282360e-09 7.1829464855e-11
1.1865234375e+02 1.5803821409e-09 2.7225417177e-10 1.2381762704e-09 6.9951698679e-11
1.1889648438e+02 1.5531184549e-09 2.6828237786e-10 1.2161216641e-09 6.8714413002e-11
1.1914062500e+02 1.5333621174e-09 2.6530299339e-10 1.2000265214e-09 6.8032602603e-11
1.1938476562e+02 1.5210731384e-09 2.6325009317e-10 1.1900422311e-09 6.7780814171e-11
1.1962890625e+02 1.5195822050e-09 2.6279530177e-10 1.1888244052e-09 6.7962497994e-11
1.1987304688e+02 1.5317377797e-09 2.6450429735e-10 1.1985640826e-09 6.8669399729e-11
1.2011718750e+02 1.5562219905e-09 2.6820376624e-10 1.2181287061e-09 6.9889518103e-11
1.2036132812e+02 1.5889789101e-09 2.7329763429e-10 1.2442061862e-09 7.1475089645e-11
1.2060546875e+02 1.6269067681e-09 2.7938135013e-10 1.2742589867e-09 7.3266431221e-11
1.2084960938e+02 1.6691129745e-09 2.8641732782e-10 1.3075057436e-09 7.5189903127e-11
1.2109375000e+02 1.7168038748e-09 2.9464531712e-10 1.3448368765e-09 7.7321681097e-11
1.2133789062e+02 1.7728209067e-09 3.0441468273e-10 1.3885292440e-09 7.9876979901e-11
1.2158203125e+02 1.8395210059e-09 3.1591733340e-10 1.4405804956e-09 8.3023176943e-11
1.2182617188e+02 1.9170631941e-09 3.2904645661e-10 1.5012957585e-09 8.6720978926e-11
1.2207031250e+02 2.0046342078e-09 3.4353654616e-10 1.5702532971e-09 9.0844364534e-11
1.2231445312e+02 2.1024035000e-09 3.5930801918e-10 1.6477335964e-09 9.5361884480e-11
1.2255859375e+02 2.2118287642e-09 3.7677013689e-10 1.7347113436e-09 1.0034728372e-10
1.2280273438e+02 2.3337274994e-09 3.9645780556e-10 1.8314128019e-09 1.0585689198e-10
1.2304687500e+02 2.4650617490e-09 4.1811771253e-10 1.9351830614e-09 1.1176097509e-10
1.2329101562e+02 2.5994274966e-09 4.4065137461e-10 2.0410013341e-09 1.1777478791e-10
1.2353515625e+02 2.7323876322e-09 4.6313332756e-10 2.1454870816e-09 1.2376722310e-10
1.2377929688e+02 2.8640252574e-09 4.8530486453e-10 2.2488243083e-09 1.2989608462e-10
1.2402343750e+02 2.9957991005e-09 5.0716198330e-10 2.3523311117e-09 1.3630600546e-10
1.2426757812e+02 3.1283617318e-09 5.2889245054e-10 2.4565928939e-09 1.4287638733e-10
1.2451171875e+02 3.2627746470e-09 5.5114438484e-10 2.5622398458e-09 1.4939041638e-10
1.2475585938e+02 3.4014617752e-09 5.7473761676e-10 2.6709578486e-09 1.5576630986e-10
1.2500000000e+02 3.5464144485e-09 6.0000877809e-10 2.7844144288e-09 1.6199124166e-10
1.2524414062e+02 3.6945020904e-09 6.2614787229e-10 2.9003608995e-09 1.6799331865e-10
1.2548828125e+02 3.8366060496e-09 6.5111773813e-10 3.0116966791e-09 1.7379163239e-10
1.2573242188e+02 3.9653374425e-09 6.7309055253e-10 3.1126736644e-09 1.7957322563e-10
1.2597656250e+02 4.0812248638e-09 6.9213811422e-10 3.2037265856e-09 1.8536016388e-10
1.2622070312e+02 4.1875357937e-09 7.0956774747e-10 3.2872393702e-09 1.9072867600e-10
1.2646484375e+02 4.2834576494e-09 7.2591539570e-10 3.3623973470e-09 1.9514490670e-10
1.2670898438e+02 4.3685064944e-09 7.4094241128e-10 3.4288822989e-09 1.9868178430e-10
1.2695312500e+02 4.4477081731e-09 7.5491864840e-10 3.4908299336e-09 2.0195959111e-10
1.2719726562e+02 4.5240470631e-09 7.6805338150e-10 3.5508087074e-09 2.0518497420e-10
1.2744140625e+02 4.5899995866e-09 7.7900255395e-10 3.6031401505e-09 2.0785688217e-10
1.2768554688e+02 4.6325260187e-09 7.8555297991e-10 3.6374978223e-09 2.0947521650e-10
1.2792968750e+02 4.6438963402e-09 7.8673720424e-10 3.6472157640e-09 2.0994337199e-10
1.2817382812e+02 4.6250302460e-09 7.8326562044e-10 3.6324726723e-09 2.0929195330e-10
1.2841796875e+02 4.5818600370e-09 7.7610347272e-10 3.5982097959e-09 2.0754676839e-10
1.2866210938e+02 4.5226210675e-09 7.6594214195e-10 3.5516683002e-09 2.0501062543e-10
1.2890625000e+02 4.4539751676e-09 7.5369347865e-10 3.4981470706e-09 2.0213461833e-10
1.2915039062e+02 4.3738898029e-09 7.3962970392e-10 3.4354340751e-09 1.9882602389e-10
1.2939453125e+02 4.2748237696e-09 7.2272861354e-10 3.3576006986e-09 1.9449445747e-10
1.2963867188e+02 4.1567824775e-09 7.0241761893e-10 3.2653726575e-09 1.8899220107e-10
1.2988281250e+02 4.0275427642e-09 6.7967598068e-10 3.1650314853e-09 1.8283529828e-10
1.3012695312e+02 3.8896531908e-09 6.5535862730e-10 3.0578873279e-09 1.7640723561e-10
1.3037109375e+02 3.7369057087e-09 6.2888545629e-10 2.9385388136e-09 1.6948143880e-10
1.3061523438e+02 3.5650201044e-09 5.9964400777e-10 2.8037227903e-09 1.6165330632e-10
1.3085937500e+02 3.3788411547e-09 5.6846086784e-10 2.6573807039e-09 1.5299958294e-10
1.3110351562e+02 3.1840061691e-09 5.3627070895e-10 2.5037883328e-09 1.4394712739e-10
1.3134765625e+02 2.9786341735e-09 5.0265356405e-10 2.3413903021e-09 1.3459030733e-10
1.3159179688e+02 2.7623425554e-09 4.6747520979e-10 2.1701093432e-09 1.2475800240e-10
1.3183593750e+02 2.5452280941e-09 4.3244522597e-10 1.9981493605e-09 1.1463350756e-10
1.3208007812e+02 2.3397498361e-09 3.9952792347e-10 1.8354618836e-09 1.0476002907e-10
1.3232421875e+02 2.1506852559e-09 3.6911635734e-10 1.6859867851e-09 9.5582113383e-11
1.3256835938e+02 1.9757122157e-09 3.4039426132e-10 1.5480896696e-09 8.7228284725e-11
1.3281250000e+02 1.8099370234e-09 3.1244505450e-10 1.4179100357e-09 7.9581933162e-11
1.3305664062e+02 1.6494470665e-09 2.8482665854e-10 1.2921653686e-09 7.2455039361e-11
