# freq_THz  G_total_s  G_Al_s  G_N_s  G_Ga_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
2.0092773438e+02 1.3504736953e-12 2.2254907208e-13 1.0637159001e-12 6.4208723099e-14
2.0117187500e+02 1.3609653192e-12 2.2416518791e-13 1.0720934911e-12 6.4706640181e-14
2.0141601562e+02 1.3705043480e-12 2.2537462293e-13 1.0798053111e-12 6.5324413966e-14
2.0166015625e+02 1.3783972755e-12 2.2608741781e-13 1.0863004348e-12 6.6009422836e-14
2.0190429688e+02 1.3842015980e-12 2.2634778498e-13 1.0912573062e-12 6.6596506777e-14
2.0214843750e+02 1.3889094370e-12 2.2642212719e-13 1.0954571644e-12 6.7030145409e-14
2.0239257812e+02 1.3944068596e-12 2.2671873317e-13 1.1003001545e-12 6.7387971920e-14
2.0263671875e+02 1.4022109910e-12 2.2758161090e-13 1.1068836913e-12 6.7745688739e-14
2.0288085938e+02 1.4134325923e-12 2.2920844224e-13 1.1160908633e-12 6.8133286694e-14
2.0312500000e+02 1.4280313692e-12 2.3158450272e-13 1.1279142009e-12 6.8532665605e-14
2.0336914062e+02 1.4439330729e-12 2.3440110427e-13 1.1406211183e-12 6.8910850258e-14
2.0361328125e+02 1.4594773957e-12 2.3730735502e-13 1.1528241742e-12 6.9345866552e-14
2.0385742188e+02 1.4760799412e-12 2.4032071921e-13 1.1657096935e-12 7.0049528480e-14
2.0410156250e+02 1.4959710790e-12 2.4369209812e-13 1.1811292483e-12 7.1149732572e-14
2.0434570312e+02 1.5188298855e-12 2.4744660166e-13 1.1988802196e-12 7.2503064214e-14
2.0458984375e+02 1.5420573225e-12 2.5127467536e-13 1.2169728114e-12 7.3809835745e-14
2.0483398438e+02 1.5621477815e-12 2.5465958168e-13 1.2326530894e-12 7.4835110424e-14
2.0507812500e+02 1.5756227878e-12 2.5704215978e-13 1.2431136638e-12 7.5466964193e-14
2.0532226562e+02 1.5811752904e-12 2.5810694925e-13 1.2473502567e-12 7.5718084503e-14
2.0556640625e+02 1.5814676131e-12 2.5803960897e-13 1.2476555452e-12 7.5772458880e-14
2.0581054688e+02 1.5811905843e-12 2.5744528701e-13 1.2478448212e-12 7.5900476048e-14
2.0605468750e+02 1.5827163676e-12 2.5690500260e-13 1.2495969802e-12 7.6214384830e-14
2.0629882812e+02 1.5846208472e-12 2.5656851855e-13 1.2514848908e-12 7.6567437854e-14
2.0654296875e+02 1.5841866264e-12 2.5619294587e-13 1.2512736933e-12 7.6719987187e-14
2.0678710938e+02 1.5807177660e-12 2.5564804675e-13 1.2484930935e-12 7.6576625767e-14
2.0703125000e+02 1.5766981204e-12 2.5524732702e-13 1.2451508164e-12 7.6299977003e-14
2.0727539062e+02 1.5741350510e-12 2.5516211036e-13 1.2428626743e-12 7.6110266355e-14
2.0751953125e+02 1.5695431398e-12 2.5466650670e-13 1.2389649942e-12 7.5911638886e-14
2.0776367188e+02 1.5559651955e-12 2.5265898845e-13 1.2279964037e-12 7.5309803431e-14
2.0800781250e+02 1.5307183408e-12 2.4893143580e-13 1.2077063126e-12 7.4080592461e-14
2.0825195312e+02 1.4977570017e-12 2.4428491299e-13 1.1810733292e-12 7.2398759439e-14
2.0849609375e+02 1.4616734534e-12 2.3937387032e-13 1.1517837017e-12 7.0515881412e-14
2.0874023438e+02 1.4240465930e-12 2.3417009671e-13 1.1213440215e-12 6.8532474783e-14
2.0898437500e+02 1.3870756485e-12 2.2869420623e-13 1.0917727900e-12 6.6608652270e-14
2.0922851562e+02 1.3552401559e-12 2.2352469240e-13 1.0666901641e-12 6.5025299340e-14
2.0947265625e+02 1.3309762206e-12 2.1929540496e-13 1.0478049812e-12 6.3875834461e-14
2.0971679688e+02 1.3118191371e-12 2.1604418386e-13 1.0328498585e-12 6.2925094728e-14
2.0996093750e+02 1.2929474494e-12 2.1315218619e-13 1.0179097241e-12 6.1885539142e-14
2.1020507812e+02 1.2712412250e-12 2.0982579841e-13 1.0007078727e-12 6.0707553925e-14
2.1044921875e+02 1.2465256493e-12 2.0566383130e-13 9.8134588404e-13 5.9515933955e-14
2.1069335938e+02 1.2192017260e-12 2.0068515728e-13 9.6017895519e-13 5.8337613495e-14
2.1093750000e+02 1.1876009700e-12 1.9488870108e-13 9.3572866814e-13 5.6983600755e-14
2.1118164062e+02 1.1489647665e-12 1.8812858216e-13 9.0561344961e-13 5.5222734750e-14
2.1142578125e+02 1.1027415522e-12 1.8042793673e-13 8.6928100126e-13 5.3032614221e-14
2.1166992188e+02 1.0523416673e-12 1.7221578784e-13 8.2946808361e-13 5.0657795876e-14
2.1191406250e+02 1.0035337428e-12 1.6419443827e-13 7.9090652169e-13 4.8432782895e-14
2.1215820312e+02 9.6050547240e-13 1.5693273239e-13 7.5703049782e-13 4.6542242184e-14
2.1240234375e+02 9.2366072815e-13 1.5061030137e-13 7.2810245475e-13 4.4947972042e-14
2.1264648438e+02 8.9078903250e-13 1.4508811158e-13 7.0221180751e-13 4.3489113410e-14
2.1289062500e+02 8.5888793042e-13 1.4005373636e-13 6.7685847853e-13 4.1975715540e-14
2.1313476562e+02 8.2558686507e-13 1.3515423650e-13 6.5017505847e-13 4.0257570103e-14
2.1337890625e+02 7.9062311540e-13 1.3015422645e-13 6.2211678292e-13 3.8352106035e-14
2.1362304688e+02 7.5612631283e-13 1.2502324178e-13 5.9460096023e-13 3.6502110828e-14
2.1386718750e+02 7.2442492319e-13 1.1983970984e-13 5.6960979498e-13 3.4975418371e-14
2.1411132812e+02 6.9507598510e-13 1.1457691305e-13 5.4672476584e-13 3.3774306219e-14
2.1435546875e+02 6.6511503157e-13 1.0911398863e-13 5.2337314147e-13 3.2627901474e-14
2.1459960938e+02 6.3261951639e-13 1.0353403952e-13 4.9781551428e-13 3.1269962588e-14
2.1484375000e+02 5.9872977056e-13 9.8200744713e-14 4.7087878744e-13 2.9650238410e-14
2.1508789062e+02 5.6594601088e-13 9.3408294861e-14 4.4463526369e-13 2.7902452333e-14
2.1533203125e+02 5.3596138178e-13 8.9131963235e-14 4.2061729853e-13 2.6212120011e-14
2.1557617188e+02 5.0985845553e-13 8.5252759063e-14 3.9984580954e-13 2.4759886928e-14
2.1582031250e+02 4.8876532662e-13 8.1810262578e-14 3.8326274589e-13 2.3692318145e-14
2.1606445312e+02 4.7267748100e-13 7.8853828464e-14 3.7080601264e-13 2.3017639894e-14
2.1630859375e+02 4.5967075817e-13 7.6278012049e-14 3.6083116076e-13 2.2561585358e-14
2.1655273438e+02 4.4750041300e-13 7.3979059323e-14 3.5142248202e-13 2.2098871658e-14
2.1679687500e+02 4.3511542931e-13 7.1968192370e-14 3.4165065508e-13 2.1496581860e-14
2.1704101562e+02 4.2212807163e-13 7.0189935440e-14 3.3121034524e-13 2.0727790958e-14
2.1728515625e+02 4.0804615734e-13 6.8394690326e-14 3.1981794879e-13 1.9833518223e-14
2.1752929688e+02 3.9294678447e-13 6.6347963866e-14 3.0768169159e-13 1.8917129006e-14
2.1777343750e+02 3.7812403846e-13 6.4067740059e-14 2.9593582721e-13 1.8120471195e-14
2.1801757812e+02 3.6512805540e-13 6.1747325796e-14 2.8584044990e-13 1.7540279705e-14
2.1826171875e+02 3.5432968186e-13 5.9529995712e-14 2.7764418700e-13 1.7155499147e-14
2.1850585938e+02 3.4475498719e-13 5.7443522142e-14 2.7046392377e-13 1.6847541275e-14
2.1875000000e+02 3.3524964239e-13 5.5508202391e-14 2.6324590124e-13 1.6495538761e-14
2.1899414062e+02 3.2547360416e-13 5.3794001413e-14 2.5563459631e-13 1.6045006440e-14
2.1923828125e+02 3.1574749109e-13 5.2340024109e-14 2.4790072972e-13 1.5506737257e-14
2.1948242188e+02 3.0662807216e-13 5.1107968709e-14 2.4057039383e-13 1.4949709619e-14
2.1972656250e+02 2.9882077842e-13 5.0032493680e-14 2.3429592155e-13 1.4492363188e-14
2.1997070312e+02 2.9273176232e-13 4.9037908927e-14 2.2947089310e-13 1.4222960286e-14
2.2021484375e+02 2.8777623844e-13 4.8020144227e-14 2.2565560339e-13 1.4100490830e-14
2.2045898438e+02 2.8254664848e-13 4.6890265681e-14 2.2168352732e-13 1.3972855477e-14
2.2070312500e+02 2.7584495993e-13 4.5635421132e-14 2.1649996149e-13 1.3709577307e-14
2.2094726562e+02 2.6743587690e-13 4.4317473264e-14 2.0982909350e-13 1.3289310138e-14
2.2119140625e+02 2.5788875804e-13 4.3013985899e-14 2.0211193994e-13 1.2762832199e-14
2.2143554688e+02 2.4795659287e-13 4.1749389242e-14 1.9401531127e-13 1.2191892353e-14
2.2167968750e+02 2.3839600824e-13 4.0509210886e-14 1.8623725302e-13 1.1649544333e-14
2.2192382812e+02 2.3015187928e-13 3.9331871777e-14 1.7959585457e-13 1.1224152933e-14
2.2216796875e+02 2.2393056065e-13 3.8307910180e-14 1.7465923474e-13 1.0963415728e-14
2.2241210938e+02 2.1955792387e-13 3.7478894997e-14 1.7125036532e-13 1.0828663553e-14
2.2265625000e+02 2.1620076712e-13 3.6812591857e-14 1.6865719967e-13 1.0730975594e-14
2.2290039062e+02 2.1308926587e-13 3.6266193909e-14 1.6622474357e-13 1.0598328393e-14
2.2314453125e+02 2.0988393803e-13 3.5812243331e-14 1.6366161855e-13 1.0410076142e-14
2.2338867188e+02 2.0656296262e-13 3.5403738971e-14 1.6096847321e-13 1.0190750437e-14
2.2363281250e+02 2.0322456560e-13 3.4972741397e-14 1.5827020341e-13 9.9816207974e-15
2.2387695312e+02 1.9997516574e-13 3.4480809180e-14 1.5568505095e-13 9.8093056050e-15
2.2412109375e+02 1.9679840417e-13 3.3927537567e-14 1.5320004044e-13 9.6708261682e-15
2.2436523438e+02 1.9355996840e-13 3.3316780856e-14 1.5069465249e-13 9.5485350523e-15
2.2460937500e+02 1.9015244002e-13 3.2655969686e-14 1.4806986855e-13 9.4266017808e-15
2.2485351562e+02 1.8652670784e-13 3.1977587043e-14 1.4526322126e-13 9.2858995278e-15
2.2509765625e+02 1.8270051972e-13 3.1331781598e-14 1.4225977229e-13 9.1089658339e-15
2.2534179688e+02 1.7891361378e-13 3.0761584474e-14 1.3924601978e-13 8.9060095291e-15
2.2558593750e+02 1.7562409109e-13 3.0290018114e-14 1.3661680201e-13 8.7172709663e-15
2.2583007812e+02 1.7317140609e-13 2.9914763625e-14 1.3467566075e-13 8.5809817141e-15
2.2607421875e+02 1.7165662533e-13 2.9630835124e-14 1.3351316652e-13 8.5126236841e-15
2.2631835938e+02 1.7116926694e-13 2.9466764684e-14 1.3319342802e-13 8.5090742362e-15
2.2656250000e+02 1.7176039647e-13 2.9462209498e-14 1.3374105543e-13 8.5571315419e-15
2.2680664062e+02 1.7319679919e-13 2.9615123853e-14 1.3494168368e-13 8.6399916646e-15
2.2705078125e+02 1.7496129257e-13 2.9866964117e-14 1.3635754848e-13 8.7367799713e-15
2.2729492188e+02 1.7647878852e-13 3.0123365969e-14 1.3753601148e-13 8.8194110685e-15
2.2753906250e+02 1.7738618780e-13 3.0304280855e-14 1.3821672090e-13 8.8651860370e-15
2.2778320312e+02 1.7770768820e-13 3.0394954792e-14 1.3843652510e-13 8.8762083145e-15
2.2802734375e+02 1.7777523884e-13 3.0446534400e-14 1.3845466286e-13 8.8740415784e-15
2.2827148438e+02 1.7793408982e-13 3.0525418417e-14 1.3853433927e-13 8.8743321296e-15
2.2851562500e+02 1.7824896092e-13 3.0647398663e-14 1.3872640958e-13 8.8751526818e-15
2.2875976562e+02 1.7845962251e-13 3.0759488779e-14 1.3883397330e-13 8.8661604275e-15
2.2900390625e+02 1.7826971290e-13 3.0803903277e-14 1.3862471905e-13 8.8410905705e-15
2.2924804688e+02 1.7767826021e-13 3.0790789310e-14 1.3808569520e-13 8.8017757005e-15
2.2949218750e+02 1.7700483783e-13 3.0788603356e-14 1.3745854649e-13 8.7576879869e-15
2.2973632812e+02 1.7670289349e-13 3.0863217521e-14 1.3711221527e-13 8.7274607025e-15
2.2998046875e+02 1.7718847500e-13 3.1045955980e-14 1.3740785287e-13 8.7346661481e-15
2.3022460938e+02 1.7862407640e-13 3.1324935480e-14 1.3850871421e-13 8.7904267130e-15
2.3046875000e+02 1.8079786732e-13 3.1650383353e-14 1.4026335948e-13 8.8841244876e-15
2.3071289062e+02 1.8329320996e-13 3.1970475140e-14 1.4232458309e-13 8.9981517253e-15
2.3095703125e+02 1.8569985026e-13 3.2263371538e-14 1.4431905020e-13 9.1174285264e-15
2.3120117188e+02 1.8774427467e-13 3.2533557668e-14 1.4598518295e-13 9.2255340545e-15
2.3144531250e+02 1.8934056921e-13 3.2777609337e-14 1.4725272916e-13 9.3102307116e-15
2.3168945312e+02 1.9039860926e-13 3.2952072330e-14 1.4808090364e-13 9.3656332901e-15
2.3193359375e+02 1.9062635749e-13 3.2985334873e-14 1.4825844144e-13 9.3825811778e-15
2.3217773438e+02 1.8978081425e-13 3.2835456267e-14 1.4759145540e-13 9.3539025836e-15
2.3242187500e+02 1.8807842763e-13 3.2538209895e-14 1.4625037658e-13 9.2898411488e-15
2.3266601562e+02 1.8610749209e-13 3.2187937699e-14 1.4470731123e-13 9.2122431673e-15
2.3291015625e+02 1.8441012975e-13 3.1877288555e-14 1.4339324599e-13 9.1395952075e-15
2.3315429688e+02 1.8326274233e-13 3.1654585178e-14 1.4252237617e-13 9.0857809753e-15
2.3339843750e+02 1.8260406208e-13 3.1508118343e-14 1.4203884688e-13 9.0570968626e-15
2.3364257812e+02 1.8205614533e-13 3.1381537240e-14 1.4163386666e-13 9.0407414378e-15
2.3388671875e+02 1.8121596418e-13 3.1223075731e-14 1.4098451893e-13 9.0083695161e-15
2.3413085938e+02 1.7997024808e-13 3.1018425167e-14 1.4000772497e-13 8.9440979442e-15
2.3437500000e+02 1.7839343290e-13 3.0764928901e-14 1.3876751671e-13 8.8609872977e-15
2.3461914062e+02 1.7641962610e-13 3.0439378979e-14 1.3720573173e-13 8.7745153866e-15
2.3486328125e+02 1.7388898260e-13 3.0021022674e-14 1.3519209031e-13 8.6758696177e-15
2.3510742188e+02 1.7087183550e-13 2.9527585072e-14 1.3279494531e-13 8.5493051202e-15
2.3535156250e+02 1.6762675287e-13 2.8996680071e-14 1.3023430350e-13 8.3957693020e-15
2.3559570312e+02 1.6428575455e-13 2.8445961365e-14 1.2761206091e-13 8.2277322730e-15
2.3583984375e+02 1.6091914982e-13 2.7893199710e-14 1.2496619510e-13 8.0597550132e-15
2.3608398438e+02 1.5785934117e-13 2.7404976986e-14 1.2254423540e-13 7.9101287805e-15
2.3632812500e+02 1.5556881784e-13 2.7065579430e-14 1.2070734420e-13 7.7958942110e-15
2.3657226562e+02 1.5412343327e-13 2.6883640558e-14 1.1951978788e-13 7.7200048348e-15
2.3681640625e+02 1.5305884856e-13 2.6767973555e-14 1.1862445832e-13 7.6664166863e-15
2.3706054688e+02 1.5171752204e-13 2.6600907261e-14 1.1751199329e-13 7.6046214870e-15
2.3730468750e+02 1.4963076585e-13 2.6310103929e-14 1.1581555262e-13 7.5051093026e-15
2.3754882812e+02 1.4666428359e-13 2.5875222786e-14 1.1342805687e-13 7.3610039343e-15
2.3779296875e+02 1.4295594794e-13 2.5303210580e-14 1.1046303068e-13 7.1897066830e-15
2.3803710938e+02 1.3873250895e-13 2.4619341684e-14 1.0710576428e-13 7.0074029895e-15
2.3828125000e+02 1.3412135261e-13 2.3861852567e-14 1.0345164152e-13 6.8078585221e-15
2.3852539062e+02 1.2916650051e-13 2.3069640375e-14 9.9524288912e-14 6.5725712192e-15
2.3876953125e+02 1.2402118834e-13 2.2281378042e-14 9.5441785325e-14 6.2980249723e-15
2.3901367188e+02 1.1900192578e-13 2.1535132993e-14 9.1459161425e-14 6.0076313585e-15
2.3925781250e+02 1.1446212530e-13 2.0857462218e-14 8.7864967049e-14 5.7396960290e-15
2.3950195312e+02 1.1067248591e-13 2.0255027654e-14 8.4889435361e-14 5.5280228928e-15
2.3974609375e+02 1.0770886956e-13 1.9715026944e-14 8.2605846968e-14 5.3879956497e-15
2.3999023438e+02 1.0532940857e-13 1.9211636590e-14 8.0810699618e-14 5.3070723641e-15
2.4023437500e+02 1.0302128006e-13 1.8713617923e-14 7.9062420432e-14 5.2452417088e-15
2.4047851562e+02 1.0028870684e-13 1.8193917827e-14 7.6940105404e-14 5.1546836077e-15
2.4072265625e+02 9.6923270533e-14 1.7639718954e-14 7.4277241063e-14 5.0063105160e-15
2.4096679688e+02 9.3031799131e-14 1.7054689487e-14 7.1174799289e-14 4.8023103554e-15
2.4121093750e+02 8.8919907253e-14 1.6455870951e-14 6.7892045125e-14 4.5719911778e-15
2.4145507812e+02 8.4970819352e-14 1.5869146997e-14 6.4746037769e-14 4.3556345857e-15
2.4169921875e+02 8.1491775425e-14 1.5319054517e-14 6.1991683315e-14 4.1810375923e-15
2.4194335938e+02 7.8556204515e-14 1.4816117963e-14 5.9690962234e-14 4.0491243185e-15
2.4218750000e+02 7.6016972049e-14 1.4358586004e-14 5.7716489118e-14 3.9418969261e-15
2.4243164062e+02 7.3723193785e-14 1.3953349094e-14 5.5927733785e-14 3.8421109058e-15
2.4267578125e+02 7.1666385769e-14 1.3622650575e-14 5.4300855008e-14 3.7428801866e-15
2.4291992188e+02 6.9876030726e-14 1.3374499705e-14 5.2859154350e-14 3.6423766711e-15
2.4316406250e+02 6.8297064868e-14 1.3180149503e-14 5.1576739701e-14 3.5401756639e-15
2.4340820312e+02 6.6870466993e-14 1.3000609073e-14 5.0425942998e-14 3.4439149224e-15
2.4365234375e+02 6.5640328988e-14 1.2823431093e-14 4.9446088630e-14 3.3708092646e-15
2.4389648438e+02 6.4649174777e-14 1.2652371938e-14 4.8665703657e-14 3.3310991822e-15
2.4414062500e+02 6.3758168743e-14 1.2474887218e-14 4.7971997032e-14 3.3112844934e-15
2.4438476562e+02 6.2681827383e-14 1.2266252355e-14 4.7133996389e-14 3.2815786401e-15
2.4462890625e+02 6.1212973933e-14 1.2017968686e-14 4.5975910084e-14 3.2190951637e-15
2.4487304688e+02 5.9384105042e-14 1.1743990921e-14 4.4517612305e-14 3.1225018161e-15
2.4511718750e+02 5.7414516844e-14 1.1463295240e-14 4.2941325803e-14 3.0098958013e-15
2.4536132812e+02 5.5530973375e-14 1.1187088388e-14 4.1438394665e-14 2.9054903224e-15
2.4560546875e+02 5.3880522273e-14 1.0923188331e-14 4.0130829987e-14 2.8265039548e-15
2.4584960938e+02 5.2564809347e-14 1.0683413580e-14 3.9102610640e-14 2.7787851269e-15
2.4609375000e+02 5.1619687411e-14 1.0478621359e-14 3.8383419717e-14 2.7576463352e-15
2.4633789062e+02 5.0927252261e-14 1.0307627064e-14 3.7871767237e-14 2.7478579604e-15
2.4658203125e+02 5.0251020785e-14 1.0156973809e-14 3.7365700534e-14 2.7283464414e-15
2.4682617188e+02 4.9401609535e-14 1.0011579012e-14 3.6704584480e-14 2.6854460426e-15
2.4707031250e+02 4.8326478571e-14 9.8598867434e-15 3.5845872784e-14 2.6207190435e-15
2.4731445312e+02 4.7081491994e-14 9.6925608186e-15 3.4843635833e-14 2.5452953421e-15
2.4755859375e+02 4.5786032591e-14 9.5044415607e-15 3.3809373054e-14 2.4722179763e-15
2.4780273438e+02 4.4575643647e-14 9.2992288453e-15 3.2864450682e-14 2.4119641200e-15
2.4804687500e+02 4.3534921081e-14 9.0911702508e-15 3.2076201399e-14 2.3675494318e-15
2.4829101562e+02 4.2639226996e-14 8.8961301990e-15 3.1410574599e-14 2.3325221986e-15
2.4853515625e+02 4.1773671456e-14 8.7191028058e-15 3.0758736513e-14 2.2958321374e-15
2.4877929688e+02 4.0842319954e-14 8.5571736169e-15 3.0034879845e-14 2.2502664917e-15
2.4902343750e+02 3.9848443491e-14 8.4109220190e-15 2.9240892679e-14 2.1966287932e-15
2.4926757812e+02 3.8871012572e-14 8.2844853033e-15 2.8445584951e-14 2.1409423178e-15
2.4951171875e+02 3.8010891090e-14 8.1799144328e-15 2.7740040641e-14 2.0909360163e-15
2.4975585938e+02 3.7353643709e-14 8.0969395616e-15 2.7203041151e-14 2.0536629965e-15
2.5000000000e+02 3.6918649578e-14 8.0323987810e-15 2.6855382263e-14 2.0308685342e-15
2.5024414062e+02 3.6631096922e-14 7.9783083913e-15 2.6635587443e-14 2.0172010878e-15
2.5048828125e+02 3.6376395045e-14 7.9257121196e-15 2.6444875316e-14 2.0058076100e-15
2.5073242188e+02 3.6077018400e-14 7.8696271196e-15 2.6214100680e-14 1.9932906010e-15
2.5097656250e+02 3.5705140415e-14 7.8079741938e-15 2.5919304657e-14 1.9778615642e-15
2.5122070312e+02 3.5252247218e-14 7.7404796138e-15 2.5554862571e-14 1.9569050338e-15
2.5146484375e+02 3.4724523510e-14 7.6707665152e-15 2.5124312354e-14 1.9294446401e-15
2.5170898438e+02 3.4159088196e-14 7.6040261912e-15 2.4656189610e-14 1.8988723948e-15
2.5195312500e+02 3.3612659776e-14 7.5407826923e-15 2.4200928276e-14 1.8709488077e-15
2.5219726562e+02 3.3141086994e-14 7.4789322341e-15 2.3812258998e-14 1.8498957625e-15
2.5244140625e+02 3.2793343385e-14 7.4229670625e-15 2.3533368584e-14 1.8370077391e-15
2.5268554688e+02 3.2589234976e-14 7.3826894285e-15 2.3374937080e-14 1.8316084677e-15
2.5292968750e+02 3.2495025063e-14 7.3617730852e-15 2.3301729390e-14 1.8315225884e-15
2.5317382812e+02 3.2447351936e-14 7.3555985950e-15 2.3258913867e-14 1.8328394734e-15
2.5341796875e+02 3.2403773009e-14 7.3586562743e-15 2.3213452083e-14 1.8316646519e-15
2.5366210938e+02 3.2361507449e-14 7.3678243467e-15 2.3166935610e-14 1.8267474931e-15
2.5390625000e+02 3.2341774726e-14 7.3812008346e-15 2.3140725562e-14 1.8198483299e-15
2.5415039062e+02 3.2364800680e-14 7.3966202225e-15 2.3153897981e-14 1.8142824769e-15
2.5439453125e+02 3.2423362755e-14 7.4095292497e-15 2.3201250491e-14 1.8125830145e-15
2.5463867188e+02 3.2476775526e-14 7.4132754624e-15 2.3248700425e-14 1.8147996381e-15
2.5488281250e+02 3.2481012934e-14 7.4036898910e-15 2.3258599189e-14 1.8187238537e-15
2.5512695312e+02 3.2420529261e-14 7.3831062123e-15 2.3216929545e-14 1.8204935032e-15
2.5537109375e+02 3.2305578275e-14 7.3583425841e-15 2.3131478365e-14 1.8157573263e-15
2.5561523438e+02 3.2149085006e-14 7.3330238326e-15 2.3013142561e-14 1.8029186118e-15
2.5585937500e+02 3.1965862810e-14 7.3054871285e-15 2.2874283945e-14 1.7860917364e-15
2.5610351562e+02 3.1794290552e-14 7.2764556935e-15 2.2744356794e-14 1.7734780645e-15
2.5634765625e+02 3.1687627234e-14 7.2513520172e-15 2.2665153137e-14 1.7711220791e-15
2.5659179688e+02 3.1675747282e-14 7.2355112461e-15 2.2661961847e-14 1.7782741888e-15
2.5683593750e+02 3.1753017360e-14 7.2341029712e-15 2.2729384759e-14 1.7895296300e-15
2.5708007812e+02 3.1893720371e-14 7.2515046409e-15 2.2841952384e-14 1.8002633460e-15
2.5732421875e+02 3.2068418461e-14 7.2856367774e-15 2.2973691522e-14 1.8090901615e-15
2.5756835938e+02 3.2251643984e-14 7.3263241432e-15 2.3108939519e-14 1.8163803215e-15
2.5781250000e+02 3.2413986568e-14 7.3606491410e-15 2.3231672044e-14 1.8216653832e-15
2.5805664062e+02 3.2521466418e-14 7.3804668574e-15 2.3317542025e-14 1.8234575353e-15
2.5830078125e+02 3.2554874059e-14 7.3858111276e-15 2.3347465342e-14 1.8215975899e-15
2.5854492188e+02 3.2512102597e-14 7.3797911889e-15 2.3314333654e-14 1.8179777540e-15
2.5878906250e+02 3.2390052187e-14 7.3617023388e-15 2.3214598836e-14 1.8137510119e-15
2.5903320312e+02 3.2192205977e-14 7.3299640028e-15 2.3055000085e-14 1.8072418889e-15
2.5927734375e+02 3.1951241923e-14 7.2894417391e-15 2.2865337630e-14 1.7964625534e-15
2.5952148438e+02 3.1710180606e-14 7.2491707999e-15 2.2678483264e-14 1.7825265419e-15
2.5976562500e+02 3.1490721948e-14 7.2150969947e-15 2.2506595573e-14 1.7690293802e-15
2.6000976562e+02 3.1308522817e-14 7.1893381859e-15 2.2360209289e-14 1.7589753422e-15
2.6025390625e+02 3.1190570456e-14 7.1728783379e-15 2.2264518024e-14 1.7531740947e-15
2.6049804688e+02 3.1145841919e-14 7.1644332899e-15 2.2230449926e-14 1.7509587026e-15
2.6074218750e+02 3.1142814873e-14 7.1581779869e-15 2.2233531421e-14 1.7511054658e-15
2.6098632812e+02 3.1131799832e-14 7.1467478184e-15 2.2233151165e-14 1.7519008484e-15
2.6123046875e+02 3.1064500886e-14 7.1264152749e-15 2.2187204219e-14 1.7508813923e-15
2.6147460938e+02 3.0894979135e-14 7.0964240802e-15 2.2053801634e-14 1.7447534207e-15
2.6171875000e+02 3.0602591293e-14 7.0559791136e-15 2.1815155108e-14 1.7314570714e-15
2.6196289062e+02 3.0217807677e-14 7.0063667585e-15 2.1498530322e-14 1.7129105973e-15
2.6220703125e+02 2.9802301149e-14 6.9529546835e-15 2.1156204223e-14 1.6931422421e-15
2.6245117188e+02 2.9407985444e-14 6.9013077787e-15 2.0832510993e-14 1.6741666722e-15
2.6269531250e+02 2.9067265379e-14 6.8549045345e-15 2.0555522889e-14 1.6568379557e-15
2.6293945312e+02 2.8805739418e-14 6.8180604891e-15 2.0344313848e-14 1.6433650803e-15
2.6318359375e+02 2.8631549776e-14 6.7939822656e-15 2.0203155321e-14 1.6344121899e-15
2.6342773438e+02 2.8517132230e-14 6.7775802162e-15 2.0112546191e-14 1.6270058223e-15
2.6367187500e+02 2.8417154950e-14 6.7564876074e-15 2.0041691543e-14 1.6189757989e-15
2.6391601562e+02 2.8287497090e-14 6.7209306944e-15 1.9955523604e-14 1.6110427908e-15
2.6416015625e+02 2.8074636599e-14 6.6686181441e-15 1.9803250960e-14 1.6027674951e-15
2.6440429688e+02 2.7724856170e-14 6.6009246431e-15 1.9533392906e-14 1.5905386210e-15
2.6464843750e+02 2.7227639390e-14 6.5199992668e-15 1.9136924474e-14 1.5707156486e-15
2.6489257812e+02 2.6634317028e-14 6.4303776154e-15 1.8660297229e-14 1.5436421842e-15
2.6513671875e+02 2.6021714024e-14 6.3385665385e-15 1.8168993260e-14 1.5141542257e-15
2.6538085938e+02 2.5446122210e-14 6.2492608102e-15 1.7709229161e-14 1.4876322387e-15
2.6562500000e+02 2.4937689612e-14 6.1645092362e-15 1.7306880518e-14 1.4662998585e-15
2.6586914062e+02 2.4511682542e-14 6.0860682214e-15 1.6976058132e-14 1.4495561886e-15
2.6611328125e+02 2.4157559864e-14 6.0162602542e-15 1.6705993837e-14 1.4353057726e-15
2.6635742188e+02 2.3834542286e-14 5.9564845497e-15 1.6457598439e-14 1.4204592972e-15
2.6660156250e+02 2.3504348430e-14 5.9055838201e-15 1.6196225209e-14 1.4025394011e-15
2.6684570312e+02 2.3165669986e-14 5.8606436279e-15 1.5923050448e-14 1.3819759101e-15
2.6708984375e+02 2.2846840625e-14 5.8185974933e-15 1.5665893413e-14 1.3623497183e-15
2.6733398438e+02 2.2566082990e-14 5.7760735957e-15 1.5442964648e-14 1.3470447462e-15
2.6757812500e+02 2.2304792497e-14 5.7294013955e-15 1.5239976027e-14 1.3354150749e-15
2.6782226562e+02 2.2022822020e-14 5.6765002475e-15 1.5022800980e-14 1.3235207921e-15
2.6806640625e+02 2.1696484715e-14 5.6190359985e-15 1.4769288065e-14 1.3081606510e-15
2.6831054688e+02 2.1335834096e-14 5.5620219024e-15 1.4485113037e-14 1.2886991569e-15
