# freq_THz  G_total  G_Al  G_N  G_Ga
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=2; block_duration_ps=4.09600000; df_THz=0.24414062; total_equals_sum_of_partials=True
6.1767578125e+01 3.0788629912e-06 8.8136400937e-07 2.1734686747e-06 2.4030307131e-08
6.2011718750e+01 2.9756990925e-06 8.4913066754e-07 2.1036324561e-06 2.2935968923e-08
6.2255859375e+01 2.9032042573e-06 8.3010844647e-07 2.0509673735e-06 2.2128437280e-08
6.2500000000e+01 2.8534498539e-06 8.1551730607e-07 2.0162765466e-06 2.1656001176e-08
6.2744140625e+01 2.8114449438e-06 8.0214702718e-07 1.9887691260e-06 2.0528790640e-08
6.2988281250e+01 2.7893266761e-06 7.9602652895e-07 1.9732777019e-06 2.0022445198e-08
6.3232421875e+01 2.7524167351e-06 7.8300695738e-07 1.9495845617e-06 1.9825215965e-08
6.3476562500e+01 2.7409806814e-06 7.7832503881e-07 1.9438964286e-06 1.8759214023e-08
6.3720703125e+01 2.7026179722e-06 7.6509146131e-07 1.9199864361e-06 1.7540074822e-08
6.3964843750e+01 2.6270812112e-06 7.4296877456e-07 1.8672275189e-06 1.6884917771e-08
6.4208984375e+01 2.5424654681e-06 7.1793032020e-07 1.8082602300e-06 1.6274917986e-08
6.4453125000e+01 2.4288411221e-06 6.8283936941e-07 1.7305377594e-06 1.5463993254e-08
6.4697265625e+01 2.3243777823e-06 6.4923835500e-07 1.6604318190e-06 1.4707608265e-08
6.4941406250e+01 2.1733190684e-06 6.0159676457e-07 1.5576802843e-06 1.4042019508e-08
6.5185546875e+01 2.0167783087e-06 5.5151071731e-07 1.4519820571e-06 1.3285534343e-08
6.5429687500e+01 1.8598737097e-06 5.0193337672e-07 1.3454595699e-06 1.2480763109e-08
6.5673828125e+01 1.7021396893e-06 4.5396966569e-07 1.2364640299e-06 1.1705993670e-08
6.5917968750e+01 1.5687086890e-06 4.1272759829e-07 1.1449412519e-06 1.1039838845e-08
6.6162109375e+01 1.4574856027e-06 3.7869688499e-07 1.0685115248e-06 1.0277192946e-08
6.6406250000e+01 1.3569373780e-06 3.4791617190e-07 9.9938516345e-07 9.6360426518e-09
6.6650390625e+01 1.2716029791e-06 3.2093940243e-07 9.4177110539e-07 8.8924712478e-09
6.6894531250e+01 1.2035792356e-06 2.9946184333e-07 8.9564403831e-07 8.4733539795e-09
6.7138671875e+01 1.1497097655e-06 2.8178431471e-07 8.5966552224e-07 8.2599285602e-09
6.7382812500e+01 1.1026850297e-06 2.6763709453e-07 8.2687686744e-07 8.1710677147e-09
6.7626953125e+01 1.0495426565e-06 2.5158322636e-07 7.8964599658e-07 8.3134335800e-09
6.7871093750e+01 9.7430509657e-07 2.3004211328e-07 7.3599323566e-07 8.2697476296e-09
6.8115234375e+01 8.6692435411e-07 2.0135228346e-07 6.5705720380e-07 8.5148668532e-09
6.8359375000e+01 7.4218392280e-07 1.6885523008e-07 5.6421762935e-07 9.1110633696e-09
6.8603515625e+01 6.2524391279e-07 1.3824935706e-07 4.7710718901e-07 9.8873667237e-09
6.8847656250e+01 5.2632521682e-07 1.1363601727e-07 4.0189388357e-07 1.0795315976e-08
6.9091796875e+01 4.6307896829e-07 9.7947362148e-08 3.5323969217e-07 1.1891913976e-08
6.9335937500e+01 4.3633150898e-07 9.0687228184e-08 3.3241022951e-07 1.3234051286e-08
6.9580078125e+01 4.2476024736e-07 8.6987171396e-08 3.2345073904e-07 1.4322336923e-08
6.9824218750e+01 4.3495301440e-07 8.8210955065e-08 3.3124144572e-07 1.5500613621e-08
7.0068359375e+01 4.5974023447e-07 9.3156778798e-08 3.4965321934e-07 1.6930236331e-08
7.0312500000e+01 4.9561567424e-07 1.0152318640e-07 3.7525934379e-07 1.8833144050e-08
7.0556640625e+01 5.3705801076e-07 1.1178899161e-07 4.0471906568e-07 2.0549953472e-08
7.0800781250e+01 5.8270167813e-07 1.2309162312e-07 4.3708301612e-07 2.2527038884e-08
7.1044921875e+01 6.3899177683e-07 1.3717215820e-07 4.7727634994e-07 2.4543268690e-08
7.1289062500e+01 7.0722742227e-07 1.5405010639e-07 5.2630795934e-07 2.6869356538e-08
7.1533203125e+01 7.8936206229e-07 1.7320307754e-07 5.8601896970e-07 3.0140015044e-08
7.1777343750e+01 8.7639658687e-07 1.9301601152e-07 6.4988422388e-07 3.3496351462e-08
7.2021484375e+01 9.5968188808e-07 2.1210966797e-07 7.1114097917e-07 3.6431240940e-08
7.2265625000e+01 1.0518692107e-06 2.3213467844e-07 7.7940131825e-07 4.0333214009e-08
7.2509765625e+01 1.1300292921e-06 2.4930959704e-07 8.3735518153e-07 4.3364513516e-08
7.2753906250e+01 1.2151231979e-06 2.6594437224e-07 9.0250900208e-07 4.6669823610e-08
7.2998046875e+01 1.3205828426e-06 2.8623042855e-07 9.8353168853e-07 5.0820725496e-08
7.3242187500e+01 1.4275966557e-06 3.0493764778e-07 1.0673037282e-06 5.5355279682e-08
7.3486328125e+01 1.5117633883e-06 3.1953027037e-07 1.1342009123e-06 5.8032205579e-08
7.3730468750e+01 1.5867931728e-06 3.3206115409e-07 1.1938428745e-06 6.0889144215e-08
7.3974609375e+01 1.6588577518e-06 3.4579087274e-07 1.2495859251e-06 6.3480953952e-08
7.4218750000e+01 1.7545041050e-06 3.6586988659e-07 1.3215186055e-06 6.7115612859e-08
7.4462890625e+01 1.8357953149e-06 3.8449632530e-07 1.3828859839e-06 6.8413005723e-08
7.4707031250e+01 1.9392472677e-06 4.0575906668e-07 1.4622198389e-06 7.1268362140e-08
7.4951171875e+01 2.0120217639e-06 4.2001865646e-07 1.5191492861e-06 7.2853821402e-08
7.5195312500e+01 2.0442385998e-06 4.2722481506e-07 1.5445964571e-06 7.2417327614e-08
7.5439453125e+01 2.0885196182e-06 4.3494208240e-07 1.5799595877e-06 7.3617948042e-08
7.5683593750e+01 2.1315665425e-06 4.4378365208e-07 1.6143602966e-06 7.3422593782e-08
7.5927734375e+01 2.1208238027e-06 4.4456849597e-07 1.6042013919e-06 7.2053914820e-08
7.6171875000e+01 2.0841009634e-06 4.3630438588e-07 1.5773803266e-06 7.0416250924e-08
7.6416015625e+01 2.0727696908e-06 4.3013972804e-07 1.5733977975e-06 6.9232165233e-08
7.6660156250e+01 2.0488839167e-06 4.2103399061e-07 1.5601180389e-06 6.7731887255e-08
7.6904296875e+01 1.9712775293e-06 4.0377642109e-07 1.5022382987e-06 6.5262809560e-08
7.7148437500e+01 1.9137019179e-06 3.8994881662e-07 1.4609301239e-06 6.2822977339e-08
7.7392578125e+01 1.8508167506e-06 3.7524000621e-07 1.4148703364e-06 6.0706407904e-08
7.7636718750e+01 1.7216663959e-06 3.5348122714e-07 1.3131486689e-06 5.5036499806e-08
7.7880859375e+01 1.6108931380e-06 3.3506723635e-07 1.2262965809e-06 4.9529320814e-08
7.8125000000e+01 1.5227374006e-06 3.2148447900e-07 1.1564094497e-06 4.4843471974e-08
7.8369140625e+01 1.4023011054e-06 3.0228468842e-07 1.0609260369e-06 3.9090380101e-08
7.8613281250e+01 1.2864633746e-06 2.8185402398e-07 9.7063952506e-07 3.3969825542e-08
7.8857421875e+01 1.1769972489e-06 2.6108222143e-07 8.8606563699e-07 2.9849390529e-08
7.9101562500e+01 1.0746934076e-06 2.3729613983e-07 8.1025190996e-07 2.7145357768e-08
7.9345703125e+01 9.7378925475e-07 2.1158621353e-07 7.3677788626e-07 2.5425154965e-08
7.9589843750e+01 8.6025009731e-07 1.8420923989e-07 6.5313730346e-07 2.2903553961e-08
7.9833984375e+01 7.5537189897e-07 1.5886495157e-07 5.7606440694e-07 2.0442540449e-08
8.0078125000e+01 6.5639258730e-07 1.3589104314e-07 5.0242729213e-07 1.8074252037e-08
8.0322265625e+01 5.4864312437e-07 1.1370612219e-07 4.1976334158e-07 1.5173660604e-08
8.0566406250e+01 4.5876958468e-07 9.5888589595e-08 3.5058284022e-07 1.2298154867e-08
8.0810546875e+01 3.7948447209e-07 7.9635261692e-08 2.8975997290e-07 1.0089237499e-08
8.1054687500e+01 3.1112857125e-07 6.5390299609e-08 2.3735304729e-07 8.3852243512e-09
8.1298828125e+01 2.5526562707e-07 5.3516258213e-08 1.9454250291e-07 7.2068659488e-09
8.1542968750e+01 2.1319777888e-07 4.4158344081e-08 1.6265524819e-07 6.3841866109e-09
8.1787109375e+01 1.8071547457e-07 3.7043837317e-08 1.3792103116e-07 5.7506060974e-09
8.2031250000e+01 1.5891704181e-07 3.2608077485e-08 1.2107139559e-07 5.2375687356e-09
8.2275390625e+01 1.4138242190e-07 2.8996578449e-08 1.0763678489e-07 4.7490585524e-09
8.2519531250e+01 1.2989720260e-07 2.6297226687e-08 9.9062798639e-08 4.5371772732e-09
8.2763671875e+01 1.2032519328e-07 2.4125248694e-08 9.1927644606e-08 4.2722999830e-09
8.3007812500e+01 1.1288476919e-07 2.2607105738e-08 8.6236071616e-08 4.0415918410e-09
8.3251953125e+01 1.0714842103e-07 2.1323144162e-08 8.1929937646e-08 3.8953392189e-09
8.3496093750e+01 1.0064990242e-07 2.0105900563e-08 7.6886236579e-08 3.6577652759e-09
8.3740234375e+01 9.4480632202e-08 1.8928832763e-08 7.2106235246e-08 3.4455641931e-09
8.3984375000e+01 9.1114128615e-08 1.8162254925e-08 6.9598590305e-08 3.3532833849e-09
8.4228515625e+01 8.7255780514e-08 1.7276892231e-08 6.6752194315e-08 3.2266939683e-09
8.4472656250e+01 8.1166189982e-08 1.6135341010e-08 6.2013180072e-08 3.0176688996e-09
8.4716796875e+01 7.7013450858e-08 1.5301614135e-08 5.8820573468e-08 2.8912632544e-09
8.4960937500e+01 7.4575244380e-08 1.4825114537e-08 5.6960647034e-08 2.7894828093e-09
8.5205078125e+01 7.0807868507e-08 1.4115234069e-08 5.4054507745e-08 2.6381266926e-09
8.5449218750e+01 6.6462145601e-08 1.3336147854e-08 5.0683454627e-08 2.4425431209e-09
8.5693359375e+01 6.3870789534e-08 1.2742257966e-08 4.8758189370e-08 2.3703421985e-09
8.5937500000e+01 6.0932759917e-08 1.2200920171e-08 4.6467492565e-08 2.2643471809e-09
8.6181640625e+01 5.8444115615e-08 1.1717808916e-08 4.4573178418e-08 2.1531282805e-09
8.6425781250e+01 5.6951704859e-08 1.1429988587e-08 4.3434146539e-08 2.0875697334e-09
8.6669921875e+01 5.3337834211e-08 1.0800412192e-08 4.0597655156e-08 1.9397668632e-09
8.6914062500e+01 5.0375806832e-08 1.0237376305e-08 3.8326240925e-08 1.8121896024e-09
8.7158203125e+01 4.8440971935e-08 9.8232180977e-09 3.6875250741e-08 1.7425030963e-09
8.7402343750e+01 4.6116461721e-08 9.3560809929e-09 3.5104040368e-08 1.6563403607e-09
8.7646484375e+01 4.4305828354e-08 8.9851329820e-09 3.3745775814e-08 1.5749195577e-09
8.7890625000e+01 4.2615746845e-08 8.6350288487e-09 3.2459197820e-08 1.5215201765e-09
8.8134765625e+01 4.0848476168e-08 8.2767836235e-09 3.1107163520e-08 1.4645290242e-09
8.8378906250e+01 3.8649277348e-08 7.8368588161e-09 2.9425815969e-08 1.3866025628e-09
8.8623046875e+01 3.7092376998e-08 7.5283261080e-09 2.8242199375e-08 1.3218515145e-09
8.8867187500e+01 3.5366329179e-08 7.1583214371e-09 2.6961111778e-08 1.2468959636e-09
8.9111328125e+01 3.3848799816e-08 6.8176735013e-09 2.5823750640e-08 1.2073756745e-09
8.9355468750e+01 3.2360986885e-08 6.5291342582e-09 2.4677160116e-08 1.1546925109e-09
8.9599609375e+01 3.1232507782e-08 6.3029889965e-09 2.3822246652e-08 1.1072721343e-09
8.9843750000e+01 2.9924069029e-08 6.0421225102e-09 2.2826684546e-08 1.0552619731e-09
9.0087890625e+01 2.8711528328e-08 5.7956763206e-09 2.1893801791e-08 1.0220502163e-09
9.0332031250e+01 2.7517514452e-08 5.5637185130e-09 2.0977249485e-08 9.7654645366e-10
9.0576171875e+01 2.5792382763e-08 5.1916963138e-09 1.9692741788e-08 9.0794466074e-10
9.0820312500e+01 2.4819149514e-08 4.9672330201e-09 1.8960247521e-08 8.9166897295e-10
9.1064453125e+01 2.3924329956e-08 4.7813980496e-09 1.8271779802e-08 8.7115210416e-10
9.1308593750e+01 2.3056194986e-08 4.5759232488e-09 1.7629629166e-08 8.5064257041e-10
9.1552734375e+01 2.2251288716e-08 4.3780205913e-09 1.7037564748e-08 8.3570337697e-10
9.1796875000e+01 2.1490963946e-08 4.1917593526e-09 1.6490420998e-08 8.0878359547e-10
9.2041015625e+01 2.0829949188e-08 4.0213472250e-09 1.6014139237e-08 7.9446272623e-10
9.2285156250e+01 2.0167802771e-08 3.8719637027e-09 1.5511429849e-08 7.8440921947e-10
9.2529296875e+01 1.9691622426e-08 3.7774880050e-09 1.5132877432e-08 7.8125698849e-10
9.2773437500e+01 1.9645963324e-08 3.7455601877e-09 1.5110637735e-08 7.8976540087e-10
9.3017578125e+01 1.9460977650e-08 3.6997156195e-09 1.4975113829e-08 7.8614820199e-10
9.3261718750e+01 1.9225927454e-08 3.6396241264e-09 1.4809800396e-08 7.7650293186e-10
9.3505859375e+01 1.9389803159e-08 3.6373837002e-09 1.4959022878e-08 7.9339658122e-10
9.3750000000e+01 1.9898435469e-08 3.6937305226e-09 1.5380597600e-08 8.2410734655e-10
9.3994140625e+01 2.0431955941e-08 3.7895948449e-09 1.5793722835e-08 8.4863826115e-10
9.4238281250e+01 2.1018500351e-08 3.8630753297e-09 1.6262488879e-08 8.9293614157e-10
9.4482421875e+01 2.1864257232e-08 3.9768470781e-09 1.6940157920e-08 9.4725223390e-10
9.4726562500e+01 2.2906314454e-08 4.1281735636e-09 1.7780984730e-08 9.9715616111e-10
9.4970703125e+01 2.4252429424e-08 4.3211676174e-09 1.8865114900e-08 1.0661469066e-09
9.5214843750e+01 2.5301625736e-08 4.5071375750e-09 1.9683590660e-08 1.1108975009e-09
9.5458984375e+01 2.7176733837e-08 4.8075990328e-09 2.1155108226e-08 1.2140265783e-09
9.5703125000e+01 2.9575202491e-08 5.1696252511e-09 2.3070280242e-08 1.3352969977e-09
9.5947265625e+01 3.1832324739e-08 5.5484407273e-09 2.4854799137e-08 1.4290848751e-09
9.6191406250e+01 3.4058490149e-08 5.9516797531e-09 2.6573657782e-08 1.5331526140e-09
9.6435546875e+01 3.6551479993e-08 6.3698015025e-09 2.8540874072e-08 1.6408044186e-09
9.6679687500e+01 3.9823287423e-08 6.9407004911e-09 3.1071577611e-08 1.8110093207e-09
9.6923828125e+01 4.3068296162e-08 7.4748760266e-09 3.3627464339e-08 1.9659557960e-09
9.7167968750e+01 4.6211815482e-08 7.9750592544e-09 3.6121024286e-08 2.1157319416e-09
9.7412109375e+01 4.9707527518e-08 8.5160455462e-09 3.8922987349e-08 2.2684946234e-09
9.7656250000e+01 5.3276795871e-08 9.1165815399e-09 4.1737617745e-08 2.4225965862e-09
9.7900390625e+01 5.7193166135e-08 9.8074410194e-09 4.4779034046e-08 2.6066910700e-09
9.8144531250e+01 6.1598067467e-08 1.0472414630e-08 4.8315594872e-08 2.8100579652e-09
9.8388671875e+01 6.5601622845e-08 1.1086149473e-08 5.1528596185e-08 2.9868771868e-09
9.8632812500e+01 6.9631607111e-08 1.1714129612e-08 5.4742657535e-08 3.1748199644e-09
9.8876953125e+01 7.3565077192e-08 1.2385832875e-08 5.7843310448e-08 3.3359338691e-09
9.9121093750e+01 7.8182274130e-08 1.3127253811e-08 6.1502422056e-08 3.5525982639e-09
9.9365234375e+01 8.2270273999e-08 1.3859130816e-08 6.4700387965e-08 3.7107552178e-09
9.9609375000e+01 8.6128164785e-08 1.4453445880e-08 6.7791315788e-08 3.8834031170e-09
9.9853515625e+01 8.9484818030e-08 1.4924661300e-08 7.0498782138e-08 4.0613745923e-09
1.0009765625e+02 9.3232255195e-08 1.5561998235e-08 7.3436431705e-08 4.2338252544e-09
1.0034179688e+02 9.7035162186e-08 1.6166227951e-08 7.6426266060e-08 4.4426681748e-09
1.0058593750e+02 1.0047360099e-07 1.6779541179e-08 7.9126655328e-08 4.5674044809e-09
1.0083007812e+02 1.0116470264e-07 1.7038303623e-08 7.9570468847e-08 4.5559301661e-09
1.0107421875e+02 1.0280181991e-07 1.7245546024e-08 8.0930254028e-08 4.6260198613e-09
1.0131835938e+02 1.0627362250e-07 1.7816756831e-08 8.3693783525e-08 4.7630821481e-09
1.0156250000e+02 1.0747120806e-07 1.7959665004e-08 8.4658299371e-08 4.8532436819e-09
1.0180664062e+02 1.0701869557e-07 1.7995946292e-08 8.4139221666e-08 4.8835276138e-09
1.0205078125e+02 1.0752856486e-07 1.8101004548e-08 8.4527767558e-08 4.8997927553e-09
1.0229492188e+02 1.0670486301e-07 1.8121871947e-08 8.3806270869e-08 4.7767201943e-09
1.0253906250e+02 1.0454188183e-07 1.7879415987e-08 8.2015993839e-08 4.6464720055e-09
1.0278320312e+02 1.0306266916e-07 1.7604590782e-08 8.0908384160e-08 4.5496942189e-09
1.0302734375e+02 1.0063129154e-07 1.7262512301e-08 7.8948048814e-08 4.4207304225e-09
1.0327148438e+02 9.7050379502e-08 1.6553513793e-08 7.6191771046e-08 4.3050946631e-09
1.0351562500e+02 9.3934686111e-08 1.6025830150e-08 7.3799284959e-08 4.1095710017e-09
1.0375976562e+02 8.9952716980e-08 1.5352469095e-08 7.0663044829e-08 3.9372030561e-09
1.0400390625e+02 8.6725627253e-08 1.4726604394e-08 6.8158513114e-08 3.8405097457e-09
1.0424804688e+02 8.3494469340e-08 1.4296265406e-08 6.5541637904e-08 3.6565660305e-09
1.0449218750e+02 7.6870753844e-08 1.3226130462e-08 6.0303950476e-08 3.3406729063e-09
1.0473632812e+02 7.0546558800e-08 1.2115316414e-08 5.5373304151e-08 3.0579382355e-09
1.0498046875e+02 6.5664341821e-08 1.1218831159e-08 5.1597698588e-08 2.8478120741e-09
1.0522460938e+02 6.0260385580e-08 1.0224961762e-08 4.7364366289e-08 2.6710575289e-09
1.0546875000e+02 5.5363218743e-08 9.4948956361e-09 4.3448614789e-08 2.4197083178e-09
1.0571289062e+02 4.9960549994e-08 8.5795544550e-09 3.9226693796e-08 2.1543017423e-09
1.0595703125e+02 4.3985470875e-08 7.5805905088e-09 3.4520597466e-08 1.8842829001e-09
1.0620117188e+02 3.9441083859e-08 6.8761327127e-09 3.0888611760e-08 1.6763393859e-09
1.0644531250e+02 3.4278567572e-08 6.0482383672e-09 2.6790391794e-08 1.4399374108e-09
1.0668945312e+02 2.9428591227e-08 5.2231487601e-09 2.2984623547e-08 1.2208189202e-09
1.0693359375e+02 2.5960028266e-08 4.6579603556e-09 2.0228367288e-08 1.0737006222e-09
1.0717773438e+02 2.2741326524e-08 4.0868193617e-09 1.7706685663e-08 9.4782149927e-10
1.0742187500e+02 1.9973217189e-08 3.5639311556e-09 1.5560091367e-08 8.4919466660e-10
1.0766601562e+02 1.7771928978e-08 3.1500288651e-09 1.3853148981e-08 7.6875113146e-10
1.0791015625e+02 1.5688931119e-08 2.7806790959e-09 1.2232482478e-08 6.7576954505e-10
1.0815429688e+02 1.4055024049e-08 2.4708023720e-09 1.0973921233e-08 6.1030044408e-10
1.0839843750e+02 1.2837504560e-08 2.2406730471e-09 1.0032959452e-08 5.6387206121e-10
1.0864257812e+02 1.1563629954e-08 2.0208077034e-09 9.0340198747e-09 5.0880237581e-10
1.0888671875e+02 1.0508876226e-08 1.8454008039e-09 8.1941483279e-09 4.6932709384e-10
1.0913085938e+02 9.7191089900e-09 1.7066081410e-09 7.5768963216e-09 4.3560452735e-10
1.0937500000e+02 8.9180044150e-09 1.5507922219e-09 6.9654431263e-09 4.0176906688e-10
1.0961914062e+02 8.4692544665e-09 1.4678671267e-09 6.6147491618e-09 3.8663817797e-10
1.0986328125e+02 8.0572296969e-09 1.3987581281e-09 6.2967241732e-09 3.6174739552e-10
1.1010742188e+02 7.6770446640e-09 1.3326326298e-09 5.9997463665e-09 3.4466566773e-10
1.1035156250e+02 7.1932162576e-09 1.2561081478e-09 5.6131112922e-09 3.2399681768e-10
1.1059570312e+02 6.7761516043e-09 1.1799053645e-09 5.2905874696e-09 3.0565877024e-10
1.1083984375e+02 6.4635686659e-09 1.1237168596e-09 5.0461021926e-09 2.9374961372e-10
1.1108398438e+02 6.1843573965e-09 1.0710468365e-09 4.8313662915e-09 2.8194426859e-10
1.1132812500e+02 5.8191517239e-09 1.0064924321e-09 4.5468603191e-09 2.6579897266e-10
1.1157226562e+02 5.5332865112e-09 9.5569518910e-10 4.3250891561e-09 2.5250216602e-10
1.1181640625e+02 5.3235137484e-09 9.2149647843e-10 4.1598334444e-09 2.4218382560e-10
1.1206054688e+02 5.1639232775e-09 8.9422717643e-10 4.0357486972e-09 2.3394740385e-10
1.1230468750e+02 4.8558353438e-09 8.3683162187e-10 3.7980857411e-09 2.2091798081e-10
1.1254882812e+02 4.5644725849e-09 7.8752884136e-10 3.5722593681e-09 2.0468437547e-10
1.1279296875e+02 4.3208649199e-09 7.4841945376e-10 3.3808999706e-09 1.9154549556e-10
1.1303710938e+02 4.1051506883e-09 7.0850742621e-10 3.2128954136e-09 1.8374784852e-10
1.1328125000e+02 3.9344011134e-09 6.8041385339e-10 3.0778122737e-09 1.7617498630e-10
1.1352539062e+02 3.7553032271e-09 6.4628396959e-10 2.9400126104e-09 1.6900664715e-10
1.1376953125e+02 3.5699734720e-09 6.1759450735e-10 2.7935587931e-09 1.5882017155e-10
1.1401367188e+02 3.4545000532e-09 6.0102679763e-10 2.7008889359e-09 1.5258431969e-10
1.1425781250e+02 3.2944335643e-09 5.7492325177e-10 2.5749871269e-09 1.4452318560e-10
1.1450195312e+02 3.1214460295e-09 5.4611184243e-10 2.4393618155e-09 1.3597237162e-10
1.1474609375e+02 2.9993801673e-09 5.2352701540e-10 2.3448789509e-09 1.3097420097e-10
1.1499023438e+02 2.8444267552e-09 4.9163634678e-10 2.2271998907e-09 1.2559051768e-10
1.1523437500e+02 2.7614000783e-09 4.7352281862e-10 2.1654576204e-09 1.2241963934e-10
1.1547851562e+02 2.6100132489e-09 4.4715818730e-10 2.0469971688e-09 1.1585789278e-10
1.1572265625e+02 2.4927749742e-09 4.2897332676e-10 1.9540138069e-09 1.0978784056e-10
1.1596679688e+02 2.3776310226e-09 4.1075197145e-10 1.8624807153e-09 1.0439833586e-10
1.1621093750e+02 2.2513308483e-09 3.9125678764e-10 1.7616357818e-09 9.8438278852e-11
1.1645507812e+02 2.1618686496e-09 3.7647884136e-10 1.6910889847e-09 9.4300823579e-11
1.1669921875e+02 2.0413403449e-09 3.5308143702e-10 1.5989614472e-09 8.9297460669e-11
1.1694335938e+02 1.9855782046e-09 3.4299911178e-10 1.5548187333e-09 8.7760359497e-11
1.1718750000e+02 1.9330773544e-09 3.3301240407e-10 1.5143616276e-09 8.5703322688e-11
1.1743164062e+02 1.8627597800e-09 3.1997671868e-10 1.4602287473e-09 8.2554313995e-11
1.1767578125e+02 1.8087650057e-09 3.1024896987e-10 1.4185212030e-09 7.9994832805e-11
1.1791992188e+02 1.7269637512e-09 2.9636578109e-10 1.3538279647e-09 7.6770005473e-11
1.1816406250e+02 1.6359050834e-09 2.7953651306e-10 1.2825739659e-09 7.3794604507e-11
1.1840820312e+02 1.5971269824e-09 2.7401477508e-10 1.2524260593e-09 7.0686148015e-11
1.1865234375e+02 1.5639669748e-09 2.6908162839e-10 1.2259358439e-09 6.8949502507e-11
1.1889648438e+02 1.5422261398e-09 2.6749197304e-10 1.2071594406e-09 6.7574726172e-11
1.1914062500e+02 1.5278436083e-09 2.6502539087e-10 1.1951704728e-09 6.7647744695e-11
1.1938476562e+02 1.5066994129e-09 2.6063691691e-10 1.1784500381e-09 6.7612457901e-11
1.1962890625e+02 1.4882784990e-09 2.5763751847e-10 1.1640962946e-09 6.6544685922e-11
1.1987304688e+02 1.5081381650e-09 2.6094406529e-10 1.1794346675e-09 6.7759432196e-11
1.2011718750e+02 1.5516960873e-09 2.6727203159e-10 1.2149182848e-09 6.9505770915e-11
1.2036132812e+02 1.5769997526e-09 2.7106443565e-10 1.2350014448e-09 7.0933872200e-11
1.2060546875e+02 1.6193389443e-09 2.7801550424e-10 1.2681193897e-09 7.3204050365e-11
1.2084960938e+02 1.6615757046e-09 2.8457375931e-10 1.3022599573e-09 7.4741988021e-11
1.2109375000e+02 1.7058277134e-09 2.9191985948e-10 1.3366737607e-09 7.7234093257e-11
1.2133789062e+02 1.7454141654e-09 3.0085145700e-10 1.3667777021e-09 7.7785006220e-11
1.2158203125e+02 1.8240954342e-09 3.1334026812e-10 1.4283003411e-09 8.2454824911e-11
1.2182617188e+02 1.9046511344e-09 3.2669634432e-10 1.4915676338e-09 8.6387156299e-11
1.2207031250e+02 1.9833185974e-09 3.4098642582e-10 1.5525090431e-09 8.9823128435e-11
1.2231445312e+02 2.0908358283e-09 3.5895204224e-10 1.6368519190e-09 9.5031867058e-11
1.2255859375e+02 2.1849139233e-09 3.7061076103e-10 1.7151752110e-09 9.9127951270e-11
1.2280273438e+02 2.3051350605e-09 3.9151934573e-10 1.8090617110e-09 1.0455400378e-10
1.2304687500e+02 2.4617485270e-09 4.1657322976e-10 1.9335121890e-09 1.1166310832e-10
1.2329101562e+02 2.6062742987e-09 4.4225224539e-10 2.0458410292e-09 1.1818102417e-10
1.2353515625e+02 2.7275771404e-09 4.6127691296e-10 2.1426361735e-09 1.2366405401e-10
1.2377929688e+02 2.8429824409e-09 4.8324574990e-10 2.2320842639e-09 1.2765242711e-10
1.2402343750e+02 3.0059276473e-09 5.0941173983e-10 2.3597215924e-09 1.3679431509e-10
1.2426757812e+02 3.1035498634e-09 5.2534748407e-10 2.4362245954e-09 1.4197778396e-10
1.2451171875e+02 3.2637843363e-09 5.4834173662e-10 2.5650645514e-09 1.5037804830e-10
1.2475585938e+02 3.3805789588e-09 5.7100794466e-10 2.6551264825e-09 1.5444453162e-10
1.2500000000e+02 3.5123663315e-09 5.9489665628e-10 2.7556330236e-09 1.6183665167e-10
1.2524414062e+02 3.7018066427e-09 6.2491393011e-10 2.9075119237e-09 1.6938078889e-10
1.2548828125e+02 3.8545048853e-09 6.5681581927e-10 3.0256454266e-09 1.7204363946e-10
1.2573242188e+02 3.9891340150e-09 6.7980469420e-10 3.1299535911e-09 1.7937572965e-10
1.2597656250e+02 4.0535205957e-09 6.8681852833e-10 3.1823663323e-09 1.8433573502e-10
1.2622070312e+02 4.1888620523e-09 7.0799105526e-10 3.2891091726e-09 1.9176182452e-10
1.2646484375e+02 4.3144610157e-09 7.2812601798e-10 3.3872169350e-09 1.9911806280e-10
1.2670898438e+02 4.3623750783e-09 7.4365634631e-10 3.4228183091e-09 1.9590042290e-10
1.2695312500e+02 4.4106714622e-09 7.4753982145e-10 3.4629861732e-09 2.0014546750e-10
1.2719726562e+02 4.5246942573e-09 7.6847168793e-10 3.5498668876e-09 2.0635568177e-10
1.2744140625e+02 4.6171007663e-09 7.8474020590e-10 3.6229202512e-09 2.0944030918e-10
1.2768554688e+02 4.6719123616e-09 7.9322481298e-10 3.6685116223e-09 2.1017592634e-10
1.2792968750e+02 4.6751022501e-09 7.9147931320e-10 3.6732440360e-09 2.1037890089e-10
1.2817382812e+02 4.6269589697e-09 7.7947129103e-10 3.6375046235e-09 2.0998305518e-10
1.2841796875e+02 4.6190612543e-09 7.8428083299e-10 3.6246858621e-09 2.1009455919e-10
1.2866210938e+02 4.5007876456e-09 7.6651767663e-10 3.5309015867e-09 2.0336838227e-10
1.2890625000e+02 4.4269316538e-09 7.4682575578e-10 3.4801126752e-09 1.9999322290e-10
1.2915039062e+02 4.4171006551e-09 7.4392064617e-10 3.4718156509e-09 2.0136435806e-10
