# freq_THz  G_total  G_Al  G_N  G_Ga
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=2; block_duration_ps=4.09600000; df_THz=0.24414062; total_equals_sum_of_partials=True
1.9702148438e+02 1.4632722041e-12 2.3584956061e-13 1.1573036370e-12 7.0119006428e-14
1.9726562500e+02 1.4707334213e-12 2.3556699631e-13 1.1640505030e-12 7.1115921943e-14
1.9750976562e+02 1.4206152118e-12 2.3086758130e-13 1.1224145574e-12 6.7333073084e-14
1.9775390625e+02 1.3862417832e-12 2.2547137725e-13 1.0946717179e-12 6.6098688106e-14
1.9799804688e+02 1.3694377990e-12 2.2053067706e-13 1.0832527454e-12 6.5654376538e-14
1.9824218750e+02 1.3271704065e-12 2.1379071831e-13 1.0492617741e-12 6.4117914120e-14
1.9848632812e+02 1.3196549728e-12 2.1161986015e-13 1.0439736396e-12 6.4061473026e-14
1.9873046875e+02 1.3107241151e-12 2.1207660657e-13 1.0354755057e-12 6.3172002809e-14
1.9897460938e+02 1.2979296916e-12 2.0880272968e-13 1.0259919617e-12 6.3135000149e-14
1.9921875000e+02 1.2718111863e-12 2.0790045182e-13 1.0032144245e-12 6.0696310014e-14
1.9946289062e+02 1.2384312113e-12 2.0431080366e-13 9.7593059348e-13 5.8189814118e-14
1.9970703125e+02 1.2573959476e-12 2.0655171591e-13 9.9153538325e-13 5.9308848456e-14
1.9995117188e+02 1.2803035910e-12 2.1081647943e-13 1.0084515283e-12 6.1035583249e-14
2.0019531250e+02 1.3122083984e-12 2.1599343116e-13 1.0342417071e-12 6.1973260057e-14
2.0043945312e+02 1.3316175071e-12 2.2002051324e-13 1.0481785613e-12 6.3418432566e-14
2.0068359375e+02 1.3352136843e-12 2.1919564880e-13 1.0520699291e-12 6.3948106462e-14
2.0092773438e+02 1.3454809417e-12 2.2202196473e-13 1.0595034700e-12 6.3955506895e-14
2.0117187500e+02 1.3629855109e-12 2.2530992740e-13 1.0732468343e-12 6.4428749246e-14
2.0141601562e+02 1.3630668708e-12 2.2420976614e-13 1.0745684111e-12 6.4288693556e-14
2.0166015625e+02 1.3825911116e-12 2.2716837405e-13 1.0887897247e-12 6.6633012857e-14
2.0190429688e+02 1.3878303442e-12 2.2631466755e-13 1.0944563579e-12 6.7059318817e-14
2.0214843750e+02 1.3743920803e-12 2.2484305990e-13 1.0833613911e-12 6.6187629296e-14
2.0239257812e+02 1.3949577312e-12 2.2593448153e-13 1.1012362678e-12 6.7786981838e-14
2.0263671875e+02 1.3937208288e-12 2.2558272888e-13 1.1008844314e-12 6.7253668530e-14
2.0288085938e+02 1.4018440380e-12 2.2810328423e-13 1.1058576794e-12 6.7883074438e-14
2.0312500000e+02 1.4168234112e-12 2.2885069120e-13 1.1195420806e-12 6.8430639456e-14
2.0336914062e+02 1.4554618956e-12 2.3559332278e-13 1.1506950911e-12 6.9173481655e-14
2.0361328125e+02 1.4551518104e-12 2.3719391884e-13 1.1491992523e-12 6.8758639260e-14
2.0385742188e+02 1.4569392646e-12 2.3773480916e-13 1.1503581697e-12 6.8846285828e-14
2.0410156250e+02 1.4921782893e-12 2.4313839418e-13 1.1786905871e-12 7.0349308099e-14
2.0434570312e+02 1.5148637349e-12 2.4641388381e-13 1.1955125050e-12 7.2937346040e-14
2.0458984375e+02 1.5384852421e-12 2.5092758148e-13 1.2136537235e-12 7.3903937041e-14
2.0483398438e+02 1.5692297574e-12 2.5561438593e-13 1.2384973162e-12 7.5118055206e-14
2.0507812500e+02 1.5861582259e-12 2.5844691790e-13 1.2517326680e-12 7.5978640035e-14
2.0532226562e+02 1.5901152236e-12 2.5967259167e-13 1.2543452630e-12 7.6097368888e-14
2.0556640625e+02 1.5736297912e-12 2.5804560253e-13 1.2402302195e-12 7.5353969189e-14
2.0581054688e+02 1.5644288422e-12 2.5577284260e-13 1.2339968058e-12 7.4659193834e-14
2.0605468750e+02 1.5856706267e-12 2.5607839562e-13 1.2531725408e-12 7.6419690361e-14
2.0629882812e+02 1.5789193241e-12 2.5510288204e-13 1.2473249941e-12 7.6491447987e-14
2.0654296875e+02 1.5913431279e-12 2.5749253731e-13 1.2567241425e-12 7.7126448025e-14
2.0678710938e+02 1.5855590284e-12 2.5562506512e-13 1.2525026891e-12 7.7431274204e-14
2.0703125000e+02 1.5539787018e-12 2.5151835216e-13 1.2275916437e-12 7.4868705883e-14
2.0727539062e+02 1.5674466509e-12 2.5420221497e-13 1.2376670689e-12 7.5577367051e-14
2.0751953125e+02 1.5821524338e-12 2.5754227602e-13 1.2483736576e-12 7.6236500152e-14
2.0776367188e+02 1.5835809013e-12 2.5672296401e-13 1.2497417523e-12 7.7116184928e-14
2.0800781250e+02 1.5360679937e-12 2.4850918267e-13 1.2130038043e-12 7.4555006707e-14
2.0825195312e+02 1.4781949947e-12 2.4141961682e-13 1.1657467385e-12 7.1028639397e-14
2.0849609375e+02 1.4708283849e-12 2.4029388264e-13 1.1590649993e-12 7.1469502975e-14
2.0874023438e+02 1.4283727060e-12 2.3547999047e-13 1.1243287648e-12 6.8563950762e-14
2.0898437500e+02 1.3707945306e-12 2.2739039281e-13 1.0776863292e-12 6.5717808566e-14
2.0922851562e+02 1.3344660232e-12 2.2086437704e-13 1.0499552921e-12 6.3646354041e-14
2.0947265625e+02 1.3201854349e-12 2.1708689236e-13 1.0397221951e-12 6.3376347513e-14
2.0971679688e+02 1.3121123600e-12 2.1458121324e-13 1.0338619806e-12 6.3669166149e-14
2.0996093750e+02 1.2960948278e-12 2.1363742582e-13 1.0205818452e-12 6.1875556693e-14
2.1020507812e+02 1.2769166858e-12 2.1200056366e-13 1.0042841835e-12 6.0631938637e-14
2.1044921875e+02 1.2380421642e-12 2.0495721889e-13 9.7433311294e-13 5.8751832338e-14
2.1069335938e+02 1.2189624994e-12 2.0081374112e-13 9.5976685128e-13 5.8381906990e-14
2.1093750000e+02 1.2006149440e-12 1.9640816447e-13 9.4641950371e-13 5.7787275787e-14
2.1118164062e+02 1.1544276298e-12 1.8859362479e-13 9.1006783118e-13 5.5766173790e-14
2.1142578125e+02 1.1145754841e-12 1.8177116090e-13 8.7932558533e-13 5.3478737904e-14
2.1166992188e+02 1.0436407882e-12 1.7103060879e-13 8.2265101056e-13 4.9959168840e-14
2.1191406250e+02 9.8510107579e-13 1.6208418078e-13 7.7543631208e-13 4.7580582937e-14
2.1215820312e+02 9.5306148054e-13 1.5553856977e-13 7.5144763269e-13 4.6075278084e-14
2.1240234375e+02 9.1535438121e-13 1.4910904831e-13 7.2147260894e-13 4.4772723955e-14
2.1264648438e+02 8.8580476451e-13 1.4379842150e-13 6.9873923510e-13 4.3267107899e-14
2.1289062500e+02 8.6340244645e-13 1.4012645856e-13 6.8097167062e-13 4.2304317272e-14
2.1313476562e+02 8.2615506988e-13 1.3472860126e-13 6.5067336812e-13 4.0753100500e-14
2.1337890625e+02 7.9299688937e-13 1.3063721725e-13 6.2388774406e-13 3.8471928054e-14
2.1362304688e+02 7.4469506621e-13 1.2451096806e-13 5.8473503323e-13 3.5449064917e-14
2.1386718750e+02 7.1332621838e-13 1.1894551527e-13 5.6040424791e-13 3.3976455200e-14
2.1411132812e+02 6.9820182323e-13 1.1512995657e-13 5.4920640843e-13 3.3865458226e-14
2.1435546875e+02 6.7234061361e-13 1.0965644779e-13 5.2957591905e-13 3.3108246769e-14
2.1459960938e+02 6.3374380006e-13 1.0285741429e-13 4.9915353506e-13 3.1732850708e-14
2.1484375000e+02 5.9285371506e-13 9.6529418086e-14 4.6661497348e-13 2.9709323493e-14
2.1508789062e+02 5.5874978053e-13 9.2220160562e-14 4.3895716839e-13 2.7572451578e-14
2.1533203125e+02 5.3472449337e-13 8.9496034078e-14 4.1909591615e-13 2.6132543145e-14
2.1557617188e+02 5.0146240531e-13 8.4358769703e-14 3.9301801881e-13 2.4085616799e-14
2.1582031250e+02 4.7468674189e-13 8.0229930408e-14 3.7178837701e-13 2.2668434472e-14
2.1606445312e+02 4.7020796951e-13 7.8570100034e-14 3.6881858485e-13 2.2819284626e-14
2.1630859375e+02 4.5988997466e-13 7.6078810877e-14 3.6114983489e-13 2.2661328899e-14
2.1655273438e+02 4.4786480139e-13 7.3475429799e-14 3.5201849195e-13 2.2370879647e-14
2.1679687500e+02 4.3230076659e-13 7.0855344695e-14 3.3988425213e-13 2.1561169770e-14
2.1704101562e+02 4.2237238340e-13 6.9965442762e-14 3.3146619567e-13 2.0940744973e-14
2.1728515625e+02 4.1286505148e-13 6.9373474751e-14 3.2357020601e-13 1.9921370716e-14
2.1752929688e+02 3.9033660172e-13 6.6396088547e-14 3.0527944503e-13 1.8661068145e-14
2.1777343750e+02 3.7400066326e-13 6.3951261743e-14 2.9238360189e-13 1.7665799622e-14
2.1801757812e+02 3.5923305078e-13 6.1128950301e-14 2.8098956554e-13 1.7114534936e-14
2.1826171875e+02 3.5140399982e-13 5.9272765509e-14 2.7510552683e-13 1.7025707487e-14
2.1850585938e+02 3.4682767896e-13 5.7452137103e-14 2.7234396756e-13 1.7031574292e-14
2.1875000000e+02 3.3484854809e-13 5.4928421489e-14 2.6330387937e-13 1.6616247230e-14
2.1899414062e+02 3.2352338240e-13 5.3132508920e-14 2.5436451668e-13 1.6026356798e-14
2.1923828125e+02 3.1558848399e-13 5.2046373064e-14 2.4781108298e-13 1.5731027946e-14
2.1948242188e+02 3.0451320415e-13 5.0915116953e-14 2.3885808268e-13 1.4740004511e-14
2.1972656250e+02 2.9429909668e-13 4.9553592134e-14 2.3067700061e-13 1.4068503934e-14
2.1997070312e+02 2.8894614566e-13 4.9040003170e-14 2.2613041767e-13 1.3775724814e-14
2.2021484375e+02 2.8840488859e-13 4.8174913727e-14 2.2609595989e-13 1.4134014971e-14
2.2045898438e+02 2.8496224169e-13 4.6963899484e-14 2.2362017030e-13 1.4378171907e-14
2.2070312500e+02 2.7790647652e-13 4.5642729578e-14 2.1840937573e-13 1.3854371205e-14
2.2094726562e+02 2.6899750337e-13 4.4207444321e-14 2.1142525847e-13 1.3364800578e-14
2.2119140625e+02 2.5541588345e-13 4.2553839171e-14 2.0012455668e-13 1.2737487606e-14
2.2143554688e+02 2.4909528264e-13 4.1819318367e-14 1.9501186175e-13 1.2264102523e-14
2.2167968750e+02 2.3680650881e-13 4.0651673074e-14 1.8468057728e-13 1.1474258452e-14
2.2192382812e+02 2.2384413054e-13 3.8656078800e-14 1.7445871722e-13 1.0729334518e-14
2.2216796875e+02 2.2192606773e-13 3.8029325927e-14 1.7304123235e-13 1.0855509444e-14
2.2241210938e+02 2.1726677774e-13 3.7134195353e-14 1.6939990269e-13 1.0732679693e-14
2.2265625000e+02 2.1653748638e-13 3.6709657007e-14 1.6899384815e-13 1.0833981223e-14
2.2290039062e+02 2.1302623341e-13 3.6044133320e-14 1.6627987220e-13 1.0702227889e-14
2.2314453125e+02 2.0876207783e-13 3.5463098267e-14 1.6291161801e-13 1.0387361562e-14
2.2338867188e+02 2.0714618215e-13 3.5543204074e-14 1.6139630548e-13 1.0206672601e-14
2.2363281250e+02 2.0190854488e-13 3.5028794484e-14 1.5707226686e-13 9.8074835362e-15
2.2387695312e+02 1.9902493532e-13 3.4355199164e-14 1.5493395824e-13 9.7357779133e-15
2.2412109375e+02 1.9707092816e-13 3.3978671849e-14 1.5339489249e-13 9.6973638218e-15
2.2436523438e+02 1.9295122550e-13 3.3275842707e-14 1.5019721769e-13 9.4781651041e-15
2.2460937500e+02 1.9026636493e-13 3.2734034203e-14 1.4812078202e-13 9.4115487013e-15
2.2485351562e+02 1.8580899239e-13 3.1711123410e-14 1.4477282214e-13 9.3250468408e-15
2.2509765625e+02 1.8366887838e-13 3.1226500811e-14 1.4320633440e-13 9.2360431743e-15
2.2534179688e+02 1.7734573013e-13 3.0585371091e-14 1.3796119483e-13 8.7991642080e-15
2.2558593750e+02 1.7291609560e-13 2.9901383913e-14 1.3442286109e-13 8.5918506058e-15
2.2583007812e+02 1.7276878677e-13 2.9978844249e-14 1.3427830440e-13 8.5116381161e-15
2.2607421875e+02 1.7002334727e-13 2.9416900859e-14 1.3224938093e-13 8.3570654764e-15
2.2631835938e+02 1.6855390810e-13 2.9035257972e-14 1.3106397868e-13 8.4546714488e-15
2.2656250000e+02 1.7033137738e-13 2.9259175989e-14 1.3257797146e-13 8.4942299277e-15
2.2680664062e+02 1.7235321473e-13 2.9333135432e-14 1.3443565730e-13 8.5844219977e-15
2.2705078125e+02 1.7470719347e-13 2.9737811598e-14 1.3625695902e-13 8.7124228472e-15
2.2729492188e+02 1.7771267021e-13 3.0346539511e-14 1.3847527310e-13 8.8908575928e-15
2.2753906250e+02 1.7772173975e-13 3.0318793171e-14 1.3845886695e-13 8.9440796321e-15
2.2778320312e+02 1.7778075176e-13 3.0449669388e-14 1.3851994347e-13 8.8111389079e-15
2.2802734375e+02 1.7686848836e-13 3.0292611398e-14 1.3772569414e-13 8.8501828184e-15
2.2827148438e+02 1.7672932572e-13 3.0218116057e-14 1.3768109639e-13 8.8301132750e-15
2.2851562500e+02 1.7789814660e-13 3.0619666984e-14 1.3839536853e-13 8.8831110829e-15
2.2875976562e+02 1.7895726502e-13 3.0843304056e-14 1.3923268009e-13 8.8812808714e-15
2.2900390625e+02 1.7905743697e-13 3.0991010648e-14 1.3924703937e-13 8.8193869522e-15
2.2924804688e+02 1.7690366883e-13 3.0538469705e-14 1.3754449632e-13 8.8207028051e-15
2.2949218750e+02 1.7623068707e-13 3.0615081837e-14 1.3691763154e-13 8.6979736991e-15
2.2973632812e+02 1.7581338540e-13 3.0736468582e-14 1.3635850427e-13 8.7184125518e-15
2.2998046875e+02 1.7386681871e-13 3.0603595834e-14 1.3473246860e-13 8.5307542736e-15
2.3022460938e+02 1.7813426416e-13 3.1376756139e-14 1.3799353039e-13 8.7639776303e-15
2.3046875000e+02 1.7975218311e-13 3.1509520276e-14 1.3935343703e-13 8.8892258007e-15
2.3071289062e+02 1.8280856755e-13 3.2023237253e-14 1.4189577553e-13 8.8895547637e-15
2.3095703125e+02 1.8631365312e-13 3.2211516832e-14 1.4495185087e-13 9.1502854158e-15
2.3120117188e+02 1.8798265983e-13 3.2388747621e-14 1.4633598078e-13 9.2579314323e-15
2.3144531250e+02 1.8888842012e-13 3.2780902725e-14 1.4680471859e-13 9.3027988073e-15
2.3168945312e+02 1.9052618783e-13 3.3000480937e-14 1.4817660022e-13 9.3491066707e-15
2.3193359375e+02 1.9258641949e-13 3.3295901160e-14 1.4980538875e-13 9.4851295835e-15
2.3217773438e+02 1.9123287869e-13 3.3026591674e-14 1.4880688241e-13 9.3994046104e-15
2.3242187500e+02 1.8689462445e-13 3.2427736666e-14 1.4524941116e-13 9.2174766237e-15
2.3266601562e+02 1.8552084125e-13 3.2079898438e-14 1.4421724183e-13 9.2237009907e-15
2.3291015625e+02 1.8320475948e-13 3.1611507605e-14 1.4250306826e-13 9.0901836200e-15
2.3315429688e+02 1.8135824728e-13 3.1424113125e-14 1.4093053003e-13 9.0036041195e-15
2.3339843750e+02 1.8216381627e-13 3.1394880538e-14 1.4176851379e-13 9.0004219365e-15
2.3364257812e+02 1.8235758863e-13 3.1454399494e-14 1.4188781819e-13 9.0153709426e-15
2.3388671875e+02 1.8206246183e-13 3.1248756092e-14 1.4169015417e-13 9.1235515686e-15
2.3413085938e+02 1.7918642236e-13 3.0861153566e-14 1.3935635435e-13 8.9689144434e-15
2.3437500000e+02 1.7790008993e-13 3.0822409297e-14 1.3836015291e-13 8.7175277295e-15
2.3461914062e+02 1.7746451512e-13 3.0519646890e-14 1.3814609343e-13 8.7987747972e-15
2.3486328125e+02 1.7471645807e-13 3.0151034693e-14 1.3582065108e-13 8.7447722953e-15
2.3510742188e+02 1.6993113463e-13 2.9368036858e-14 1.3201442194e-13 8.5486758305e-15
2.3535156250e+02 1.6696956800e-13 2.8918441791e-14 1.2966725182e-13 8.3838743868e-15
2.3559570312e+02 1.6457948948e-13 2.8487308647e-14 1.2788095983e-13 8.2112210052e-15
2.3583984375e+02 1.6108615667e-13 2.7887173041e-14 1.2513971470e-13 8.0592689281e-15
2.3608398438e+02 1.5534409733e-13 2.6976486031e-14 1.2058507801e-13 7.7825332950e-15
2.3632812500e+02 1.5345807572e-13 2.6638356590e-14 1.1907919196e-13 7.7405271726e-15
2.3657226562e+02 1.5342713812e-13 2.6777332148e-14 1.1898696009e-13 7.6628458738e-15
2.3681640625e+02 1.5309108880e-13 2.6819955207e-14 1.1865228214e-13 7.6188514529e-15
2.3706054688e+02 1.5289216437e-13 2.6791613291e-14 1.1840858504e-13 7.6919660419e-15
2.3730468750e+02 1.5032960252e-13 2.6375478443e-14 1.1638454479e-13 7.5695792860e-15
2.3754882812e+02 1.4751290913e-13 2.5983016722e-14 1.1414336136e-13 7.3865310558e-15
2.3779296875e+02 1.4311967566e-13 2.5484877798e-14 1.1050812825e-13 7.1266696170e-15
2.3803710938e+02 1.3820264318e-13 2.4528688925e-14 1.0668148142e-13 6.9924728388e-15
2.3828125000e+02 1.3489201322e-13 2.3916279780e-14 1.0410796378e-13 6.8677696599e-15
2.3852539062e+02 1.2920878752e-13 2.3007820614e-14 9.9564047355e-14 6.6369195524e-15
2.3876953125e+02 1.2349761239e-13 2.2142138055e-14 9.5029115873e-14 6.3263584593e-15
2.3901367188e+02 1.1804334850e-13 2.1409591604e-14 9.0695202850e-14 5.9385540463e-15
2.3925781250e+02 1.1328183139e-13 2.0670503276e-14 8.6955780688e-14 5.6555474297e-15
2.3950195312e+02 1.0904730178e-13 2.0134784706e-14 8.3508897395e-14 5.4036196823e-15
2.3974609375e+02 1.0621747027e-13 1.9626942772e-14 8.1327974401e-14 5.2625531019e-15
2.3999023438e+02 1.0505402750e-13 1.9131399846e-14 8.0670732217e-14 5.2518954398e-15
2.4023437500e+02 1.0379073788e-13 1.8745494016e-14 7.9736384810e-14 5.3088590553e-15
2.4047851562e+02 1.0116232638e-13 1.8191705057e-14 7.7728876768e-14 5.2417445503e-15
2.4072265625e+02 9.7284397166e-14 1.7642025898e-14 7.4562938794e-14 5.0794324739e-15
2.4096679688e+02 9.3320708474e-14 1.7053439337e-14 7.1417111728e-14 4.8501574090e-15
2.4121093750e+02 8.8422960478e-14 1.6390857839e-14 6.7503633430e-14 4.5284692092e-15
2.4145507812e+02 8.3987826034e-14 1.5789063510e-14 6.3950780229e-14 4.2479822945e-15
2.4169921875e+02 8.0180694255e-14 1.5178057097e-14 6.0897868614e-14 4.1047685446e-15
2.4194335938e+02 7.7887470748e-14 1.4731377971e-14 5.9147994787e-14 4.0080979893e-15
2.4218750000e+02 7.6065236215e-14 1.4334276616e-14 5.7771192909e-14 3.9597666901e-15
2.4243164062e+02 7.3230571283e-14 1.3812681222e-14 5.5594130767e-14 3.8237592947e-15
2.4267578125e+02 7.0813690287e-14 1.3399727136e-14 5.3687810973e-14 3.7261521780e-15
2.4291992188e+02 6.9474257017e-14 1.3256914205e-14 5.2573920803e-14 3.6434220102e-15
2.4316406250e+02 6.8200492066e-14 1.3202819332e-14 5.1448447320e-14 3.5492254152e-15
2.4340820312e+02 6.6722393865e-14 1.3030723182e-14 5.0274062790e-14 3.4176078923e-15
2.4365234375e+02 6.4627375892e-14 1.2686724392e-14 4.8676850207e-14 3.2638012927e-15
2.4389648438e+02 6.4206349142e-14 1.2613853767e-14 4.8313229034e-14 3.2792663406e-15
2.4414062500e+02 6.4001882998e-14 1.2539246679e-14 4.8122493098e-14 3.3401432211e-15
2.4438476562e+02 6.3236329136e-14 1.2300958893e-14 4.7605626786e-14 3.3297434562e-15
2.4462890625e+02 6.1911603263e-14 1.2031643795e-14 4.6598932528e-14 3.2810269402e-15
2.4487304688e+02 5.9229515748e-14 1.1690936444e-14 4.4399377510e-14 3.1392017950e-15
2.4511718750e+02 5.6950461600e-14 1.1428974644e-14 4.2545415882e-14 2.9760710749e-15
2.4536132812e+02 5.5212349850e-14 1.1168303345e-14 4.1186805059e-14 2.8572414458e-15
2.4560546875e+02 5.3400816974e-14 1.0861141834e-14 3.9764766259e-14 2.7749088808e-15
2.4584960938e+02 5.1791767852e-14 1.0613427635e-14 3.8439189479e-14 2.7391507374e-15
2.4609375000e+02 5.0789137715e-14 1.0368333006e-14 3.7710074419e-14 2.7107302896e-15
2.4633789062e+02 5.1082902273e-14 1.0280424105e-14 3.8040401738e-14 2.7620764304e-15
2.4658203125e+02 5.0565761696e-14 1.0144525247e-14 3.7629440879e-14 2.7917955702e-15
2.4682617188e+02 4.9448579408e-14 9.9614933932e-15 3.6791536224e-14 2.6955497906e-15
2.4707031250e+02 4.8639655682e-14 9.8920787070e-15 3.6121378990e-14 2.6261979845e-15
2.4731445312e+02 4.6957275578e-14 9.6768497810e-15 3.4734118270e-14 2.5463075274e-15
2.4755859375e+02 4.5567030744e-14 9.5231142783e-15 3.3609006070e-14 2.4349103955e-15
2.4780273438e+02 4.4193043288e-14 9.3063076274e-15 3.2508909441e-14 2.3778262192e-15
2.4804687500e+02 4.2992659165e-14 9.0103668507e-15 3.1637623845e-14 2.3446684685e-15
2.4829101562e+02 4.2588738418e-14 8.8391549387e-15 3.1419868431e-14 2.3297150481e-15
2.4853515625e+02 4.1964857290e-14 8.7067583811e-15 3.0936392374e-14 2.3217065349e-15
2.4877929688e+02 4.0854854884e-14 8.5262822006e-15 3.0073585964e-14 2.2549867198e-15
2.4902343750e+02 3.9683036217e-14 8.3397110002e-15 2.9157402056e-14 2.1859231607e-15
2.4926757812e+02 3.8683197327e-14 8.2538935050e-15 2.8287598627e-14 2.1417051954e-15
2.4951171875e+02 3.7670344261e-14 8.1321568080e-15 2.7474770108e-14 2.0634173449e-15
2.4975585938e+02 3.6756296488e-14 8.0446307770e-15 2.6698693230e-14 2.0129724814e-15
2.5000000000e+02 3.6637472293e-14 7.9896081053e-15 2.6630833252e-14 2.0170309356e-15
2.5024414062e+02 3.6620904302e-14 7.9836872860e-15 2.6615090626e-14 2.0221263903e-15
2.5048828125e+02 3.6377319381e-14 7.9020652450e-15 2.6473303268e-14 2.0019508681e-15
2.5073242188e+02 3.6116928917e-14 7.8546056070e-15 2.6277753089e-14 1.9845702210e-15
2.5097656250e+02 3.5606702231e-14 7.8045333985e-15 2.5821257719e-14 1.9809111141e-15
2.5122070312e+02 3.5421443903e-14 7.7346177224e-15 2.5715577051e-14 1.9712491297e-15
2.5146484375e+02 3.4679754505e-14 7.6391098439e-15 2.5110767686e-14 1.9298769751e-15
2.5170898438e+02 3.3981666799e-14 7.5619859766e-15 2.4533363719e-14 1.8863171035e-15
2.5195312500e+02 3.3502545626e-14 7.5384686956e-15 2.4107593775e-14 1.8564831552e-15
2.5219726562e+02 3.2913867967e-14 7.4829553888e-15 2.3599614167e-14 1.8312984108e-15
2.5244140625e+02 3.2416149257e-14 7.3563933043e-15 2.3231748168e-14 1.8280077844e-15
2.5268554688e+02 3.2343016742e-14 7.3233906874e-15 2.3203508005e-14 1.8161180504e-15
2.5292968750e+02 3.2415370787e-14 7.3480998992e-15 2.3248397969e-14 1.8188729190e-15
2.5317382812e+02 3.2439864382e-14 7.3194358687e-15 2.3274175319e-14 1.8462531944e-15
2.5341796875e+02 3.2294191337e-14 7.3361148134e-15 2.3132660920e-14 1.8254156037e-15
2.5366210938e+02 3.2295911286e-14 7.3455913962e-15 2.3119265338e-14 1.8310545512e-15
2.5390625000e+02 3.2190594214e-14 7.3647254262e-15 2.3011039804e-14 1.8148289835e-15
2.5415039062e+02 3.2149373183e-14 7.3630837937e-15 2.2990363911e-14 1.7959254780e-15
2.5439453125e+02 3.2373553870e-14 7.4197701329e-15 2.3147365985e-14 1.8064177518e-15
2.5463867188e+02 3.2508998853e-14 7.4099998371e-15 2.3291761226e-14 1.8072377899e-15
2.5488281250e+02 3.2509348739e-14 7.4100149721e-15 2.3287483455e-14 1.8118503117e-15
2.5512695312e+02 3.2421195595e-14 7.3790240214e-15 2.3213660931e-14 1.8285106418e-15
2.5537109375e+02 3.2207434747e-14 7.3018819604e-15 2.3079255553e-14 1.8262972339e-15
2.5561523438e+02 3.2162475736e-14 7.3373984575e-15 2.3011739768e-14 1.8133375107e-15
2.5585937500e+02 3.1977526342e-14 7.3190111352e-15 2.2885567145e-14 1.7729480613e-15
2.5610351562e+02 3.1513970828e-14 7.2152533135e-15 2.2551945963e-14 1.7467715516e-15
2.5634765625e+02 3.1469951902e-14 7.2409731633e-15 2.2484565037e-14 1.7444137015e-15
2.5659179688e+02 3.1533372473e-14 7.2107962939e-15 2.2541003627e-14 1.7815725526e-15
2.5683593750e+02 3.1513323624e-14 7.1716358374e-15 2.2559682386e-14 1.7820054009e-15
2.5708007812e+02 3.1863844617e-14 7.2112998058e-15 2.2845440615e-14 1.8071041960e-15
2.5732421875e+02 3.1964028231e-14 7.2552303422e-15 2.2907666925e-14 1.8011309642e-15
2.5756835938e+02 3.2130964575e-14 7.3194914239e-15 2.3001045706e-14 1.8104274447e-15
2.5781250000e+02 3.2466584012e-14 7.3761896882e-15 2.3264329841e-14 1.8260644832e-15
2.5805664062e+02 3.2571495249e-14 7.3867964295e-15 2.3358644701e-14 1.8260541187e-15
2.5830078125e+02 3.2549318764e-14 7.3728017375e-15 2.3353713225e-14 1.8228038016e-15
2.5854492188e+02 3.2466678435e-14 7.3552219739e-15 2.3308169275e-14 1.8032871860e-15
2.5878906250e+02 3.2503814639e-14 7.3961541921e-15 2.3296418392e-14 1.8112420547e-15
2.5903320312e+02 3.2240997225e-14 7.3216553627e-15 2.3100670734e-14 1.8186711283e-15
2.5927734375e+02 3.1716316192e-14 7.2600539106e-15 2.2661009797e-14 1.7952524840e-15
2.5952148438e+02 3.1632663071e-14 7.2196711310e-15 2.2634722603e-14 1.7782693369e-15
2.5976562500e+02 3.1463786854e-14 7.1940931942e-15 2.2513502528e-14 1.7561911323e-15
2.6000976562e+02 3.1114939473e-14 7.1587266307e-15 2.2209750984e-14 1.7464618590e-15
2.6025390625e+02 3.0928663600e-14 7.1401284586e-15 2.2037152052e-14 1.7513830895e-15
2.6049804688e+02 3.1011569809e-14 7.1336906963e-15 2.2143205309e-14 1.7346738034e-15
2.6074218750e+02 3.1171077026e-14 7.1618768188e-15 2.2255783092e-14 1.7534171154e-15
2.6098632812e+02 3.1034292107e-14 7.1496609292e-15 2.2139044347e-14 1.7455868304e-15
2.6123046875e+02 3.1122277167e-14 7.1044018076e-15 2.2269555077e-14 1.7483202825e-15
2.6147460938e+02 3.1103013135e-14 7.0994741370e-15 2.2243177619e-14 1.7603613788e-15
2.6171875000e+02 3.0644502344e-14 7.0587318579e-15 2.1846326476e-14 1.7394440107e-15
2.6196289062e+02 3.0167233560e-14 7.0005997760e-15 2.1464769873e-14 1.7018639110e-15
2.6220703125e+02 2.9643408979e-14 6.9104317824e-15 2.1052967459e-14 1.6800097375e-15
2.6245117188e+02 2.9292428644e-14 6.8936797319e-15 2.0716904667e-14 1.6818442450e-15
2.6269531250e+02 2.8966554055e-14 6.8360351941e-15 2.0479134964e-14 1.6513838966e-15
2.6293945312e+02 2.8478652313e-14 6.7664756575e-15 2.0102857041e-14 1.6093196139e-15
2.6318359375e+02 2.8491045044e-14 6.7529449833e-15 2.0097260278e-14 1.6408397826e-15
2.6342773438e+02 2.8529234437e-14 6.7763314542e-15 2.0116618715e-14 1.6362842683e-15
2.6367187500e+02 2.8306553582e-14 6.7764880389e-15 1.9927233172e-14 1.6028323717e-15
2.6391601562e+02 2.8283212601e-14 6.7196960218e-15 1.9957979518e-14 1.6055370609e-15
2.6416015625e+02 2.8248914052e-14 6.6692220557e-15 1.9976880408e-14 1.6028115882e-15
2.6440429688e+02 2.7916675791e-14 6.6023969042e-15 1.9713336149e-14 1.6009427381e-15
