# freq_THz  G_total_s  G_B_s  G_Al_s  G_N_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
6.3720703125e+01 2.8640312078e-05 1.8178093956e-05 8.0448254956e-07 9.6577355721e-06
6.3964843750e+01 3.0715276222e-05 1.9685714503e-05 8.0730689428e-07 1.0222254824e-05
6.4208984375e+01 3.2902653167e-05 2.1267239081e-05 8.1257880126e-07 1.0822835284e-05
6.4453125000e+01 3.5197460141e-05 2.2927087388e-05 8.1796062336e-07 1.1452412129e-05
6.4697265625e+01 3.7517764814e-05 2.4608810224e-05 8.2086603889e-07 1.2088088551e-05
6.4941406250e+01 3.9771677532e-05 2.6243275421e-05 8.1987777330e-07 1.2708524338e-05
6.5185546875e+01 4.1892573704e-05 2.7779228290e-05 8.1513866293e-07 1.3298206751e-05
6.5429687500e+01 4.3827795684e-05 2.9181235082e-05 8.0713392023e-07 1.3839426682e-05
6.5673828125e+01 4.5578413631e-05 3.0459049606e-05 7.9580439147e-07 1.4323559633e-05
6.5917968750e+01 4.7165040999e-05 3.1634081903e-05 7.8113617838e-07 1.4749822917e-05
6.6162109375e+01 4.8444662050e-05 3.2597825633e-05 7.6383664250e-07 1.5082999775e-05
6.6406250000e+01 4.9068078055e-05 3.3086021762e-05 7.4506737115e-07 1.5236988923e-05
6.6650390625e+01 4.8752918474e-05 3.2887484637e-05 7.2609459747e-07 1.5139339240e-05
6.6894531250e+01 4.7549729670e-05 3.2035464143e-05 7.0850243288e-07 1.4805763095e-05
6.7138671875e+01 4.5758242047e-05 3.0737964887e-05 6.9433971952e-07 1.4325937440e-05
6.7382812500e+01 4.3678944989e-05 2.9199423194e-05 6.8537158723e-07 1.3794150208e-05
6.7626953125e+01 4.1566778378e-05 2.7599911913e-05 6.8162903494e-07 1.3285237431e-05
6.7871093750e+01 3.9716345010e-05 2.6163094698e-05 6.8084705453e-07 1.2872403258e-05
6.8115234375e+01 3.8428628725e-05 2.5124847202e-05 6.7963937835e-07 1.2624142145e-05
6.8359375000e+01 3.7854692051e-05 2.4615330586e-05 6.7475688521e-07 1.2564604579e-05
6.8603515625e+01 3.7840515550e-05 2.4550564943e-05 6.6328574874e-07 1.2626664858e-05
6.8847656250e+01 3.7902801231e-05 2.4611217495e-05 6.4273127943e-07 1.2648852457e-05
6.9091796875e+01 3.7406604984e-05 2.4356858354e-05 6.1148217646e-07 1.2438264454e-05
6.9335937500e+01 3.5864003811e-05 2.3432703964e-05 5.6944476584e-07 1.1861855082e-05
6.9580078125e+01 3.3165698186e-05 2.1738147802e-05 5.1854113909e-07 1.0909009245e-05
6.9824218750e+01 2.9605846083e-05 1.9450511433e-05 4.6264036640e-07 9.6926942840e-06
7.0068359375e+01 2.5694877481e-05 1.6900489602e-05 4.0669816324e-07 8.3876897158e-06
7.0312500000e+01 2.1889756669e-05 1.4391203607e-05 3.5505085712e-07 7.1435022047e-06
7.0556640625e+01 1.8449669284e-05 1.2100561152e-05 3.0995873842e-07 6.0391493936e-06
7.0800781250e+01 1.5475674991e-05 1.0105707068e-05 2.7168221006e-07 5.0982857128e-06
7.1044921875e+01 1.2980689984e-05 8.4242425784e-06 2.3943715143e-07 4.3170102538e-06
7.1289062500e+01 1.0913763215e-05 7.0238541991e-06 2.1224992461e-07 3.6776590909e-06
7.1533203125e+01 9.2073541957e-06 5.8557347607e-06 1.8962390499e-07 3.1619955300e-06
7.1777343750e+01 7.8283604791e-06 4.8955780286e-06 1.7155843503e-07 2.7612240154e-06
7.2021484375e+01 6.7574035464e-06 4.1317269643e-06 1.5782041215e-07 2.4678561699e-06
7.2265625000e+01 5.9401016331e-06 3.5318557668e-06 1.4752567263e-07 2.2607201937e-06
7.2509765625e+01 5.2930257719e-06 3.0462503635e-06 1.3953180901e-07 2.1072435994e-06
7.2753906250e+01 4.7533435901e-06 2.6369719918e-06 1.3300965213e-07 1.9833619462e-06
7.2998046875e+01 4.3087439243e-06 2.2929777799e-06 1.2766106686e-07 1.8881050775e-06
7.3242187500e+01 3.9797027941e-06 2.0199624069e-06 1.2354390858e-07 1.8361964786e-06
7.3486328125e+01 3.7794039500e-06 1.8213703920e-06 1.2072277505e-07 1.8373107830e-06
7.3730468750e+01 3.6951064266e-06 1.6906351706e-06 1.1909847646e-07 1.8853727795e-06
7.3974609375e+01 3.6987703325e-06 1.6157117268e-06 1.1847015943e-07 1.9645884463e-06
7.4218750000e+01 3.7574129122e-06 1.5819304042e-06 1.1857899794e-07 2.0569035101e-06
7.4462890625e+01 3.8340842220e-06 1.5709108451e-06 1.1911158487e-07 2.1440617921e-06
7.4707031250e+01 3.8970842303e-06 1.5650145583e-06 1.1978849769e-07 2.2122811743e-06
7.4951171875e+01 3.9349737755e-06 1.5560337600e-06 1.2042339237e-07 2.2585166231e-06
7.5195312500e+01 3.9571114885e-06 1.5468763174e-06 1.2084649478e-07 2.2893886764e-06
7.5439453125e+01 3.9809245145e-06 1.5452364324e-06 1.2086211555e-07 2.3148259666e-06
7.5683593750e+01 4.0240634017e-06 1.5588619886e-06 1.2031794553e-07 2.3448834676e-06
7.5927734375e+01 4.1055727863e-06 1.5956566747e-06 1.1915613627e-07 2.3907599753e-06
7.6171875000e+01 4.2376185151e-06 1.6596924492e-06 1.1739754601e-07 2.4605285199e-06
7.6416015625e+01 4.4061015930e-06 1.7415552971e-06 1.1507798026e-07 2.5494683156e-06
7.6660156250e+01 4.5779885225e-06 1.8215924181e-06 1.1217554766e-07 2.6442205568e-06
7.6904296875e+01 4.7382658728e-06 1.8889651762e-06 1.0865023650e-07 2.7406504601e-06
7.7148437500e+01 4.9023091896e-06 1.9491772804e-06 1.0458136885e-07 2.8485505404e-06
7.7392578125e+01 5.0917856727e-06 2.0117794523e-06 1.0018580000e-07 2.9798204204e-06
7.7636718750e+01 5.3219388009e-06 2.0819741130e-06 9.5698260760e-08 3.1442664272e-06
7.7880859375e+01 5.6118499232e-06 2.1656165216e-06 9.1307125590e-08 3.3549262761e-06
7.8125000000e+01 5.9837981574e-06 2.2720036545e-06 8.7179052699e-08 3.6246154502e-06
7.8369140625e+01 6.4502570254e-06 2.4082279501e-06 8.3471424967e-08 3.9585576504e-06
7.8613281250e+01 7.0084727163e-06 2.5744515994e-06 8.0286897585e-08 4.3537342193e-06
7.8857421875e+01 7.6404005414e-06 2.7653872099e-06 7.7617292801e-08 4.7973960387e-06
7.9101562500e+01 8.3123459147e-06 2.9732503568e-06 7.5332200967e-08 5.2637633569e-06
7.9345703125e+01 8.9725810525e-06 3.1849638791e-06 7.3179136691e-08 5.7144380367e-06
7.9589843750e+01 9.5481301675e-06 3.3757766063e-06 7.0806834310e-08 6.1015467269e-06
7.9833984375e+01 9.9569212555e-06 3.5122801069e-06 6.7883592245e-08 6.3767575563e-06
8.0078125000e+01 1.0138270158e-05 3.5682776086e-06 6.4242042413e-08 6.5057505074e-06
8.0322265625e+01 1.0068918861e-05 3.5352232667e-06 5.9918342935e-08 6.4737772514e-06
8.0566406250e+01 9.7501646325e-06 3.4166319514e-06 5.5074926835e-08 6.2784577542e-06
8.0810546875e+01 9.1946277671e-06 3.2206066963e-06 4.9903515131e-08 5.9241175557e-06
8.1054687500e+01 8.4385947606e-06 2.9624151101e-06 4.4612061017e-08 5.4315675895e-06
8.1298828125e+01 7.5640513204e-06 2.6699115141e-06 3.9464424244e-08 4.8546753821e-06
8.1542968750e+01 6.6792381733e-06 2.3767030180e-06 3.4722570659e-08 4.2678125846e-06
8.1787109375e+01 5.8553782621e-06 2.1030325430e-06 3.0506912124e-08 3.7218388070e-06
8.2031250000e+01 5.0961747690e-06 1.8470519044e-06 2.6777966661e-08 3.2223448979e-06
8.2275390625e+01 4.3812864465e-06 1.6006977433e-06 2.3466024739e-08 2.7571226784e-06
8.2519531250e+01 3.7203841397e-06 1.3687752227e-06 2.0557043946e-08 2.3310518731e-06
8.2763671875e+01 3.1465756546e-06 1.1651979203e-06 1.8058951462e-08 1.9633187828e-06
8.3007812500e+01 2.6767696370e-06 9.9766115863e-07 1.5953022768e-08 1.6631554556e-06
8.3251953125e+01 2.3020264799e-06 8.6436794790e-07 1.4195505263e-08 1.4234630268e-06
8.3496093750e+01 2.0036922696e-06 7.5952104539e-07 1.2736690284e-08 1.2314345339e-06
8.3740234375e+01 1.7604356828e-06 6.7487482484e-07 1.1520756809e-08 1.0740401012e-06
8.3984375000e+01 1.5464618881e-06 5.9939168201e-07 1.0476796019e-08 9.3659341004e-07
8.4228515625e+01 1.3391759510e-06 5.2361717113e-07 9.5371888531e-09 8.0602159107e-07
8.4472656250e+01 1.1328153312e-06 4.4583217522e-07 8.6734330118e-09 6.7830972301e-07
8.4716796875e+01 9.3914338121e-07 3.7203413205e-07 7.8962330869e-09 5.5921301608e-07
8.4960937500e+01 7.7282099030e-07 3.0913497150e-07 7.2179071149e-09 4.5646811168e-07
8.5205078125e+01 6.3909430641e-07 2.5933237399e-07 6.6329083052e-09 3.7312902412e-07
8.5449218750e+01 5.3464195540e-07 2.2077470445e-07 6.1328655707e-09 3.0773438537e-07
8.5693359375e+01 4.5438136396e-07 1.9105974873e-07 5.7163761594e-09 2.5760523907e-07
8.5937500000e+01 3.9442084916e-07 1.6861199941e-07 5.3768397540e-09 2.2043200999e-07
8.6181640625e+01 3.5096166648e-07 1.5201327825e-07 5.0947844495e-09 1.9385360378e-07
8.6425781250e+01 3.1974994515e-07 1.3972952465e-07 4.8478914553e-09 1.7517252904e-07
8.6669921875e+01 2.9683803392e-07 1.3046264887e-07 4.6222779741e-09 1.6175310707e-07
8.6914062500e+01 2.7907930927e-07 1.2323155722e-07 4.4124896267e-09 1.5143526242e-07
8.7158203125e+01 2.6444872035e-07 1.1732806051e-07 4.2148733466e-09 1.4290578649e-07
8.7402343750e+01 2.5214409050e-07 1.1235495509e-07 4.0235695272e-09 1.3576556588e-07
8.7646484375e+01 2.4192272709e-07 1.0815846933e-07 3.8325679605e-09 1.2993168980e-07
8.7890625000e+01 2.3342882546e-07 1.0472698358e-07 3.6408553868e-09 1.2506098649e-07
8.8134765625e+01 2.2623438431e-07 1.0206322266e-07 3.4534031494e-09 1.2071775850e-07
8.8378906250e+01 2.1997449330e-07 9.9956253658e-08 3.2745745359e-09 1.1674366511e-07
8.8623046875e+01 2.1424527069e-07 9.7998324623e-08 3.1026224326e-09 1.1314432363e-07
8.8867187500e+01 2.0881360709e-07 9.6002361126e-08 2.9336803846e-09 1.0987756558e-07
8.9111328125e+01 2.0385004504e-07 9.4176896403e-08 2.7688197517e-09 1.0690432888e-07
8.9355468750e+01 1.9954100151e-07 9.2746884471e-08 2.6134767537e-09 1.0418064029e-07
8.9599609375e+01 1.9565642690e-07 9.1631880222e-08 2.4705661529e-09 1.0155398053e-07
8.9843750000e+01 1.9176997041e-07 9.0564667680e-08 2.3378828828e-09 9.8867419845e-08
9.0087890625e+01 1.8786411018e-07 8.9446538059e-08 2.2132717247e-09 9.6204300395e-08
9.0332031250e+01 1.8448943333e-07 8.8523248420e-08 2.0985479594e-09 9.3867636950e-08
9.0576171875e+01 1.8206812773e-07 8.8063972000e-08 1.9959609232e-09 9.2008194806e-08
9.0820312500e+01 1.8025640213e-07 8.7943934054e-08 1.9035741239e-09 9.0408893953e-08
9.1064453125e+01 1.7835105137e-07 8.7788495278e-08 1.8169087603e-09 8.8745647329e-08
9.1308593750e+01 1.7612030983e-07 8.7435705670e-08 1.7336309872e-09 8.6950973174e-08
9.1552734375e+01 1.7381388990e-07 8.6962458388e-08 1.6542771983e-09 8.5197154312e-08
9.1796875000e+01 1.7146108138e-07 8.6330283323e-08 1.5797507381e-09 8.3551047321e-08
9.2041015625e+01 1.6872922466e-07 8.5371165944e-08 1.5100107266e-09 8.1848047985e-08
9.2285156250e+01 1.6553358532e-07 8.4106860407e-08 1.4444068495e-09 7.9982318062e-08
9.2529296875e+01 1.6219515055e-07 8.2726069563e-08 1.3823556970e-09 7.8086725287e-08
9.2773437500e+01 1.5893407317e-07 8.1274974979e-08 1.3233203423e-09 7.6335777852e-08
9.3017578125e+01 1.5570507932e-07 7.9666441616e-08 1.2664133910e-09 7.4772224310e-08
9.3261718750e+01 1.5242206044e-07 7.7880529636e-08 1.2113447259e-09 7.3330186075e-08
9.3505859375e+01 1.4896989676e-07 7.5930986476e-08 1.1592581907e-09 7.1879652091e-08
9.3750000000e+01 1.4522325918e-07 7.3802540170e-08 1.1111081463e-09 7.0309610868e-08
9.3994140625e+01 1.4130052467e-07 7.1596801145e-08 1.0661131538e-09 6.8637610371e-08
9.4238281250e+01 1.3757285483e-07 6.9582589779e-08 1.0226439183e-09 6.6967621137e-08
9.4482421875e+01 1.3426528647e-07 6.7935920177e-08 9.7963923937e-10 6.5349727052e-08
9.4726562500e+01 1.3120173792e-07 6.6526730071e-08 9.3713757141e-10 6.3737870275e-08
9.4970703125e+01 1.2795222354e-07 6.5040224384e-08 8.9609117205e-10 6.2015907984e-08
9.5214843750e+01 1.2406508504e-07 6.3189632724e-08 8.5759594893e-10 6.0017856367e-08
9.5458984375e+01 1.1927408709e-07 6.0823777023e-08 8.2234080577e-10 5.7627969263e-08
9.5703125000e+01 1.1368911271e-07 5.7988833315e-08 7.9061137549e-10 5.4909668020e-08
9.5947265625e+01 1.0768053385e-07 5.4867008587e-08 7.6237458309e-10 5.2051150678e-08
9.6191406250e+01 1.0153186143e-07 5.1602035209e-08 7.3743650102e-10 4.9192389716e-08
9.6435546875e+01 9.5343091494e-08 4.8246331231e-08 7.1540047136e-10 4.6381359792e-08
9.6679687500e+01 8.9200519584e-08 4.4858722842e-08 6.9525663493e-10 4.3646540107e-08
9.6923828125e+01 8.3272043258e-08 4.1562009951e-08 6.7544881272e-10 4.1034584494e-08
9.7167968750e+01 7.7756482213e-08 3.8496196026e-08 6.5476989869e-10 3.8605516288e-08
9.7412109375e+01 7.2790774372e-08 3.5748284695e-08 6.3304917842e-10 3.6409440498e-08
9.7656250000e+01 6.8328422435e-08 3.3297897084e-08 6.1062132505e-10 3.4419904026e-08
9.7900390625e+01 6.4120379815e-08 3.1025145271e-08 5.8728996584e-10 3.2507944578e-08
9.8144531250e+01 5.9956697346e-08 2.8840066527e-08 5.6244567610e-10 3.0554185143e-08
9.8388671875e+01 5.5916948979e-08 2.6804847014e-08 5.3618533008e-10 2.8575916635e-08
9.8632812500e+01 5.2267675319e-08 2.5060996456e-08 5.0956219334e-10 2.6697116670e-08
9.8876953125e+01 4.9168433765e-08 2.3665204871e-08 4.8354611593e-10 2.5019682778e-08
9.9121093750e+01 4.6576443561e-08 2.2554079005e-08 4.5832146298e-10 2.3564043094e-08
9.9365234375e+01 4.4356365400e-08 2.1621695916e-08 4.3374244897e-10 2.2300927034e-08
9.9609375000e+01 4.2373615076e-08 2.0785597690e-08 4.0995198660e-10 2.1178065400e-08
9.9853515625e+01 4.0524805504e-08 2.0006093077e-08 3.8750812778e-10 2.0131204299e-08
1.0009765625e+02 3.8777361106e-08 1.9278926426e-08 3.6714915543e-10 1.9131285525e-08
1.0034179688e+02 3.7162283943e-08 1.8609498706e-08 3.4925273513e-10 1.8203532502e-08
1.0058593750e+02 3.5692259864e-08 1.7984942898e-08 3.3354897409e-10 1.7373767992e-08
1.0083007812e+02 3.4345129430e-08 1.7382246460e-08 3.1944502006e-10 1.6643437950e-08
1.0107421875e+02 3.3137985522e-08 1.6807488836e-08 3.0645038880e-10 1.6024046297e-08
1.0131835938e+02 3.2162811232e-08 1.6313537098e-08 2.9445799666e-10 1.5554816137e-08
1.0156250000e+02 3.1521359200e-08 1.5962342952e-08 2.8373668493e-10 1.5275279564e-08
1.0180664062e+02 3.1231867721e-08 1.5774072347e-08 2.7446747462e-10 1.5183327900e-08
1.0205078125e+02 3.1236604575e-08 1.5736870517e-08 2.6643874413e-10 1.5233295314e-08
1.0229492188e+02 3.1489886868e-08 1.5846669317e-08 2.5932840467e-10 1.5383889146e-08
1.0253906250e+02 3.1983497188e-08 1.6097900252e-08 2.5300746010e-10 1.5632589475e-08
1.0278320312e+02 3.2701873314e-08 1.6461777980e-08 2.4739103585e-10 1.5992704297e-08
1.0302734375e+02 3.3608825699e-08 1.6910617827e-08 2.4217119057e-10 1.6456036682e-08
1.0327148438e+02 3.4674072234e-08 1.7434176408e-08 2.3699470759e-10 1.7002901119e-08
1.0351562500e+02 3.5869386566e-08 1.8014193923e-08 2.3187720370e-10 1.7623315439e-08
1.0375976562e+02 3.7144772401e-08 1.8619677507e-08 2.2706828889e-10 1.8298026605e-08
1.0400390625e+02 3.8450127644e-08 1.9237797227e-08 2.2247072089e-10 1.8989859696e-08
1.0424804688e+02 3.9771335133e-08 1.9882006204e-08 2.1757721640e-10 1.9671751712e-08
1.0449218750e+02 4.1113890306e-08 2.0563129203e-08 2.1206443938e-10 2.0338696664e-08
1.0473632812e+02 4.2468338913e-08 2.1265333798e-08 2.0615025990e-10 2.0996854856e-08
1.0498046875e+02 4.3805085109e-08 2.1951723601e-08 2.0023471781e-10 2.1653126789e-08
1.0522460938e+02 4.5072909532e-08 2.2585629619e-08 1.9447040080e-10 2.2292809512e-08
1.0546875000e+02 4.6208290884e-08 2.3151291611e-08 1.8891443700e-10 2.2868084836e-08
1.0571289062e+02 4.7177997739e-08 2.3660381481e-08 1.8376387452e-10 2.3333852383e-08
1.0595703125e+02 4.7969349567e-08 2.4119834883e-08 1.7911915223e-10 2.3670395532e-08
1.0620117188e+02 4.8518645266e-08 2.4488086040e-08 1.7482689862e-10 2.3855732328e-08
1.0644531250e+02 4.8723863762e-08 2.4691856616e-08 1.7078110323e-10 2.3861226043e-08
1.0668945312e+02 4.8552313887e-08 2.4699852023e-08 1.6709144031e-10 2.3685370424e-08
1.0693359375e+02 4.8097033595e-08 2.4566221795e-08 1.6391415006e-10 2.3366897650e-08
1.0717773438e+02 4.7500713416e-08 2.4383308892e-08 1.6135348868e-10 2.2956051035e-08
1.0742187500e+02 4.6842750622e-08 2.4204874897e-08 1.5937254520e-10 2.2478503180e-08
1.0766601562e+02 4.6133351106e-08 2.4037167652e-08 1.5762179305e-10 2.1938561661e-08
1.0791015625e+02 4.5371691045e-08 2.3867744172e-08 1.5561587254e-10 2.1348331000e-08
1.0815429688e+02 4.4557897606e-08 2.3668407888e-08 1.5324128590e-10 2.0736248431e-08
1.0839843750e+02 4.3675389745e-08 2.3397343704e-08 1.5074225596e-10 2.0127303786e-08
1.0864257812e+02 4.2659756384e-08 2.2999190955e-08 1.4799605065e-10 1.9512569378e-08
1.0888671875e+02 4.1389721332e-08 2.2400728722e-08 1.4424893307e-10 1.8844743677e-08
1.0913085938e+02 3.9774990996e-08 2.1558681708e-08 1.3880588730e-10 1.8077503401e-08
1.0937500000e+02 3.7842587813e-08 2.0512151938e-08 1.3163482264e-10 1.7198801053e-08
1.0961914062e+02 3.5700560608e-08 1.9349910909e-08 1.2328256845e-10 1.6227367131e-08
1.0986328125e+02 3.3434828356e-08 1.8128064528e-08 1.1446996954e-10 1.5192293858e-08
1.1010742188e+02 3.1047425703e-08 1.6829162250e-08 1.0571637844e-10 1.4112547074e-08
1.1035156250e+02 2.8504727809e-08 1.5412540570e-08 9.7221801904e-11 1.2994965437e-08
1.1059570312e+02 2.5849138929e-08 1.3906794537e-08 8.9053576290e-11 1.1853290816e-08
1.1083984375e+02 2.3237026927e-08 1.2426205355e-08 8.1363889462e-11 1.0729457682e-08
1.1108398438e+02 2.0855989683e-08 1.1089336020e-08 7.4376890009e-11 9.6922767731e-09
1.1132812500e+02 1.8816511246e-08 9.9508551198e-09 6.8201756202e-11 8.7974543697e-09
1.1157226562e+02 1.7107796388e-08 9.0022584529e-09 6.2769054280e-11 8.0427688806e-09
1.1181640625e+02 1.5621440148e-08 8.1902949762e-09 5.7986161847e-11 7.3731590097e-09
1.1206054688e+02 1.4232736143e-08 7.4448817817e-09 5.3852617059e-11 6.7340017438e-09
1.1230468750e+02 1.2899371920e-08 6.7318475894e-09 5.0379886754e-11 6.1171444439e-09
1.1254882812e+02 1.1671969616e-08 6.0687855608e-09 4.7464649603e-11 5.5557194060e-09
1.1279296875e+02 1.0602251312e-08 5.4775860446e-09 4.4880007310e-11 5.0797852599e-09
1.1303710938e+02 9.6828512236e-09 4.9538352814e-09 4.2404817202e-11 4.6866111251e-09
1.1328125000e+02 8.8819485379e-09 4.4896907055e-09 3.9966522940e-11 4.3522913094e-09
1.1352539062e+02 8.1855960031e-09 4.0904648834e-09 3.7643215457e-11 4.0574879042e-09
1.1376953125e+02 7.5894696665e-09 3.7566323532e-09 3.5557083671e-11 3.7972802297e-09
1.1401367188e+02 7.0841681333e-09 3.4742913622e-09 3.3785980270e-11 3.5760907908e-09
1.1425781250e+02 6.6629502936e-09 3.2317499534e-09 3.2319227266e-11 3.3988811129e-09
1.1450195312e+02 6.3196809094e-09 3.0264866919e-09 3.1043722636e-11 3.2621504950e-09
1.1474609375e+02 6.0354092152e-09 2.8532556836e-09 2.9790291471e-11 3.1523632401e-09
1.1499023438e+02 5.7869532629e-09 2.7012344947e-09 2.8466690629e-11 3.0572520775e-09
1.1523437500e+02 5.5675748464e-09 2.5640413664e-09 2.7169935199e-11 2.9763635448e-09
1.1547851562e+02 5.3859173290e-09 2.4430669468e-09 2.6093851759e-11 2.9167565305e-09
1.1572265625e+02 5.2479445774e-09 2.3419436065e-09 2.5305034913e-11 2.8806959360e-09
1.1596679688e+02 5.1515437151e-09 2.2643301068e-09 2.4693642876e-11 2.8625199654e-09
1.1621093750e+02 5.0966547017e-09 2.2142010599e-09 2.4141712128e-11 2.8583119297e-09
1.1645507812e+02 5.0849833252e-09 2.1900964176e-09 2.3637068864e-11 2.8712498388e-09
1.1669921875e+02 5.1097501257e-09 2.1815941032e-09 2.3221201969e-11 2.9049348205e-09
1.1694335938e+02 5.1608301734e-09 2.1787897540e-09 2.2918665589e-11 2.9591217538e-09
1.1718750000e+02 5.2365513639e-09 2.1817043238e-09 2.2749864654e-11 3.0320971754e-09
1.1743164062e+02 5.3396972690e-09 2.1956524297e-09 2.2751213435e-11 3.1212936258e-09
1.1767578125e+02 5.4675258368e-09 2.2216256558e-09 2.2932274011e-11 3.2229679070e-09
1.1791992188e+02 5.6142071295e-09 2.2551796714e-09 2.3253196555e-11 3.3357742616e-09
1.1816406250e+02 5.7816570074e-09 2.2928503653e-09 2.3673402855e-11 3.4651332392e-09
1.1840820312e+02 5.9778126486e-09 2.3349314477e-09 2.4180198019e-11 3.6187010028e-09
1.1865234375e+02 6.1969496404e-09 2.3793725318e-09 2.4759289550e-11 3.7928178191e-09
1.1889648438e+02 6.4154925674e-09 2.4192770975e-09 2.5382415797e-11 3.9708330542e-09
1.1914062500e+02 6.6122453665e-09 2.4495403353e-09 2.6014322527e-11 4.1366907086e-09
1.1938476562e+02 6.7703658649e-09 2.4674484530e-09 2.6572581598e-11 4.2763448303e-09
1.1962890625e+02 6.8607602135e-09 2.4663342871e-09 2.6910920227e-11 4.3675150061e-09
1.1987304688e+02 6.8539286128e-09 2.4385232476e-09 2.6909926371e-11 4.3884954389e-09
1.2011718750e+02 6.7566898154e-09 2.3871127640e-09 2.6560435927e-11 4.3430166155e-09
1.2036132812e+02 6.6134684921e-09 2.3275312933e-09 2.5925981303e-11 4.2600112175e-09
1.2060546875e+02 6.4587081590e-09 2.2723265019e-09 2.5058086262e-11 4.1613235709e-09
1.2084960938e+02 6.2855799825e-09 2.2189473954e-09 2.3973047417e-11 4.0426595397e-09
1.2109375000e+02 6.0639152962e-09 2.1546969746e-09 2.2688082945e-11 3.8865302387e-09
1.2133789062e+02 5.7697605011e-09 2.0674999420e-09 2.1255811626e-11 3.6810047474e-09
1.2158203125e+02 5.4013291882e-09 1.9527748594e-09 1.9752981896e-11 3.4288013469e-09
1.2182617188e+02 4.9851838312e-09 1.8184515090e-09 1.8237116279e-11 3.1484952059e-09
1.2207031250e+02 4.5672801062e-09 1.6825948875e-09 1.6747513789e-11 2.8679377049e-09
1.2231445312e+02 4.1856011200e-09 1.5592041779e-09 1.5354610752e-11 2.6110423313e-09
1.2255859375e+02 3.8476709295e-09 1.4477561767e-09 1.4137297646e-11 2.3857774552e-09
1.2280273438e+02 3.5374579737e-09 1.3401684948e-09 1.3090521573e-11 2.1841989574e-09
1.2304687500e+02 3.2385492855e-09 1.2326371362e-09 1.2135638855e-11 1.9937765104e-09
1.2329101562e+02 2.9475167959e-09 1.1272952993e-09 1.1243129343e-11 1.8089783672e-09
1.2353515625e+02 2.6736723283e-09 1.0281265226e-09 1.0463983402e-11 1.6350818223e-09
1.2377929688e+02 2.4264886284e-09 9.3731017361e-10 9.8175652484e-12 1.4793608895e-09
1.2402343750e+02 2.2031955431e-09 8.5352890150e-10 9.2370485339e-12 1.3404295931e-09
1.2426757812e+02 1.9979300599e-09 7.7548031332e-10 8.6637267335e-12 1.2137860199e-09
1.2451171875e+02 1.8149715566e-09 7.0565531817e-10 8.1205950506e-12 1.1011956434e-09
1.2475585938e+02 1.6602677913e-09 6.4729435599e-10 7.6558675943e-12 1.0053175677e-09
1.2500000000e+02 1.5298858871e-09 5.9978947429e-10 7.2698413744e-12 9.2282657145e-10
1.2524414062e+02 1.4164030401e-09 5.5974933760e-10 6.9298595047e-12 8.4972384295e-10
1.2548828125e+02 1.3183768044e-09 5.2475542192e-10 6.6186735036e-12 7.8700270900e-10
1.2573242188e+02 1.2364837700e-09 4.9400539006e-10 6.3363416504e-12 7.3614203827e-10
1.2597656250e+02 1.1650496257e-09 4.6621916492e-10 6.0737548169e-12 6.9275670592e-10
1.2622070312e+02 1.0916023969e-09 4.3829888289e-10 5.8096803208e-12 6.4749383370e-10
1.2646484375e+02 1.0060382996e-09 4.0711273746e-10 5.5303830359e-12 5.9339517910e-10
1.2670898438e+02 9.1161148652e-10 3.7334974042e-10 5.2413079385e-12 5.3302043816e-10
1.2695312500e+02 8.2305180434e-10 3.4171971555e-10 4.9613171212e-12 4.7637077168e-10
1.2719726562e+02 7.5151262851e-10 3.1594947783e-10 4.7072396992e-12 4.3085591098e-10
1.2744140625e+02 6.9585278957e-10 2.9544635738e-10 4.4802494197e-12 3.9592618277e-10
1.2768554688e+02 6.4855230881e-10 2.7730355223e-10 4.2699997163e-12 3.6697875686e-10
1.2792968750e+02 6.0487427367e-10 2.5982832398e-10 4.0724869002e-12 3.4097346279e-10
1.2817382812e+02 5.6545821739e-10 2.4382238808e-10 3.8940559952e-12 3.1774177332e-10
1.2841796875e+02 5.3285185551e-10 2.3106434644e-10 3.7367974929e-12 2.9805071158e-10
1.2866210938e+02 5.0782328441e-10 2.2212171962e-10 3.5932055102e-12 2.8210835928e-10
1.2890625000e+02 4.8909796833e-10 2.1601920690e-10 3.4588470985e-12 2.6961991432e-10
1.2915039062e+02 4.7453326687e-10 2.1134088148e-10 3.3385858650e-12 2.5985379953e-10
1.2939453125e+02 4.6191846658e-10 2.0708737531e-10 3.2374108322e-12 2.5159368044e-10
1.2963867188e+02 4.5012565143e-10 2.0299967683e-10 3.1542420416e-12 2.4397173255e-10
1.2988281250e+02 4.3956600788e-10 1.9936713390e-10 3.0846266394e-12 2.3711424734e-10
1.3012695312e+02 4.3093623943e-10 1.9643000880e-10 3.0221784499e-12 2.3148405218e-10
1.3037109375e+02 4.2410763361e-10 1.9408085507e-10 2.9594720484e-12 2.2706730649e-10
1.3061523438e+02 4.1835506602e-10 1.9212140173e-10 2.8926663312e-12 2.2334099796e-10
1.3085937500e+02 4.1275308336e-10 1.9042531468e-10 2.8240141883e-12 2.1950375450e-10
1.3110351562e+02 4.0636029611e-10 1.8871247736e-10 2.7595357633e-12 2.1488828299e-10
