# freq_THz  G_total_s  G_B_s  G_Al_s  G_N_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
1.9897460938e+02 6.1665461204e-13 2.1917657998e-13 3.4788022412e-14 3.6269000965e-13
1.9921875000e+02 6.1600114970e-13 2.1867148091e-13 3.4785224238e-14 3.6254444455e-13
1.9946289062e+02 6.1648438164e-13 2.1853892209e-13 3.4887627461e-14 3.6305783209e-13
1.9970703125e+02 6.1425439281e-13 2.1743643172e-13 3.4859072400e-14 3.6195888869e-13
1.9995117188e+02 6.0849232686e-13 2.1525671515e-13 3.4582981401e-14 3.5865263031e-13
2.0019531250e+02 6.0119356014e-13 2.1285916633e-13 3.4114279877e-14 3.5422011393e-13
2.0043945312e+02 5.9499781023e-13 2.1108899806e-13 3.3610158682e-14 3.5029865350e-13
2.0068359375e+02 5.9039836742e-13 2.0979734774e-13 3.3201018125e-14 3.4740000155e-13
2.0092773438e+02 5.8475759474e-13 2.0780900334e-13 3.2871812579e-14 3.4407677882e-13
2.0117187500e+02 5.7528817106e-13 2.0423436089e-13 3.2499484466e-14 3.3855432570e-13
2.0141601562e+02 5.6350422376e-13 1.9985071344e-13 3.2067322870e-14 3.3158618745e-13
2.0166015625e+02 5.5481126821e-13 1.9662282185e-13 3.1740750373e-14 3.2644769598e-13
2.0190429688e+02 5.5156229776e-13 1.9524825418e-13 3.1600644604e-14 3.2471339898e-13
2.0214843750e+02 5.4951478422e-13 1.9415118687e-13 3.1467404352e-14 3.2389619300e-13
2.0239257812e+02 5.4345700768e-13 1.9159934837e-13 3.1132448503e-14 3.2072521081e-13
2.0263671875e+02 5.3290954036e-13 1.8757382306e-13 3.0608858841e-14 3.1472685846e-13
2.0288085938e+02 5.2117661088e-13 1.8320956026e-13 3.0073952747e-14 3.0789309787e-13
2.0312500000e+02 5.1168678646e-13 1.7956401529e-13 2.9669416889e-14 3.0245335428e-13
2.0336914062e+02 5.0611910346e-13 1.7723531093e-13 2.9418714575e-14 2.9946507795e-13
2.0361328125e+02 5.0350366037e-13 1.7602667625e-13 2.9256934606e-14 2.9822004951e-13
2.0385742188e+02 5.0039164661e-13 1.7475022982e-13 2.9078307435e-14 2.9656310935e-13
2.0410156250e+02 4.9429991066e-13 1.7243800520e-13 2.8827661102e-14 2.9303424436e-13
2.0434570312e+02 4.8651342279e-13 1.6944658874e-13 2.8554598066e-14 2.8851223599e-13
2.0458984375e+02 4.8026269192e-13 1.6683557396e-13 2.8345208763e-14 2.8508190920e-13
2.0483398438e+02 4.7751378696e-13 1.6532897336e-13 2.8247407717e-14 2.8393740588e-13
2.0507812500e+02 4.7767987942e-13 1.6490173539e-13 2.8255672849e-14 2.8452247119e-13
2.0532226562e+02 4.7831134687e-13 1.6481740863e-13 2.8303515881e-14 2.8519042235e-13
2.0556640625e+02 4.7678457996e-13 1.6409946061e-13 2.8274647566e-14 2.8441047178e-13
2.0581054688e+02 4.7254557514e-13 1.6251706835e-13 2.8105138198e-14 2.8192336859e-13
2.0605468750e+02 4.6832751683e-13 1.6112187268e-13 2.7889198752e-14 2.7931644539e-13
2.0629882812e+02 4.6681988529e-13 1.6083533430e-13 2.7762294091e-14 2.7822225690e-13
2.0654296875e+02 4.6613845580e-13 1.6071387526e-13 2.7685485224e-14 2.7773909531e-13
2.0678710938e+02 4.6154883383e-13 1.5885142119e-13 2.7478536005e-14 2.7521887663e-13
2.0703125000e+02 4.5068097506e-13 1.5452030238e-13 2.7021865848e-14 2.6913880684e-13
2.0727539062e+02 4.3581457546e-13 1.4883057698e-13 2.6373397813e-14 2.6061060067e-13
2.0751953125e+02 4.2320438005e-13 1.4416420369e-13 2.5781627272e-14 2.5325854909e-13
2.0776367188e+02 4.1897025896e-13 1.4264466550e-13 2.5526959218e-14 2.5079863425e-13
2.0800781250e+02 4.2215038908e-13 1.4380652327e-13 2.5593829494e-14 2.5275003631e-13
2.0825195312e+02 4.2400660043e-13 1.4444979616e-13 2.5611185363e-14 2.5394561890e-13
2.0849609375e+02 4.1719457381e-13 1.4191405711e-13 2.5263184489e-14 2.5001733222e-13
2.0874023438e+02 4.0271930363e-13 1.3654989142e-13 2.4614448297e-14 2.4155496391e-13
2.0898437500e+02 3.8652842367e-13 1.3052426945e-13 2.3939275812e-14 2.3206487842e-13
2.0922851562e+02 3.7366191360e-13 1.2574764853e-13 2.3427348576e-14 2.2448691650e-13
2.0947265625e+02 3.6700283140e-13 1.2335461314e-13 2.3151005449e-14 2.2049721281e-13
2.0971679688e+02 3.6703701741e-13 1.2351116889e-13 2.3111106268e-14 2.2041474225e-13
2.0996093750e+02 3.7053490197e-13 1.2496077863e-13 2.3185951779e-14 2.2238817156e-13
2.1020507812e+02 3.7253132171e-13 1.2583446768e-13 2.3186020909e-14 2.2351083312e-13
2.1044921875e+02 3.7105054710e-13 1.2537473227e-13 2.3048792174e-14 2.2262702266e-13
2.1069335938e+02 3.6771274476e-13 1.2413876839e-13 2.2867202050e-14 2.2070677432e-13
2.1093750000e+02 3.6397802464e-13 1.2267345773e-13 2.2713835198e-14 2.1859073171e-13
2.1118164062e+02 3.5979514953e-13 1.2102616883e-13 2.2574092317e-14 2.1619488839e-13
2.1142578125e+02 3.5547735489e-13 1.1935422573e-13 2.2431643361e-14 2.1369148580e-13
2.1166992188e+02 3.5190849758e-13 1.1797495397e-13 2.2284373883e-14 2.1164916973e-13
2.1191406250e+02 3.4884218161e-13 1.1679573929e-13 2.2095883574e-14 2.0995055875e-13
2.1215820312e+02 3.4496481941e-13 1.1534774715e-13 2.1828689125e-14 2.0778838314e-13
2.1240234375e+02 3.3963630903e-13 1.1337602820e-13 2.1514845462e-14 2.0474543537e-13
2.1264648438e+02 3.3377003437e-13 1.1116871260e-13 2.1242521691e-14 2.0135880008e-13
2.1289062500e+02 3.2915680533e-13 1.0938420447e-13 2.1071275885e-14 1.9870132497e-13
2.1313476562e+02 3.2662634405e-13 1.0840407015e-13 2.0969476537e-14 1.9725279736e-13
2.1337890625e+02 3.2530973560e-13 1.0798997561e-13 2.0865121750e-14 1.9645463824e-13
2.1362304688e+02 3.2408177283e-13 1.0773252181e-13 2.0742066592e-14 1.9560718442e-13
2.1386718750e+02 3.2272140700e-13 1.0747061829e-13 2.0633308902e-14 1.9461747981e-13
2.1411132812e+02 3.2144774872e-13 1.0717640368e-13 2.0554114684e-14 1.9371723035e-13
2.1435546875e+02 3.1972372650e-13 1.0660781060e-13 2.0469509512e-14 1.9264640639e-13
2.1459960938e+02 3.1634105319e-13 1.0537667346e-13 2.0321495999e-14 1.9064288373e-13
2.1484375000e+02 3.1139717463e-13 1.0357081655e-13 2.0110485190e-14 1.8771587289e-13
2.1508789062e+02 3.0696722155e-13 1.0192357514e-13 1.9917490180e-14 1.8512615623e-13
2.1533203125e+02 3.0457243494e-13 1.0098783609e-13 1.9791912703e-14 1.8379268614e-13
2.1557617188e+02 3.0307443863e-13 1.0043881825e-13 1.9668936727e-14 1.8296668365e-13
2.1582031250e+02 3.0035300110e-13 9.9561687323e-14 1.9465026799e-14 1.8132628698e-13
2.1606445312e+02 2.9592798595e-13 9.8088636296e-14 1.9197585311e-14 1.7864176435e-13
2.1630859375e+02 2.9063698464e-13 9.6185070849e-14 1.8938546815e-14 1.7551336697e-13
2.1655273438e+02 2.8524537979e-13 9.4138843566e-14 1.8714826690e-14 1.7239170953e-13
2.1679687500e+02 2.8049154275e-13 9.2369358653e-14 1.8515290028e-14 1.6960689406e-13
2.1704101562e+02 2.7708993723e-13 9.1220071850e-14 1.8335937879e-14 1.6753392750e-13
2.1728515625e+02 2.7540123714e-13 9.0743202238e-14 1.8191825805e-14 1.6646620909e-13
2.1752929688e+02 2.7620655469e-13 9.1110045866e-14 1.8134038255e-14 1.6696247057e-13
2.1777343750e+02 2.8033240785e-13 9.2597938913e-14 1.8219464683e-14 1.6951500426e-13
2.1801757812e+02 2.8577419856e-13 9.4527750149e-14 1.8393295176e-14 1.7285315323e-13
2.1826171875e+02 2.8807191700e-13 9.5334879084e-14 1.8489856189e-14 1.7424718173e-13
2.1850585938e+02 2.8521633876e-13 9.4311792280e-14 1.8412695342e-14 1.7249185113e-13
2.1875000000e+02 2.7919245926e-13 9.2164468710e-14 1.8204764921e-14 1.6882322563e-13
2.1899414062e+02 2.7262909534e-13 8.9826613325e-14 1.7940646371e-14 1.6486183564e-13
2.1923828125e+02 2.6649203702e-13 8.7650170311e-14 1.7655780488e-14 1.6118608622e-13
2.1948242188e+02 2.6059350330e-13 8.5576680114e-14 1.7366420539e-14 1.5765040265e-13
2.1972656250e+02 2.5522509242e-13 8.3695646088e-14 1.7113563938e-14 1.5441588240e-13
2.1997070312e+02 2.5166856622e-13 8.2445511118e-14 1.6958167954e-14 1.5226488715e-13
2.2021484375e+02 2.5056465355e-13 8.2071869643e-14 1.6909381597e-14 1.5158340231e-13
2.2045898438e+02 2.5108014006e-13 8.2301140548e-14 1.6914554140e-14 1.5186444537e-13
2.2070312500e+02 2.5196249614e-13 8.2660982427e-14 1.6926591836e-14 1.5237492188e-13
2.2094726562e+02 2.5180679167e-13 8.2601373575e-14 1.6905512419e-14 1.5229990567e-13
2.2119140625e+02 2.4894090090e-13 8.1517748524e-14 1.6785986233e-14 1.5063716615e-13
2.2143554688e+02 2.4299666895e-13 7.9325406421e-14 1.6534529727e-14 1.4713673280e-13
2.2167968750e+02 2.3599915574e-13 7.6814505293e-14 1.6213338050e-14 1.4297131239e-13
2.2192382812e+02 2.3064272539e-13 7.4975136154e-14 1.5934369874e-14 1.3973321936e-13
2.2216796875e+02 2.2808393040e-13 7.4171358217e-14 1.5771987246e-14 1.3814058493e-13
2.2241210938e+02 2.2787764018e-13 7.4160585198e-14 1.5732816242e-14 1.3798423874e-13
2.2265625000e+02 2.2909678559e-13 7.4584375280e-14 1.5776178618e-14 1.3873623169e-13
2.2290039062e+02 2.3035463398e-13 7.5012583019e-14 1.5820339818e-14 1.3952171115e-13
2.2314453125e+02 2.2967670969e-13 7.4816064029e-14 1.5762289479e-14 1.3909835618e-13
2.2338867188e+02 2.2645149049e-13 7.3771149031e-14 1.5576131442e-14 1.3710421002e-13
2.2363281250e+02 2.2252697331e-13 7.2486199112e-14 1.5352424477e-14 1.3468834972e-13
2.2387695312e+02 2.1977333436e-13 7.1599728093e-14 1.5180107856e-14 1.3299349841e-13
2.2412109375e+02 2.1834984890e-13 7.1149260605e-14 1.5070991884e-14 1.3212959641e-13
2.2436523438e+02 2.1775870313e-13 7.0938491066e-14 1.5009578631e-14 1.3181063343e-13
2.2460937500e+02 2.1709719900e-13 7.0662513200e-14 1.4961098006e-14 1.3147358779e-13
2.2485351562e+02 2.1486801740e-13 6.9835502910e-14 1.4856599478e-14 1.3017591501e-13
2.2509765625e+02 2.1103425670e-13 6.8475640583e-14 1.4685678501e-14 1.2787293761e-13
2.2534179688e+02 2.0808295704e-13 6.7464984237e-14 1.4554356807e-14 1.2606361600e-13
2.2558593750e+02 2.0817346338e-13 6.7549896788e-14 1.4558456990e-14 1.2606510960e-13
2.2583007812e+02 2.1051974384e-13 6.8433343989e-14 1.4655343252e-14 1.2743105660e-13
2.2607421875e+02 2.1256063596e-13 6.9204498532e-14 1.4719461250e-14 1.2863667618e-13
2.2631835938e+02 2.1256440298e-13 6.9249407901e-14 1.4675980667e-14 1.2863901441e-13
2.2656250000e+02 2.1047430434e-13 6.8543295773e-14 1.4537238975e-14 1.2739376959e-13
2.2680664062e+02 2.0711615264e-13 6.7393662273e-14 1.4347731702e-14 1.2537475866e-13
2.2705078125e+02 2.0323461544e-13 6.6087045575e-14 1.4138284320e-14 1.2300928554e-13
2.2729492188e+02 1.9878396540e-13 6.4588377975e-14 1.3909946136e-14 1.2028564129e-13
2.2753906250e+02 1.9333499571e-13 6.2701855068e-14 1.3652305531e-14 1.1698083511e-13
2.2778320312e+02 1.8773081225e-13 6.0720133650e-14 1.3401154250e-14 1.1360952435e-13
2.2802734375e+02 1.8420263109e-13 5.9467616691e-14 1.3242370053e-14 1.1149264435e-13
2.2827148438e+02 1.8425582837e-13 5.9500805874e-14 1.3232165016e-14 1.1152285748e-13
2.2851562500e+02 1.8739541917e-13 6.0625221210e-14 1.3348365631e-14 1.1342183233e-13
2.2875976562e+02 1.9155903415e-13 6.2074612210e-14 1.3511734281e-14 1.1597268765e-13
2.2900390625e+02 1.9419274540e-13 6.2948166164e-14 1.3626221804e-14 1.1761835743e-13
2.2924804688e+02 1.9363141385e-13 6.2711188936e-14 1.3615990871e-14 1.1730423404e-13
2.2949218750e+02 1.8993858399e-13 6.1432611938e-14 1.3460557275e-14 1.1504541478e-13
2.2973632812e+02 1.8478531464e-13 5.9677345189e-14 1.3226159001e-14 1.1188181045e-13
2.2998046875e+02 1.8044558173e-13 5.8175610181e-14 1.3033440745e-14 1.0923653081e-13
2.3022460938e+02 1.7809421998e-13 5.7316146064e-14 1.2946676957e-14 1.0783139696e-13
2.3046875000e+02 1.7721212832e-13 5.6964564208e-14 1.2927916593e-14 1.0731964752e-13
2.3071289062e+02 1.7693854309e-13 5.6865806933e-14 1.2917020399e-14 1.0715571576e-13
2.3095703125e+02 1.7689669197e-13 5.6874862440e-14 1.2889245529e-14 1.0713258400e-13
2.3120117188e+02 1.7641872246e-13 5.6715772117e-14 1.2823754296e-14 1.0687919605e-13
2.3144531250e+02 1.7460388274e-13 5.6062293730e-14 1.2699467259e-14 1.0584212175e-13
2.3168945312e+02 1.7157576842e-13 5.4982358458e-14 1.2536364759e-14 1.0405704521e-13
2.3193359375e+02 1.6841699429e-13 5.3876535983e-14 1.2379122739e-14 1.0216133557e-13
2.3217773438e+02 1.6581258020e-13 5.2984330239e-14 1.2245827496e-14 1.0058242246e-13
2.3242187500e+02 1.6349841695e-13 5.2204829338e-14 1.2123132782e-14 9.9170454828e-14
2.3266601562e+02 1.6090801445e-13 5.1337556208e-14 1.1992989914e-14 9.7577468331e-14
2.3291015625e+02 1.5803569091e-13 5.0384767475e-14 1.1854774142e-14 9.5796149295e-14
2.3315429688e+02 1.5546974230e-13 4.9551305973e-14 1.1727699664e-14 9.4190736661e-14
2.3339843750e+02 1.5371337193e-13 4.8996212986e-14 1.1633480358e-14 9.3083678586e-14
2.3364257812e+02 1.5284263593e-13 4.8722251575e-14 1.1579288898e-14 9.2541095456e-14
2.3388671875e+02 1.5270986180e-13 4.8660184300e-14 1.1559540890e-14 9.2490136609e-14
2.3413085938e+02 1.5308114164e-13 4.8717481180e-14 1.1568247707e-14 9.2795412750e-14
2.3437500000e+02 1.5340400938e-13 4.8708161821e-14 1.1590070379e-14 9.3105777182e-14
2.3461914062e+02 1.5305374212e-13 4.8458185770e-14 1.1596470911e-14 9.2999085436e-14
2.3486328125e+02 1.5233508362e-13 4.8136922560e-14 1.1586262807e-14 9.2611898253e-14
2.3510742188e+02 1.5239749477e-13 4.8169884622e-14 1.1599078618e-14 9.2628531533e-14
2.3535156250e+02 1.5344174494e-13 4.8587775467e-14 1.1649660252e-14 9.3204309222e-14
2.3559570312e+02 1.5394489626e-13 4.8802578771e-14 1.1686004120e-14 9.3456313371e-14
2.3583984375e+02 1.5255593860e-13 4.8326745149e-14 1.1652331519e-14 9.2576861937e-14
2.3608398438e+02 1.4979546656e-13 4.7363143559e-14 1.1556238546e-14 9.0876084457e-14
2.3632812500e+02 1.4717060876e-13 4.6453152647e-14 1.1445420218e-14 8.9272035900e-14
2.3657226562e+02 1.4561285180e-13 4.5920845592e-14 1.1354275864e-14 8.8337730341e-14
2.3681640625e+02 1.4490626627e-13 4.5694798061e-14 1.1277938518e-14 8.7933529689e-14
2.3706054688e+02 1.4365016899e-13 4.5297205031e-14 1.1165669332e-14 8.7187294628e-14
2.3730468750e+02 1.4020008623e-13 4.4161617346e-14 1.0956668615e-14 8.5081800267e-14
2.3754882812e+02 1.3464704519e-13 4.2321169366e-14 1.0659512697e-14 8.1666363130e-14
2.3779296875e+02 1.2942883068e-13 4.0610713557e-14 1.0384496844e-14 7.8433620284e-14
2.3803710938e+02 1.2729921312e-13 3.9951525815e-14 1.0265330449e-14 7.7082356856e-14
2.3828125000e+02 1.2864938087e-13 4.0447144570e-14 1.0329320060e-14 7.7872916238e-14
2.3852539062e+02 1.3108501392e-13 4.1267971843e-14 1.0460461152e-14 7.9356580921e-14
2.3876953125e+02 1.3202010533e-13 4.1544434936e-14 1.0522037593e-14 7.9953632797e-14
2.3901367188e+02 1.3112562724e-13 4.1195885468e-14 1.0484260622e-14 7.9445481146e-14
2.3925781250e+02 1.2980799463e-13 4.0736042343e-14 1.0406345431e-14 7.8665606855e-14
2.3950195312e+02 1.2906135647e-13 4.0509360178e-14 1.0337941993e-14 7.8214054299e-14
2.3974609375e+02 1.2835741617e-13 4.0300579242e-14 1.0268269179e-14 7.7788567751e-14
2.3999023438e+02 1.2669331802e-13 3.9728113771e-14 1.0168459005e-14 7.6796745239e-14
2.4023437500e+02 1.2412042130e-13 3.8807447795e-14 1.0050330959e-14 7.5262642548e-14
2.4047851562e+02 1.2148339784e-13 3.7854781669e-14 9.9478057871e-15 7.3680810386e-14
2.4072265625e+02 1.1934689156e-13 3.7085663577e-14 9.8712685408e-15 7.2389959439e-14
2.4096679688e+02 1.1787375625e-13 3.6560583496e-14 9.8139237745e-15 7.1499248982e-14
2.4121093750e+02 1.1704306830e-13 3.6269489378e-14 9.7718348882e-15 7.1001744033e-14
2.4145507812e+02 1.1656734089e-13 3.6114389957e-14 9.7351422624e-15 7.0717808669e-14
2.4169921875e+02 1.1593708249e-13 3.5923542475e-14 9.6820483661e-15 7.0331491650e-14
2.4194335938e+02 1.1477170301e-13 3.5562957282e-14 9.5997396952e-15 6.9609006033e-14
2.4218750000e+02 1.1312410105e-13 3.5040834556e-14 9.4990101168e-15 6.8584256374e-14
2.4243164062e+02 1.1129661070e-13 3.4449665444e-14 9.3958924791e-15 6.7451052773e-14
2.4267578125e+02 1.0945898593e-13 3.3832207737e-14 9.2959399526e-15 6.6330838239e-14
2.4291992188e+02 1.0784507001e-13 3.3252750688e-14 9.2140194414e-15 6.5378299881e-14
2.4316406250e+02 1.0709681345e-13 3.2936132296e-14 9.1867022229e-15 6.4973978933e-14
2.4340820312e+02 1.0759711695e-13 3.3042828540e-14 9.2295763539e-15 6.5324712056e-14
2.4365234375e+02 1.0866508334e-13 3.3364349722e-14 9.2994600458e-15 6.6001273567e-14
2.4389648438e+02 1.0928205516e-13 3.3554277578e-14 9.3374113997e-15 6.6390366179e-14
2.4414062500e+02 1.0927167256e-13 3.3547490389e-14 9.3313297152e-15 6.6392852456e-14
2.4438476562e+02 1.0899366504e-13 3.3466753536e-14 9.3027047590e-15 6.6224206749e-14
2.4462890625e+02 1.0837377626e-13 3.3283060454e-14 9.2559158987e-15 6.5834799907e-14
2.4487304688e+02 1.0710933692e-13 3.2887311260e-14 9.1809340727e-15 6.5041091586e-14
2.4511718750e+02 1.0559351650e-13 3.2413751192e-14 9.0951544363e-15 6.4084610868e-14
2.4536132812e+02 1.0476763646e-13 3.2175657378e-14 9.0438611803e-15 6.3548117902e-14
2.4560546875e+02 1.0474034536e-13 3.2186407311e-14 9.0407182788e-15 6.3513219774e-14
2.4584960938e+02 1.0440867701e-13 3.2058342415e-14 9.0389475002e-15 6.3311387094e-14
2.4609375000e+02 1.0317731398e-13 3.1606679159e-14 9.0006184558e-15 6.2570016370e-14
2.4633789062e+02 1.0200400323e-13 3.1182492155e-14 8.9555111600e-15 6.1865999919e-14
2.4658203125e+02 1.0177654165e-13 3.1093786223e-14 8.9410909469e-15 6.1741664475e-14
2.4682617188e+02 1.0167577731e-13 3.1050718801e-14 8.9271495272e-15 6.1697908983e-14
2.4707031250e+02 1.0024949646e-13 3.0552299608e-14 8.8557010855e-15 6.0841495763e-14
2.4731445312e+02 9.7467439990e-14 2.9593932901e-14 8.7282077529e-15 5.9145299335e-14
2.4755859375e+02 9.4771325624e-14 2.8673188705e-14 8.6071481763e-15 5.7490988743e-14
2.4780273438e+02 9.3460521647e-14 2.8236081999e-14 8.5450667878e-15 5.6679372860e-14
2.4804687500e+02 9.3524923315e-14 2.8279963090e-14 8.5377468082e-15 5.6707213417e-14
2.4829101562e+02 9.3911402740e-14 2.8437186512e-14 8.5403984764e-15 5.6933817751e-14
2.4853515625e+02 9.3695415912e-14 2.8380632120e-14 8.5135920489e-15 5.6801191743e-14
2.4877929688e+02 9.2840518553e-14 2.8098473163e-14 8.4528094916e-15 5.6289235899e-14
2.4902343750e+02 9.1864385882e-14 2.7771364868e-14 8.3838411208e-15 5.5709179893e-14
2.4926757812e+02 9.1228301970e-14 2.7551595952e-14 8.3392661522e-15 5.5337439866e-14
2.4951171875e+02 9.1200268407e-14 2.7534906666e-14 8.3370468579e-15 5.5328314883e-14
2.4975585938e+02 9.1655905732e-14 2.7695823870e-14 8.3636943756e-15 5.5596387486e-14
2.5000000000e+02 9.2021596031e-14 2.7837151330e-14 8.3840119532e-15 5.5800432747e-14
2.5024414062e+02 9.2004312835e-14 2.7839836715e-14 8.3840827076e-15 5.5780393412e-14
2.5048828125e+02 9.1949324618e-14 2.7815582868e-14 8.3845301021e-15 5.5749211648e-14
2.5073242188e+02 9.1988150099e-14 2.7814291077e-14 8.3957337197e-15 5.5778125302e-14
2.5097656250e+02 9.1575703156e-14 2.7651443709e-14 8.3896482785e-15 5.5534611168e-14
2.5122070312e+02 9.0493313372e-14 2.7258745190e-14 8.3438047770e-15 5.4890763405e-14
2.5146484375e+02 8.9448107537e-14 2.6888945848e-14 8.2822042241e-15 5.4276957465e-14
2.5170898438e+02 8.8988393135e-14 2.6732670846e-14 8.2358095052e-15 5.4019912784e-14
2.5195312500e+02 8.8702022849e-14 2.6648943230e-14 8.1969825631e-15 5.3856097056e-14
2.5219726562e+02 8.7829313195e-14 2.6373539289e-14 8.1397196271e-15 5.3316054278e-14
2.5244140625e+02 8.6076538078e-14 2.5785015631e-14 8.0557834741e-15 5.2235738973e-14
2.5268554688e+02 8.3944032239e-14 2.5038364181e-14 7.9643536015e-15 5.0941314456e-14
2.5292968750e+02 8.2344287791e-14 2.4460283763e-14 7.8977891622e-15 4.9986214865e-14
2.5317382812e+02 8.1767290370e-14 2.4240806696e-14 7.8758664577e-15 4.9650617216e-14
2.5341796875e+02 8.2011510589e-14 2.4315403740e-14 7.8913372381e-15 4.9804769610e-14
2.5366210938e+02 8.2425491769e-14 2.4459197698e-14 7.9100062779e-15 5.0056287793e-14
2.5390625000e+02 8.2260412809e-14 2.4415913751e-14 7.8913825519e-15 4.9953116506e-14
2.5415039062e+02 8.1463252528e-14 2.4161461162e-14 7.8363559842e-15 4.9465435382e-14
2.5439453125e+02 8.0865040399e-14 2.3971067079e-14 7.7929734205e-15 4.9100999899e-14
2.5463867188e+02 8.0938939908e-14 2.4003151782e-14 7.7885676267e-15 4.9147220500e-14
2.5488281250e+02 8.1219470634e-14 2.4102151910e-14 7.7982677597e-15 4.9319050965e-14
2.5512695312e+02 8.1177744688e-14 2.4090413355e-14 7.7906808014e-15 4.9296650531e-14
2.5537109375e+02 8.0635393318e-14 2.3902235250e-14 7.7574827623e-15 4.8975675306e-14
2.5561523438e+02 7.9617435066e-14 2.3542179299e-14 7.7069175398e-15 4.8368338227e-14
2.5585937500e+02 7.8394508577e-14 2.3108014713e-14 7.6550099881e-15 4.7631483876e-14
2.5610351562e+02 7.7279195422e-14 2.2708395110e-14 7.6124301723e-15 4.6958370140e-14
2.5634765625e+02 7.6346398259e-14 2.2362622958e-14 7.5783008330e-15 4.6405474468e-14
2.5659179688e+02 7.5491003384e-14 2.2040787752e-14 7.5457297823e-15 4.5904485850e-14
2.5683593750e+02 7.4523585028e-14 2.1699803987e-14 7.5024053113e-15 4.5321375730e-14
2.5708007812e+02 7.3248664085e-14 2.1284003735e-14 7.4349056876e-15 4.4529754662e-14
2.5732421875e+02 7.1813537375e-14 2.0833949419e-14 7.3501284962e-15 4.3629459460e-14
2.5756835938e+02 7.0846843749e-14 2.0547878630e-14 7.2827794297e-15 4.3016185689e-14
2.5781250000e+02 7.0844575844e-14 2.0582510806e-14 7.2630212911e-15 4.2999043747e-14
2.5805664062e+02 7.1605115801e-14 2.0864178191e-14 7.2849212654e-15 4.3456016345e-14
2.5830078125e+02 7.2540198087e-14 2.1193723556e-14 7.3197459628e-15 4.4026728568e-14
2.5854492188e+02 7.3215901252e-14 2.1425466563e-14 7.3455513313e-15 4.4444883358e-14
2.5878906250e+02 7.3434336675e-14 2.1496399181e-14 7.3526224807e-15 4.4585315014e-14
2.5903320312e+02 7.3087120501e-14 2.1376061167e-14 7.3359549792e-15 4.4375104355e-14
2.5927734375e+02 7.2121534107e-14 2.1047771587e-14 7.2956792088e-15 4.3778083312e-14
2.5952148438e+02 7.0718141831e-14 2.0572054016e-14 7.2423232737e-15 4.2903764541e-14
2.5976562500e+02 6.9457079367e-14 2.0150671875e-14 7.1967621029e-15 4.2109645388e-14
2.6000976562e+02 6.9037183003e-14 2.0025333379e-14 7.1801288723e-15 4.1831720751e-14
2.6025390625e+02 6.9674043296e-14 2.0265271767e-14 7.1993562171e-15 4.2209415312e-14
2.6049804688e+02 7.0895804015e-14 2.0700705757e-14 7.2410576431e-15 4.2954040616e-14
2.6074218750e+02 7.1814469837e-14 2.1022541910e-14 7.2725139303e-15 4.3519413997e-14
2.6098632812e+02 7.1542030149e-14 2.0928062452e-14 7.2534222951e-15 4.3360545402e-14
2.6123046875e+02 6.9922487059e-14 2.0368061700e-14 7.1740363579e-15 4.2380389001e-14
2.6147460938e+02 6.7934510966e-14 1.9679756002e-14 7.0788842883e-15 4.1175870676e-14
2.6171875000e+02 6.6728918211e-14 1.9256250474e-14 7.0224240886e-15 4.0450243649e-14
2.6196289062e+02 6.6420332519e-14 1.9133622875e-14 7.0111978269e-15 4.0275511817e-14
2.6220703125e+02 6.6335699062e-14 1.9079132360e-14 7.0126610060e-15 4.0243905696e-14
2.6245117188e+02 6.6065167184e-14 1.8957848139e-14 7.0030555531e-15 4.0104263491e-14
2.6269531250e+02 6.5679600014e-14 1.8809251372e-14 6.9817793670e-15 3.9888569276e-14
2.6293945312e+02 6.5166577281e-14 1.8640758314e-14 6.9503892865e-15 3.9575429681e-14
2.6318359375e+02 6.4309719732e-14 1.8370057325e-14 6.9054905003e-15 3.9034171907e-14
2.6342773438e+02 6.3174444198e-14 1.7999309328e-14 6.8536053052e-15 3.8321529564e-14
2.6367187500e+02 6.2302995569e-14 1.7707690611e-14 6.8150799183e-15 3.7780225040e-14
2.6391601562e+02 6.2258364833e-14 1.7700621625e-14 6.8081361883e-15 3.7749607019e-14
2.6416015625e+02 6.2982241177e-14 1.7966367693e-14 6.8298675991e-15 3.8186005885e-14
2.6440429688e+02 6.3701182154e-14 1.8232907256e-14 6.8513440449e-15 3.8616930853e-14
2.6464843750e+02 6.3716365527e-14 1.8256409707e-14 6.8422472405e-15 3.8617708580e-14
2.6489257812e+02 6.3178497217e-14 1.8091320335e-14 6.8050876575e-15 3.8282089225e-14
2.6513671875e+02 6.2660040396e-14 1.7926719848e-14 6.7670086918e-15 3.7966311856e-14
2.6538085938e+02 6.2182797044e-14 1.7756531121e-14 6.7384960711e-15 3.7687769852e-14
2.6562500000e+02 6.1316034844e-14 1.7434117784e-14 6.7069461332e-15 3.7174970926e-14
2.6586914062e+02 5.9989500271e-14 1.6950861907e-14 6.6651870005e-15 3.6373451363e-14
2.6611328125e+02 5.8663479996e-14 1.6478605931e-14 6.6228068465e-15 3.5562067219e-14
2.6635742188e+02 5.7888065805e-14 1.6212623868e-14 6.5945589551e-15 3.5080882982e-14
