# freq_THz  G_total_s  G_Al_s  G_N_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_partials=True
4.4677734375e+01 3.9451789028e-05 9.0495465977e-06 3.0402242430e-05
4.4921875000e+01 4.3838653732e-05 9.9108336903e-06 3.3927820042e-05
4.5166015625e+01 4.9753714381e-05 1.1258072868e-05 3.8495641513e-05
4.5410156250e+01 5.6786699219e-05 1.3034647832e-05 4.3752051387e-05
4.5654296875e+01 6.4312254324e-05 1.5125252308e-05 4.9187002016e-05
4.5898437500e+01 7.1761159725e-05 1.7402348234e-05 5.4358811491e-05
4.6142578125e+01 7.8840004809e-05 1.9780356435e-05 5.9059648374e-05
4.6386718750e+01 8.5487841085e-05 2.2220856227e-05 6.3266984858e-05
4.6630859375e+01 9.1716578489e-05 2.4700630753e-05 6.7015947736e-05
4.6875000000e+01 9.7617640167e-05 2.7223046562e-05 7.0394593604e-05
4.7119140625e+01 1.0370718094e-04 2.9953588670e-05 7.3753592268e-05
4.7363281250e+01 1.1162555086e-04 3.3499656140e-05 7.8125894718e-05
4.7607421875e+01 1.2482798243e-04 3.9183595133e-05 8.5644387294e-05
4.7851562500e+01 1.4800008629e-04 4.8801767888e-05 9.9198318397e-05
4.8095703125e+01 1.8393891088e-04 6.3379404364e-05 1.2055950651e-04
4.8339843750e+01 2.2967629483e-04 8.1640831924e-05 1.4803546290e-04
4.8583984375e+01 2.7673177671e-04 1.0015511324e-04 1.7657666346e-04
4.8828125000e+01 3.1695132476e-04 1.1570610287e-04 2.0124522190e-04
4.9072265625e+01 3.4772880987e-04 1.2733983061e-04 2.2038897926e-04
4.9316406250e+01 3.7037364518e-04 1.3563529699e-04 2.3473834819e-04
4.9560546875e+01 3.8443773247e-04 1.4044890654e-04 2.4398882593e-04
4.9804687500e+01 3.8584107554e-04 1.4024735054e-04 2.4559372500e-04
5.0048828125e+01 3.7128572148e-04 1.3386064387e-04 2.3742507761e-04
5.0292968750e+01 3.4344606750e-04 1.2242910413e-04 2.2101696337e-04
5.0537109375e+01 3.1038457643e-04 1.0911647304e-04 2.0126810339e-04
5.0781250000e+01 2.7998610871e-04 9.6973161900e-05 1.8301294681e-04
5.1025390625e+01 2.5617898624e-04 8.7465005973e-05 1.6871398027e-04
5.1269531250e+01 2.4022471416e-04 8.0882324313e-05 1.5934238984e-04
5.1513671875e+01 2.3431456338e-04 7.7637286140e-05 1.5667727724e-04
5.1757812500e+01 2.4399675922e-04 7.9166854095e-05 1.6482990513e-04
5.2001953125e+01 2.7666324038e-04 8.7553159773e-05 1.8911008061e-04
5.2246093750e+01 3.3328454838e-04 1.0309522523e-04 2.3018932315e-04
5.2490234375e+01 3.9691435235e-04 1.2088452543e-04 2.7602982693e-04
5.2734375000e+01 4.3252586767e-04 1.3064993899e-04 3.0187592868e-04
5.2978515625e+01 4.0862720200e-04 1.2304039026e-04 2.8558681174e-04
5.3222656250e+01 3.2490809132e-04 9.7828946423e-05 2.2707914490e-04
5.3466796875e+01 2.1508990818e-04 6.4892394228e-05 1.5019751395e-04
5.3710937500e+01 1.1972344725e-04 3.6244321509e-05 8.3479125737e-05
5.3955078125e+01 5.8695343363e-05 1.7845886430e-05 4.0849456933e-05
5.4199218750e+01 2.8358514850e-05 8.6576015259e-06 1.9700913324e-05
5.4443359375e+01 1.5900086281e-05 4.8642842371e-06 1.1035802044e-05
5.4687500000e+01 1.1144896970e-05 3.4085463108e-06 7.7363506590e-06
5.4931640625e+01 9.0910640020e-06 2.7769175819e-06 6.3141464201e-06
5.5175781250e+01 7.9353274712e-06 2.4203213209e-06 5.5150061503e-06
5.5419921875e+01 7.1403950230e-06 2.1739950024e-06 4.9664000206e-06
5.5664062500e+01 6.5444231536e-06 1.9879283827e-06 4.5564947709e-06
5.5908203125e+01 6.0789172810e-06 1.8413696958e-06 4.2375475852e-06
5.6152343750e+01 5.7014674208e-06 1.7222463730e-06 3.9792210478e-06
5.6396484375e+01 5.3802726116e-06 1.6214666897e-06 3.7588059218e-06
5.6640625000e+01 5.0895803982e-06 1.5310142987e-06 3.5585660996e-06
5.6884765625e+01 4.8116298058e-06 1.4453871790e-06 3.3662426268e-06
5.7128906250e+01 4.5388908876e-06 1.3628039929e-06 3.1760868946e-06
5.7373046875e+01 4.2726120761e-06 1.2840512234e-06 2.9885608527e-06
5.7617187500e+01 4.0192267587e-06 1.2107970680e-06 2.8084296907e-06
