# freq_THz  G_total  G_Al  G_N
# MD-derived velocity power spectrum. Common normalization: integral(G_total) = 3*primitive_atoms.
# mass_weighted=True; primitive_atoms=2; block_duration_ps=4.09600000; df_THz=0.24414062; total_equals_sum_of_partials=True
8.0078125000e+01 5.9848642927e-08 2.2948664639e-08 3.6899978288e-08
8.0322265625e+01 5.3797206479e-08 2.0701230699e-08 3.3095975779e-08
8.0566406250e+01 4.8364934253e-08 1.8582091721e-08 2.9782842533e-08
8.0810546875e+01 4.1171874101e-08 1.5752419255e-08 2.5419454846e-08
8.1054687500e+01 3.4307881530e-08 1.3021052302e-08 2.1286829228e-08
8.1298828125e+01 2.9620085220e-08 1.1178326303e-08 1.8441758918e-08
8.1542968750e+01 2.6481266790e-08 1.0057491517e-08 1.6423775273e-08
8.1787109375e+01 2.4465773327e-08 9.3828222500e-09 1.5082951077e-08
8.2031250000e+01 2.3223150511e-08 8.8267705139e-09 1.4396379997e-08
8.2275390625e+01 2.1966953391e-08 8.3512620321e-09 1.3615691358e-08
8.2519531250e+01 2.0646644439e-08 7.7670027594e-09 1.2879641680e-08
8.2763671875e+01 1.9522156430e-08 7.2449783861e-09 1.2277178044e-08
8.3007812500e+01 1.8580962189e-08 6.8394619300e-09 1.1741500259e-08
8.3251953125e+01 1.7633565537e-08 6.4908234484e-09 1.1142742088e-08
8.3496093750e+01 1.6578903948e-08 6.0371335782e-09 1.0541770370e-08
8.3740234375e+01 1.5433113199e-08 5.5389705346e-09 9.8941426646e-09
8.3984375000e+01 1.4493933651e-08 5.2070803991e-09 9.2868532517e-09
8.4228515625e+01 1.3809317394e-08 4.9192453212e-09 8.8900720728e-09
8.4472656250e+01 1.3268329938e-08 4.6866463182e-09 8.5816836195e-09
8.4716796875e+01 1.2733689567e-08 4.4768748452e-09 8.2568147219e-09
8.4960937500e+01 1.2059199230e-08 4.2017435485e-09 7.8574556817e-09
8.5205078125e+01 1.1402482572e-08 3.9504302684e-09 7.4520523035e-09
8.5449218750e+01 1.1060234791e-08 3.8146979577e-09 7.2455368333e-09
8.5693359375e+01 1.0854881137e-08 3.7175073311e-09 7.1373738057e-09
8.5937500000e+01 1.0588621640e-08 3.6168244768e-09 6.9717971634e-09
8.6181640625e+01 1.0298298751e-08 3.5195838881e-09 6.7787148627e-09
8.6425781250e+01 9.9838093452e-09 3.3878444070e-09 6.5959649382e-09
8.6669921875e+01 9.7918353666e-09 3.2769942272e-09 6.5148411393e-09
8.6914062500e+01 9.2246599688e-09 3.1194795015e-09 6.1051804673e-09
8.7158203125e+01 8.7033079543e-09 2.9651278098e-09 5.7381801445e-09
8.7402343750e+01 8.3720196462e-09 2.8516180224e-09 5.5204016237e-09
8.7646484375e+01 8.1604557754e-09 2.7856851056e-09 5.3747706698e-09
8.7890625000e+01 7.9294023826e-09 2.7321640407e-09 5.1972383420e-09
8.8134765625e+01 7.6647186830e-09 2.6825486305e-09 4.9821700524e-09
8.8378906250e+01 7.3650075868e-09 2.6378139185e-09 4.7271936683e-09
8.8623046875e+01 7.0771735512e-09 2.5469135439e-09 4.5302600073e-09
8.8867187500e+01 6.6940327571e-09 2.3950336109e-09 4.2989991462e-09
8.9111328125e+01 6.4294548991e-09 2.2694914726e-09 4.1599634265e-09
8.9355468750e+01 6.0761422601e-09 2.1229874450e-09 3.9531548151e-09
8.9599609375e+01 5.8141385244e-09 2.0073490271e-09 3.8067894973e-09
8.9843750000e+01 5.7537636556e-09 1.9386772592e-09 3.8150863964e-09
9.0087890625e+01 5.5597909285e-09 1.8565363553e-09 3.7032545732e-09
9.0332031250e+01 5.1898286331e-09 1.7557659779e-09 3.4340626552e-09
9.0576171875e+01 4.6698876667e-09 1.6196281098e-09 3.0502595568e-09
9.0820312500e+01 4.2814313857e-09 1.5182981184e-09 2.7631332673e-09
9.1064453125e+01 3.9950976064e-09 1.4359232753e-09 2.5591743312e-09
9.1308593750e+01 3.7321014734e-09 1.3573757903e-09 2.3747256831e-09
9.1552734375e+01 3.3738113500e-09 1.2405474437e-09 2.1332639063e-09
9.1796875000e+01 2.9771418605e-09 1.1098959863e-09 1.8672458741e-09
9.2041015625e+01 2.6598214676e-09 1.0050413450e-09 1.6547801227e-09
9.2285156250e+01 2.4459755923e-09 9.2581794582e-10 1.5201576465e-09
9.2529296875e+01 2.2768124583e-09 8.6874421671e-10 1.4080682415e-09
9.2773437500e+01 2.1312125504e-09 8.1627359385e-10 1.3149389566e-09
9.3017578125e+01 1.9876871492e-09 7.6537170962e-10 1.2223154396e-09
9.3261718750e+01 1.8557571473e-09 7.2006104576e-10 1.1356961016e-09
9.3505859375e+01 1.7763566982e-09 6.9196156587e-10 1.0843951324e-09
9.3750000000e+01 1.6967097309e-09 6.6252040324e-10 1.0341893277e-09
9.3994140625e+01 1.6145676439e-09 6.3103460626e-10 9.8353303760e-10
9.4238281250e+01 1.5360692060e-09 5.9709289772e-10 9.3897630825e-10
9.4482421875e+01 1.4383004644e-09 5.6031204077e-10 8.7798842362e-10
9.4726562500e+01 1.3122115378e-09 5.1004764965e-10 8.0216388812e-10
9.4970703125e+01 1.2064633103e-09 4.6461643390e-10 7.4184687637e-10
9.5214843750e+01 1.1034883481e-09 4.1920991443e-10 6.8427843367e-10
9.5458984375e+01 1.0162392646e-09 3.7929299310e-10 6.3694627148e-10
9.5703125000e+01 9.5582440661e-10 3.5097860480e-10 6.0484580181e-10
9.5947265625e+01 9.1917303959e-10 3.3155730879e-10 5.8761573080e-10
9.6191406250e+01 8.9702450346e-10 3.1912693735e-10 5.7789756611e-10
9.6435546875e+01 8.7439332160e-10 3.0816378922e-10 5.6622953238e-10
9.6679687500e+01 8.6446176717e-10 3.0108216739e-10 5.6337959978e-10
9.6923828125e+01 8.6976769911e-10 3.0003362729e-10 5.6973407182e-10
9.7167968750e+01 8.7829106562e-10 2.9930527398e-10 5.7898579165e-10
9.7412109375e+01 8.9105080339e-10 2.9909995051e-10 5.9195085288e-10
9.7656250000e+01 8.9845317728e-10 2.9907492036e-10 5.9937825692e-10
9.7900390625e+01 9.1218289771e-10 2.9961556326e-10 6.1256733445e-10
9.8144531250e+01 9.3241875723e-10 3.0294597921e-10 6.2947277802e-10
9.8388671875e+01 9.3931354557e-10 3.0165325024e-10 6.3766029533e-10
9.8632812500e+01 9.3933304629e-10 2.9866712015e-10 6.4066592613e-10
9.8876953125e+01 9.2831026170e-10 2.9454020465e-10 6.3377005705e-10
9.9121093750e+01 9.1790470402e-10 2.8960361597e-10 6.2830108805e-10
9.9365234375e+01 9.0649124796e-10 2.8228454725e-10 6.2420670071e-10
9.9609375000e+01 8.8978496389e-10 2.7475655692e-10 6.1502840697e-10
9.9853515625e+01 8.7197724733e-10 2.6660714768e-10 6.0537009965e-10
1.0009765625e+02 8.5662850288e-10 2.6154979569e-10 5.9507870719e-10
1.0034179688e+02 8.4156614829e-10 2.5500789764e-10 5.8655825065e-10
1.0058593750e+02 8.3167284145e-10 2.4991323245e-10 5.8175960900e-10
1.0083007812e+02 8.2494912628e-10 2.4643040070e-10 5.7851872558e-10
1.0107421875e+02 8.2151409474e-10 2.4406590011e-10 5.7744819463e-10
1.0131835938e+02 8.0959383494e-10 2.3888138180e-10 5.7071245314e-10
1.0156250000e+02 7.9810886063e-10 2.3472019753e-10 5.6338866310e-10
1.0180664062e+02 7.7701479361e-10 2.2877963523e-10 5.4823515838e-10
1.0205078125e+02 7.5314679210e-10 2.2164749901e-10 5.3149929310e-10
1.0229492188e+02 7.1310306053e-10 2.1059044842e-10 5.0251261212e-10
1.0253906250e+02 6.6485825110e-10 1.9740564647e-10 4.6745260463e-10
1.0278320312e+02 6.1366291510e-10 1.8387302551e-10 4.2978988959e-10
1.0302734375e+02 5.6578636879e-10 1.7124292269e-10 3.9454344610e-10
1.0327148438e+02 5.2535132650e-10 1.6080744017e-10 3.6454388633e-10
1.0351562500e+02 4.8560504706e-10 1.5044469214e-10 3.3516035492e-10
1.0375976562e+02 4.5794922239e-10 1.4275591843e-10 3.1519330396e-10
1.0400390625e+02 4.3221034034e-10 1.3560136779e-10 2.9660897255e-10
1.0424804688e+02 4.1029314110e-10 1.3008955960e-10 2.8020358150e-10
1.0449218750e+02 3.9288617698e-10 1.2487476815e-10 2.6801140883e-10
1.0473632812e+02 3.7794945309e-10 1.2091582784e-10 2.5703362524e-10
1.0498046875e+02 3.6456097328e-10 1.1679042016e-10 2.4777055312e-10
1.0522460938e+02 3.4202640726e-10 1.1012403937e-10 2.3190236789e-10
1.0546875000e+02 3.1077291499e-10 1.0078518249e-10 2.0998773250e-10
1.0571289062e+02 2.7691384095e-10 8.9671841961e-11 1.8724199899e-10
1.0595703125e+02 2.4514597545e-10 7.9484304246e-11 1.6566167120e-10
1.0620117188e+02 2.1541500395e-10 6.9556435557e-11 1.4585856839e-10
1.0644531250e+02 1.8434938508e-10 5.9284204051e-11 1.2506518103e-10
1.0668945312e+02 1.5982849356e-10 5.1494300813e-11 1.0833419275e-10
1.0693359375e+02 1.4693789853e-10 4.7145147010e-11 9.9792751519e-11
1.0717773438e+02 1.3586877859e-10 4.3447613420e-11 9.2421165173e-11
1.0742187500e+02 1.2225470109e-10 3.8722999888e-11 8.3531701202e-11
1.0766601562e+02 1.0764124628e-10 3.4102631916e-11 7.3538614364e-11
1.0791015625e+02 9.4874831432e-11 3.0203503953e-11 6.4671327478e-11
1.0815429688e+02 8.8177167780e-11 2.7745327005e-11 6.0431840774e-11
1.0839843750e+02 8.1743329881e-11 2.5642722522e-11 5.6100607359e-11
1.0864257812e+02 7.5546587549e-11 2.3720163624e-11 5.1826423925e-11
1.0888671875e+02 7.0104429716e-11 2.2093970127e-11 4.8010459589e-11
1.0913085938e+02 6.6187583286e-11 2.0751372945e-11 4.5436210341e-11
1.0937500000e+02 6.4112849294e-11 1.9906995717e-11 4.4205853577e-11
1.0961914062e+02 6.1767882649e-11 1.9195742117e-11 4.2572140533e-11
1.0986328125e+02 5.9427673239e-11 1.8437696588e-11 4.0989976651e-11
1.1010742188e+02 5.7045708638e-11 1.7734312692e-11 3.9311395946e-11
1.1035156250e+02 5.5149152542e-11 1.7133641993e-11 3.8015510549e-11
1.1059570312e+02 5.3617534169e-11 1.6611013954e-11 3.7006520215e-11
1.1083984375e+02 5.1694609617e-11 1.6084414570e-11 3.5610195047e-11
1.1108398438e+02 4.9174613989e-11 1.5269568213e-11 3.3905045776e-11
1.1132812500e+02 4.8119934964e-11 1.4848356442e-11 3.3271578522e-11
1.1157226562e+02 4.6511369425e-11 1.4355059410e-11 3.2156310014e-11
1.1181640625e+02 4.4663498804e-11 1.3847693344e-11 3.0815805460e-11
1.1206054688e+02 4.3539651586e-11 1.3473457041e-11 3.0066194545e-11
1.1230468750e+02 4.1905994483e-11 1.2878112103e-11 2.9027882379e-11
1.1254882812e+02 4.1025972937e-11 1.2578428664e-11 2.8447544273e-11
1.1279296875e+02 3.8736293760e-11 1.1917595841e-11 2.6818697918e-11
1.1303710938e+02 3.7504271750e-11 1.1567207921e-11 2.5937063830e-11
1.1328125000e+02 3.6110444848e-11 1.1172725950e-11 2.4937718899e-11
1.1352539062e+02 3.4771287363e-11 1.0777392758e-11 2.3993894605e-11
1.1376953125e+02 3.3088291522e-11 1.0319379357e-11 2.2768912165e-11
1.1401367188e+02 3.0962772294e-11 9.6827589679e-12 2.1280013327e-11
1.1425781250e+02 2.9222315408e-11 9.1500806938e-12 2.0072234714e-11
1.1450195312e+02 2.7962776563e-11 8.7926352989e-12 1.9170141264e-11
1.1474609375e+02 2.6742169019e-11 8.4782324765e-12 1.8263936543e-11
1.1499023438e+02 2.5302271359e-11 8.0383464953e-12 1.7263924863e-11
1.1523437500e+02 2.4163550476e-11 7.6717492582e-12 1.6491801217e-11
1.1547851562e+02 2.2914328644e-11 7.3069017579e-12 1.5607426886e-11
1.1572265625e+02 2.2009501367e-11 7.0315695881e-12 1.4977931779e-11
1.1596679688e+02 2.1107067222e-11 6.7633874740e-12 1.4343679748e-11
1.1621093750e+02 2.0042319113e-11 6.4596658527e-12 1.3582653260e-11
1.1645507812e+02 1.9041055076e-11 6.1095525886e-12 1.2931502488e-11
1.1669921875e+02 1.8210220062e-11 5.8357721385e-12 1.2374447923e-11
1.1694335938e+02 1.7272339899e-11 5.5864655522e-12 1.1685874347e-11
1.1718750000e+02 1.6291279412e-11 5.2995476338e-12 1.0991731778e-11
1.1743164062e+02 1.5424901864e-11 5.0200534363e-12 1.0404848428e-11
1.1767578125e+02 1.4493338364e-11 4.7354980084e-12 9.7578403556e-12
1.1791992188e+02 1.3563376417e-11 4.4314968959e-12 9.1318795215e-12
1.1816406250e+02 1.2779988317e-11 4.1616016061e-12 8.6183867111e-12
1.1840820312e+02 1.2065967781e-11 3.9297204327e-12 8.1362473479e-12
1.1865234375e+02 1.1280735305e-11 3.6808852151e-12 7.5998500902e-12
1.1889648438e+02 1.0617344458e-11 3.4826088196e-12 7.1347356383e-12
1.1914062500e+02 9.8959800438e-12 3.2358753826e-12 6.6601046612e-12
1.1938476562e+02 9.1797565736e-12 3.0065000360e-12 6.1732565377e-12
1.1962890625e+02 8.7777942892e-12 2.8662254074e-12 5.9115688818e-12
1.1987304688e+02 8.1958326134e-12 2.6706977092e-12 5.5251349042e-12
1.2011718750e+02 7.7375535652e-12 2.5220353042e-12 5.2155182611e-12
1.2036132812e+02 7.3502328355e-12 2.3954695637e-12 4.9547632718e-12
1.2060546875e+02 7.0503217552e-12 2.2993177913e-12 4.7510039639e-12
1.2084960938e+02 6.6366927673e-12 2.1504735763e-12 4.4862191910e-12
1.2109375000e+02 6.1793820734e-12 1.9903321937e-12 4.1890498797e-12
1.2133789062e+02 5.7529727117e-12 1.8453013509e-12 3.9076713608e-12
1.2158203125e+02 5.3403288556e-12 1.7013410738e-12 3.6389877818e-12
1.2182617188e+02 5.0375289531e-12 1.5946187929e-12 3.4429101603e-12
1.2207031250e+02 4.7229593951e-12 1.4953538430e-12 3.2276055521e-12
1.2231445312e+02 4.4665935752e-12 1.4071483281e-12 3.0594452471e-12
1.2255859375e+02 4.3254995328e-12 1.3448281056e-12 2.9806714272e-12
1.2280273438e+02 4.1800464770e-12 1.2917266876e-12 2.8883197894e-12
1.2304687500e+02 4.0554176873e-12 1.2534384006e-12 2.8019792867e-12
1.2329101562e+02 3.9891563165e-12 1.2350322625e-12 2.7541240539e-12
1.2353515625e+02 3.8901109174e-12 1.2073691475e-12 2.6827417699e-12
1.2377929688e+02 3.8151575811e-12 1.1752515222e-12 2.6399060589e-12
1.2402343750e+02 3.7484978593e-12 1.1509542745e-12 2.5975435848e-12
1.2426757812e+02 3.6864299779e-12 1.1338901268e-12 2.5525398511e-12
1.2451171875e+02 3.6534074197e-12 1.1261653963e-12 2.5272420235e-12
1.2475585938e+02 3.5995133959e-12 1.1101651332e-12 2.4893482627e-12
1.2500000000e+02 3.4903073254e-12 1.0740963863e-12 2.4162109391e-12
1.2524414062e+02 3.4129412879e-12 1.0526753898e-12 2.3602658981e-12
1.2548828125e+02 3.3155457371e-12 1.0287297765e-12 2.2868159605e-12
1.2573242188e+02 3.2292543125e-12 1.0043304341e-12 2.2249238784e-12
1.2597656250e+02 3.1885212389e-12 9.9088592041e-13 2.1976353185e-12
1.2622070312e+02 3.0816703547e-12 9.6094294130e-13 2.1207274134e-12
1.2646484375e+02 2.9985274857e-12 9.3880733472e-13 2.0597201510e-12
1.2670898438e+02 2.9325524810e-12 9.2520744994e-13 2.0073450310e-12
1.2695312500e+02 2.8737619939e-12 9.0589812561e-13 1.9678638683e-12
1.2719726562e+02 2.8132044802e-12 8.8905314292e-13 1.9241513373e-12
1.2744140625e+02 2.6942191577e-12 8.5733533468e-13 1.8368838230e-12
1.2768554688e+02 2.5777827995e-12 8.2783592704e-13 1.7499468724e-12
1.2792968750e+02 2.5019391202e-12 8.0422188211e-13 1.6977172381e-12
1.2817382812e+02 2.4304404517e-12 7.8252951463e-13 1.6479109371e-12
1.2841796875e+02 2.3276435501e-12 7.5138838048e-13 1.5762551696e-12
1.2866210938e+02 2.1969220771e-12 7.1130164742e-13 1.4856204297e-12
1.2890625000e+02 2.0500791352e-12 6.6615222064e-13 1.3839269145e-12
1.2915039062e+02 1.9264871919e-12 6.2497754180e-13 1.3015096501e-12
1.2939453125e+02 1.8214852816e-12 5.9110709987e-13 1.2303781818e-12
1.2963867188e+02 1.7158524081e-12 5.5886203932e-13 1.1569903688e-12
1.2988281250e+02 1.6078599936e-12 5.2574012708e-13 1.0821198666e-12
1.3012695312e+02 1.4970676471e-12 4.9077168596e-13 1.0062959611e-12
1.3037109375e+02 1.4055676431e-12 4.6097932894e-13 9.4458831416e-13
1.3061523438e+02 1.3410319134e-12 4.3931759005e-13 9.0171432339e-13
1.3085937500e+02 1.2767926578e-12 4.1730168233e-13 8.5949097547e-13
1.3110351562e+02 1.1942738297e-12 3.8998954396e-13 8.0428428575e-13
1.3134765625e+02 1.1084060039e-12 3.6232920421e-13 7.4607679970e-13
1.3159179688e+02 1.0267718821e-12 3.3645008902e-13 6.9032179309e-13
1.3183593750e+02 9.5364722713e-13 3.1388277402e-13 6.3976445312e-13
1.3208007812e+02 8.6893912206e-13 2.8511877922e-13 5.8382034284e-13
1.3232421875e+02 7.9995925571e-13 2.6162697871e-13 5.3833227700e-13
1.3256835938e+02 7.5423723094e-13 2.4661534652e-13 5.0762188443e-13
1.3281250000e+02 6.9511185652e-13 2.2662045886e-13 4.6849139766e-13
1.3305664062e+02 6.2083254975e-13 2.0338805329e-13 4.1744449646e-13
1.3330078125e+02 5.5597683077e-13 1.8264812476e-13 3.7332870601e-13
1.3354492188e+02 5.2742911890e-13 1.7333817163e-13 3.5409094728e-13
1.3378906250e+02 4.9674574779e-13 1.6328084459e-13 3.3346490320e-13
1.3403320312e+02 4.5575564774e-13 1.5025115214e-13 3.0550449560e-13
1.3427734375e+02 4.1806334592e-13 1.3726839129e-13 2.8079495463e-13
1.3452148438e+02 3.8445920281e-13 1.2559833768e-13 2.5886086513e-13
1.3476562500e+02 3.5928209136e-13 1.1743922067e-13 2.4184287069e-13
1.3500976562e+02 3.4448665215e-13 1.1320625757e-13 2.3128039458e-13
1.3525390625e+02 3.2162715343e-13 1.0568332044e-13 2.1594383299e-13
1.3549804688e+02 3.0073808622e-13 9.8654218250e-14 2.0208386797e-13
1.3574218750e+02 2.8468191007e-13 9.3264480484e-14 1.9141742959e-13
1.3598632812e+02 2.7388393416e-13 8.9527695917e-14 1.8435623825e-13
1.3623046875e+02 2.6455163497e-13 8.6666985168e-14 1.7788464980e-13
1.3647460938e+02 2.5113103432e-13 8.2154360547e-14 1.6897667377e-13
1.3671875000e+02 2.4121043560e-13 7.9132494637e-14 1.6207794096e-13
1.3696289062e+02 2.3092259860e-13 7.5300184348e-14 1.5562241425e-13
1.3720703125e+02 2.2381568466e-13 7.3094205334e-14 1.5072147933e-13
1.3745117188e+02 2.1716959305e-13 7.1443941145e-14 1.4572565190e-13
1.3769531250e+02 2.0752112005e-13 6.8649360511e-14 1.3887175954e-13
1.3793945312e+02 1.9876090822e-13 6.5893411528e-14 1.3286749669e-13
1.3818359375e+02 1.9233649785e-13 6.3635247995e-14 1.2870124985e-13
1.3842773438e+02 1.8479269274e-13 6.1049098956e-14 1.2374359379e-13
1.3867187500e+02 1.7857626080e-13 5.9195385784e-14 1.1938087502e-13
1.3891601562e+02 1.7419724198e-13 5.7653514582e-14 1.1654372739e-13
1.3916015625e+02 1.6700603878e-13 5.5349867571e-14 1.1165617121e-13
1.3940429688e+02 1.6068665987e-13 5.3543103234e-14 1.0714355664e-13
1.3964843750e+02 1.5687266312e-13 5.2388845600e-14 1.0448381752e-13
1.3989257812e+02 1.5403924400e-13 5.1558096762e-14 1.0248114724e-13
1.4013671875e+02 1.4839652984e-13 4.9496696230e-14 9.8899833609e-14
1.4038085938e+02 1.4202373882e-13 4.7407160563e-14 9.4616578257e-14
1.4062500000e+02 1.3652887444e-13 4.5725272720e-14 9.0803601718e-14
1.4086914062e+02 1.2802758520e-13 4.3083472149e-14 8.4944113055e-14
1.4111328125e+02 1.2393298599e-13 4.1559857279e-14 8.2373128708e-14
1.4135742188e+02 1.2070882896e-13 4.0430743515e-14 8.0278085441e-14
1.4160156250e+02 1.1561963794e-13 3.9053916811e-14 7.6565721127e-14
1.4184570312e+02 1.0950826431e-13 3.7216300427e-14 7.2291963885e-14
1.4208984375e+02 1.0288918300e-13 3.5020682040e-14 6.7868500964e-14
1.4233398438e+02 9.9307390350e-14 3.3865396522e-14 6.5441993828e-14
1.4257812500e+02 9.6159713763e-14 3.2716426458e-14 6.3443287304e-14
1.4282226562e+02 9.3035145302e-14 3.1884307026e-14 6.1150838276e-14
1.4306640625e+02 8.8240844744e-14 3.0161632007e-14 5.8079212737e-14
1.4331054688e+02 8.3724949813e-14 2.8629682819e-14 5.5095266995e-14
1.4355468750e+02 7.9217900098e-14 2.7153436491e-14 5.2064463607e-14
1.4379882812e+02 7.5762703228e-14 2.5906693771e-14 4.9856009457e-14
1.4404296875e+02 7.2018205984e-14 2.4618639782e-14 4.7399566202e-14
1.4428710938e+02 6.8021303610e-14 2.3345278088e-14 4.4676025523e-14
1.4453125000e+02 6.4571356814e-14 2.2137463521e-14 4.2433893293e-14
1.4477539062e+02 6.0969043380e-14 2.0848819381e-14 4.0120223999e-14
1.4501953125e+02 5.7904789419e-14 1.9722793302e-14 3.8181996117e-14
1.4526367188e+02 5.5318363978e-14 1.8894544444e-14 3.6423819535e-14
1.4550781250e+02 5.2929838126e-14 1.8148414741e-14 3.4781423385e-14
1.4575195312e+02 5.0765813700e-14 1.7650058647e-14 3.3115755053e-14
1.4599609375e+02 4.8652425077e-14 1.6947873441e-14 3.1704551636e-14
1.4624023438e+02 4.6435208117e-14 1.6137176713e-14 3.0298031404e-14
1.4648437500e+02 4.4608795628e-14 1.5527075986e-14 2.9081719642e-14
1.4672851562e+02 4.3399649498e-14 1.5129968713e-14 2.8269680786e-14
1.4697265625e+02 4.1724938749e-14 1.4530065576e-14 2.7194873173e-14
1.4721679688e+02 4.0070995061e-14 1.3954114243e-14 2.6116880818e-14
1.4746093750e+02 3.8737599942e-14 1.3593988281e-14 2.5143611661e-14
1.4770507812e+02 3.7407102525e-14 1.3147845117e-14 2.4259257407e-14
1.4794921875e+02 3.5873006287e-14 1.2608353376e-14 2.3264652911e-14
1.4819335938e+02 3.4149233503e-14 1.2068746067e-14 2.2080487435e-14
1.4843750000e+02 3.3103184136e-14 1.1761636184e-14 2.1341547951e-14
1.4868164062e+02 3.2544658516e-14 1.1650282429e-14 2.0894376088e-14
1.4892578125e+02 3.1764168883e-14 1.1415212207e-14 2.0348956676e-14
1.4916992188e+02 3.0968228849e-14 1.1085218783e-14 1.9883010066e-14
1.4941406250e+02 3.0180900522e-14 1.0830225127e-14 1.9350675395e-14
1.4965820312e+02 2.9100472142e-14 1.0446848706e-14 1.8653623436e-14
1.4990234375e+02 2.8222198228e-14 1.0145745369e-14 1.8076452859e-14
1.5014648438e+02 2.7957115958e-14 1.0097171693e-14 1.7859944266e-14
1.5039062500e+02 2.7388110147e-14 9.9724149172e-15 1.7415695230e-14
1.5063476562e+02 2.6570049850e-14 9.6994318980e-15 1.6870617952e-14
1.5087890625e+02 2.6130089354e-14 9.5032479188e-15 1.6626841435e-14
1.5112304688e+02 2.5837398474e-14 9.3732067424e-15 1.6464191732e-14
1.5136718750e+02 2.5496513019e-14 9.2463647937e-15 1.6250148225e-14
1.5161132812e+02 2.4828623749e-14 9.0845067480e-15 1.5744117001e-14
1.5185546875e+02 2.4212559507e-14 8.9023316402e-15 1.5310227867e-14
1.5209960938e+02 2.3621057256e-14 8.6717019525e-15 1.4949355303e-14
1.5234375000e+02 2.3179489788e-14 8.5018403614e-15 1.4677649427e-14
1.5258789062e+02 2.2735442699e-14 8.3769957873e-15 1.4358446912e-14
1.5283203125e+02 2.2281540402e-14 8.2335554576e-15 1.4047984944e-14
1.5307617188e+02 2.2044312910e-14 8.1316929117e-15 1.3912619998e-14
1.5332031250e+02 2.1697139561e-14 7.9976176132e-15 1.3699521948e-14
1.5356445312e+02 2.1311642565e-14 7.8826531600e-15 1.3428989405e-14
1.5380859375e+02 2.0667922808e-14 7.6855304197e-15 1.2982392388e-14
1.5405273438e+02 2.0201149502e-14 7.5232415449e-15 1.2677907957e-14
1.5429687500e+02 1.9779276568e-14 7.3884426777e-15 1.2390833890e-14
1.5454101562e+02 1.9278846911e-14 7.2209851327e-15 1.2057861779e-14
1.5478515625e+02 1.8897297833e-14 7.0746169852e-15 1.1822680848e-14
1.5502929688e+02 1.8621339841e-14 6.9801814195e-15 1.1641158422e-14
1.5527343750e+02 1.8276634776e-14 6.8553466926e-15 1.1421288084e-14
1.5551757812e+02 1.7992302843e-14 6.7359091270e-15 1.1256393716e-14
1.5576171875e+02 1.7620682389e-14 6.6087252185e-15 1.1011957171e-14
1.5600585938e+02 1.7270035226e-14 6.4773252721e-15 1.0792709954e-14
1.5625000000e+02 1.6923632532e-14 6.3906610027e-15 1.0532971529e-14
1.5649414062e+02 1.6553826626e-14 6.2914759763e-15 1.0262350650e-14
1.5673828125e+02 1.6310385190e-14 6.1889903896e-15 1.0121394801e-14
1.5698242188e+02 1.6058389825e-14 6.0627608181e-15 9.9956290071e-15
1.5722656250e+02 1.5883385376e-14 5.9942407861e-15 9.8891445895e-15
1.5747070312e+02 1.5808164630e-14 5.9741553162e-15 9.8340093141e-15
1.5771484375e+02 1.5579701275e-14 5.9108196997e-15 9.6688815751e-15
1.5795898438e+02 1.5339538557e-14 5.8200342944e-15 9.5195042628e-15
1.5820312500e+02 1.5052474468e-14 5.7109192370e-15 9.3415552312e-15
1.5844726562e+02 1.4889971927e-14 5.6511697378e-15 9.2388021895e-15
1.5869140625e+02 1.4793143832e-14 5.6302626330e-15 9.1628811987e-15
1.5893554688e+02 1.4645198891e-14 5.5780499383e-15 9.0671489528e-15
1.5917968750e+02 1.4441187188e-14 5.5060208546e-15 8.9351663334e-15
1.5942382812e+02 1.4321112956e-14 5.4800507437e-15 8.8410622124e-15
1.5966796875e+02 1.4140634896e-14 5.4239987676e-15 8.7166361282e-15
1.5991210938e+02 1.3983826058e-14 5.3438160133e-15 8.6400100449e-15
1.6015625000e+02 1.3857186507e-14 5.3051807768e-15 8.5520057306e-15
1.6040039062e+02 1.3796360703e-14 5.2905181991e-15 8.5058425040e-15
1.6064453125e+02 1.3720192243e-14 5.2697325030e-15 8.4504597404e-15
1.6088867188e+02 1.3555940186e-14 5.2258673257e-15 8.3300728606e-15
1.6113281250e+02 1.3447210717e-14 5.1813308202e-15 8.2658798968e-15
1.6137695312e+02 1.3426908482e-14 5.1356113078e-15 8.2912971739e-15
1.6162109375e+02 1.3305771498e-14 5.1042770631e-15 8.2014944349e-15
1.6186523438e+02 1.3244866358e-14 5.0907658100e-15 8.1541005485e-15
1.6210937500e+02 1.3190050519e-14 5.0611664792e-15 8.1288840400e-15
1.6235351562e+02 1.3100353137e-14 5.0418434646e-15 8.0585096729e-15
1.6259765625e+02 1.3096330867e-14 5.0410752075e-15 8.0552556594e-15
1.6284179688e+02 1.3025248231e-14 5.0341483952e-15 7.9910998360e-15
1.6308593750e+02 1.2966395520e-14 5.0107328660e-15 7.9556626539e-15
1.6333007812e+02 1.2955819544e-14 5.0010223418e-15 7.9547972022e-15
1.6357421875e+02 1.2939320639e-14 5.0046349026e-15 7.9346857364e-15
1.6381835938e+02 1.2915460557e-14 4.9818526769e-15 7.9336078797e-15
1.6406250000e+02 1.2874835495e-14 4.9563046432e-15 7.9185308521e-15
1.6430664062e+02 1.2816815379e-14 4.9281784110e-15 7.8886369679e-15
