# freq_THz  G_total_s  G_Al_s  G_N_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_species=True
7.4645996094e+01 2.5039334781e-08 8.5925564005e-09 1.6446778381e-08
7.4707031250e+01 2.4427053575e-08 8.3911038509e-09 1.6035949724e-08
7.4768066406e+01 2.3864111601e-08 8.2054890666e-09 1.5658622534e-08
7.4829101562e+01 2.3344510332e-08 8.0338413380e-09 1.5310668994e-08
7.4890136719e+01 2.2862928421e-08 7.8744979366e-09 1.4988430484e-08
7.4951171875e+01 2.2414690329e-08 7.7260019191e-09 1.4688688410e-08
7.5012207031e+01 2.1995747634e-08 7.5870906817e-09 1.4408656952e-08
7.5073242188e+01 2.1602596695e-08 7.4566753943e-09 1.4145921301e-08
7.5134277344e+01 2.1232233205e-08 7.3338264382e-09 1.3898406767e-08
7.5195312500e+01 2.0882069003e-08 7.2177471520e-09 1.3664321851e-08
7.5256347656e+01 2.0549862406e-08 7.1077465570e-09 1.3442115849e-08
7.5317382812e+01 2.0233650173e-08 7.0032174085e-09 1.3230432764e-08
7.5378417969e+01 1.9931711846e-08 6.9036192202e-09 1.3028092626e-08
7.5439453125e+01 1.9642531437e-08 6.8084636011e-09 1.2834067836e-08
7.5500488281e+01 1.9364773794e-08 6.7173098573e-09 1.2647463937e-08
7.5561523438e+01 1.9097279889e-08 6.6297599897e-09 1.2467519899e-08
7.5622558594e+01 1.8839066458e-08 6.5454625315e-09 1.2293603927e-08
7.5683593750e+01 1.8589324529e-08 6.4641093761e-09 1.2125215153e-08
7.5744628906e+01 1.8347414696e-08 6.3854453072e-09 1.1961969389e-08
7.5805664062e+01 1.8112845459e-08 6.3092610335e-09 1.1803584426e-08
7.5866699219e+01 1.7885266657e-08 6.2353949080e-09 1.1649871749e-08
7.5927734375e+01 1.7664422325e-08 6.1637215841e-09 1.1500700741e-08
7.5988769531e+01 1.7450113670e-08 6.0941428910e-09 1.1355970779e-08
7.6049804688e+01 1.7242186131e-08 6.0265883015e-09 1.1215597829e-08
7.6110839844e+01 1.7040486410e-08 5.9609985314e-09 1.1079487879e-08
7.6171875000e+01 1.6844831290e-08 5.8973161937e-09 1.0947515097e-08
7.6232910156e+01 1.6654994337e-08 5.8354777366e-09 1.0819516600e-08
7.6293945312e+01 1.6470708433e-08 5.7754139690e-09 1.0695294464e-08
7.6354980469e+01 1.6291663982e-08 5.7170429284e-09 1.0574621053e-08
7.6416015625e+01 1.6117521635e-08 5.6602721300e-09 1.0457249505e-08
7.6477050781e+01 1.5947927377e-08 5.6049993198e-09 1.0342928058e-08
7.6538085938e+01 1.5782530112e-08 5.5511132150e-09 1.0231416897e-08
7.6599121094e+01 1.5621003973e-08 5.4985009822e-09 1.0122502990e-08
7.6660156250e+01 1.5463061322e-08 5.4470521050e-09 1.0016009217e-08
7.6721191406e+01 1.5308467160e-08 5.3966626425e-09 9.9118045178e-09
7.6782226562e+01 1.5157060897e-08 5.3472473870e-09 9.8098135096e-09
7.6843261719e+01 1.5008745629e-08 5.2987373301e-09 9.7100082990e-09
7.6904296875e+01 1.4863494553e-08 5.2510846207e-09 9.6124099322e-09
7.6965332031e+01 1.4721335822e-08 5.2042636630e-09 9.5170721594e-09
7.7026367188e+01 1.4582346761e-08 5.1582723982e-09 9.4240743625e-09
7.7087402344e+01 1.4446629900e-08 5.1131262327e-09 9.3335036672e-09
7.7148437500e+01 1.4314297905e-08 5.0688562250e-09 9.2454416799e-09
7.7209472656e+01 1.4185449296e-08 5.0255005806e-09 9.1599487158e-09
7.7270507812e+01 1.4060154056e-08 4.9831018609e-09 9.0770521952e-09
7.7331542969e+01 1.3938435868e-08 4.9416994873e-09 8.9967363804e-09
7.7392578125e+01 1.3820258877e-08 4.9013244832e-09 8.9189343942e-09
7.7453613281e+01 1.3705525000e-08 4.8619933071e-09 8.8435316930e-09
7.7514648438e+01 1.3594065829e-08 4.8237041495e-09 8.7703616793e-09
7.7575683594e+01 1.3485653060e-08 4.7864369457e-09 8.6992161142e-09
7.7636718750e+01 1.3380005755e-08 4.7501490626e-09 8.6298566921e-09
7.7697753906e+01 1.3276812284e-08 4.7147792064e-09 8.5620330778e-09
7.7758789062e+01 1.3175749279e-08 4.6802507259e-09 8.4954985530e-09
7.7819824219e+01 1.3076500365e-08 4.6464731900e-09 8.4300271746e-09
7.7880859375e+01 1.2978782840e-08 4.6133516171e-09 8.3654312232e-09
7.7941894531e+01 1.2882374533e-08 4.5807943741e-09 8.3015801585e-09
7.8002929688e+01 1.2787125117e-08 4.5487195568e-09 8.2384055606e-09
7.8063964844e+01 1.2692955585e-08 4.5170582688e-09 8.1758973161e-09
7.8125000000e+01 1.2599864806e-08 4.4857617019e-09 8.1141031039e-09
7.8186035156e+01 1.2507911218e-08 4.4547983029e-09 8.0531129148e-09
7.8247070312e+01 1.2417184971e-08 4.4241486037e-09 7.9930363677e-09
7.8308105469e+01 1.2327778823e-08 4.3938001974e-09 7.9339786252e-09
7.8369140625e+01 1.2239762318e-08 4.3637408453e-09 7.8760214731e-09
7.8430175781e+01 1.2153147178e-08 4.3339501057e-09 7.8191970722e-09
7.8491210938e+01 1.2067872080e-08 4.3043942932e-09 7.7634777870e-09
7.8552246094e+01 1.1983790340e-08 4.2750199943e-09 7.7087703462e-09
7.8613281250e+01 1.1900682449e-08 4.2457598029e-09 7.6549226465e-09
7.8674316406e+01 1.1818270082e-08 4.2165349103e-09 7.6017351720e-09
7.8735351562e+01 1.1736233237e-08 4.1872584808e-09 7.5489747558e-09
7.8796386719e+01 1.1654239866e-08 4.1578451446e-09 7.4963947215e-09
7.8857421875e+01 1.1571974906e-08 4.1282195114e-09 7.4437553942e-09
7.8918457031e+01 1.1489155863e-08 4.0983176733e-09 7.3908381897e-09
7.8979492188e+01 1.1405546510e-08 4.0680909162e-09 7.3374555940e-09
7.9040527344e+01 1.1320963524e-08 4.0375077569e-09 7.2834557674e-09
7.9101562500e+01 1.1235276863e-08 4.0065499495e-09 7.2287269139e-09
7.9162597656e+01 1.1148392886e-08 3.9752064397e-09 7.1731864466e-09
7.9223632812e+01 1.1060255399e-08 3.9434724946e-09 7.1167829045e-09
7.9284667969e+01 1.0970838186e-08 3.9113474438e-09 7.0594907418e-09
7.9345703125e+01 1.0880137681e-08 3.8788331826e-09 7.0013044982e-09
7.9406738281e+01 1.0788168352e-08 3.8459315855e-09 6.9422367665e-09
7.9467773438e+01 1.0694965616e-08 3.8126503793e-09 6.8823152367e-09
7.9528808594e+01 1.0600589309e-08 3.7790035245e-09 6.8215857849e-09
7.9589843750e+01 1.0505119727e-08 3.7450124746e-09 6.7601072525e-09
7.9650878906e+01 1.0408662835e-08 3.7107104813e-09 6.6979523538e-09
7.9711914062e+01 1.0311347338e-08 3.6761410068e-09 6.6352063310e-09
7.9772949219e+01 1.0213320132e-08 3.6413551569e-09 6.5719649751e-09
7.9833984375e+01 1.0114728564e-08 3.6064061933e-09 6.5083223712e-09
7.9895019531e+01 1.0015717134e-08 3.5713461658e-09 6.4443709684e-09
7.9956054688e+01 9.9164232055e-09 3.5362231917e-09 6.3802000138e-09
8.0017089844e+01 9.8169616018e-09 3.5010763953e-09 6.3158852065e-09
8.0078125000e+01 9.7174231444e-09 3.4659343761e-09 6.2514887683e-09
8.0139160156e+01 9.6178758826e-09 3.4308149559e-09 6.1870609268e-09
8.0200195312e+01 9.5183609993e-09 3.3957270649e-09 6.1226339344e-09
8.0261230469e+01 9.4188990094e-09 3.3606724589e-09 6.0582265505e-09
8.0322265625e+01 9.3194971028e-09 3.3256503307e-09 5.9938467721e-09
8.0383300781e+01 9.2201492844e-09 3.2906591715e-09 5.9294901129e-09
8.0444335938e+01 9.1208439035e-09 3.2557005784e-09 5.8651433251e-09
8.0505371094e+01 9.0215662960e-09 3.2207797670e-09 5.8007865291e-09
8.0566406250e+01 8.9222978213e-09 3.1859058542e-09 5.7363919672e-09
8.0627441406e+01 8.8230207891e-09 3.1510914318e-09 5.6719293573e-09
8.0688476562e+01 8.7237163204e-09 3.1163501034e-09 5.6073662170e-09
8.0749511719e+01 8.6243694230e-09 3.0816977690e-09 5.5426716540e-09
8.0810546875e+01 8.5249651711e-09 3.0471474282e-09 5.4778177429e-09
8.0871582031e+01 8.4254976529e-09 3.0127117615e-09 5.4127858914e-09
8.0932617188e+01 8.3259730138e-09 2.9784026453e-09 5.3475703685e-09
8.0993652344e+01 8.2264103107e-09 2.9442298063e-09 5.2821805044e-09
8.1054687500e+01 8.1268379563e-09 2.9101992224e-09 5.2166387340e-09
8.1115722656e+01 8.0272980192e-09 2.8763160425e-09 5.1509819766e-09
8.1176757812e+01 7.9278443889e-09 2.8425849855e-09 5.0852594034e-09
8.1237792969e+01 7.8285300483e-09 2.8090068077e-09 5.0195232405e-09
8.1298828125e+01 7.7294094210e-09 2.7755823525e-09 4.9538270685e-09
8.1359863281e+01 7.6305356189e-09 2.7423135229e-09 4.8882220959e-09
8.1420898438e+01 7.5319502048e-09 2.7092016026e-09 4.8227486023e-09
8.1481933594e+01 7.4336852418e-09 2.6762491741e-09 4.7574360676e-09
8.1542968750e+01 7.3357650766e-09 2.6434600151e-09 4.6923050615e-09
8.1604003906e+01 7.2382030902e-09 2.6108390825e-09 4.6273640076e-09
8.1665039062e+01 7.1410076841e-09 2.5783920055e-09 4.5626156786e-09
8.1726074219e+01 7.0441787567e-09 2.5461216255e-09 4.4980571312e-09
8.1787109375e+01 6.9477096867e-09 2.5140269842e-09 4.4336827024e-09
8.1848144531e+01 6.8515875965e-09 2.4821007307e-09 4.3694868659e-09
8.1909179688e+01 6.7557903481e-09 2.4503270431e-09 4.3054633051e-09
8.1970214844e+01 6.6602840530e-09 2.4186799643e-09 4.2416040886e-09
8.2031250000e+01 6.5650234495e-09 2.3871247599e-09 4.1778986896e-09
8.2092285156e+01 6.4699539727e-09 2.3556204731e-09 4.1143334996e-09
8.2153320312e+01 6.3750132811e-09 2.3241219252e-09 4.0508913559e-09
8.2214355469e+01 6.2801352790e-09 2.2925849180e-09 3.9875503609e-09
8.2275390625e+01 6.1852598034e-09 2.2609713693e-09 3.9242884341e-09
8.2336425781e+01 6.0903391589e-09 2.2292536154e-09 3.8610855435e-09
8.2397460938e+01 5.9953443601e-09 2.1974169679e-09 3.7979273921e-09
8.2458496094e+01 5.9002732114e-09 2.1654629462e-09 3.7348102652e-09
8.2519531250e+01 5.8051537566e-09 2.1334091867e-09 3.6717445699e-09
8.2580566406e+01 5.7100456714e-09 2.1012870732e-09 3.6087585982e-09
8.2641601562e+01 5.6150369479e-09 2.0691399835e-09 3.5458969644e-09
8.2702636719e+01 5.5202398076e-09 2.0370197468e-09 3.4832200607e-09
8.2763671875e+01 5.4257866400e-09 2.0049825473e-09 3.4208040926e-09
8.2824707031e+01 5.3318174936e-09 1.9730847771e-09 3.3587327165e-09
8.2885742188e+01 5.2384704028e-09 1.9413795432e-09 3.2970908596e-09
8.2946777344e+01 5.1458763374e-09 1.9099137767e-09 3.2359625607e-09
8.3007812500e+01 5.0541472175e-09 1.8787257753e-09 3.1754214422e-09
8.3068847656e+01 4.9633705881e-09 1.8478434659e-09 3.1155271222e-09
8.3129882812e+01 4.8736086720e-09 1.8172844211e-09 3.0563242509e-09
8.3190917969e+01 4.7848909254e-09 1.7870539918e-09 2.9978369335e-09
8.3251953125e+01 4.6972226435e-09 1.7571491534e-09 2.9400734901e-09
8.3312988281e+01 4.6105885635e-09 1.7275587499e-09 2.8830298136e-09
8.3374023438e+01 4.5249566580e-09 1.6982663469e-09 2.8266903110e-09
8.3435058594e+01 4.4402881233e-09 1.6692536061e-09 2.7710345172e-09
8.3496093750e+01 4.3565495661e-09 1.6405040555e-09 2.7160455106e-09
8.3557128906e+01 4.2737182660e-09 1.6120059702e-09 2.6617122958e-09
8.3618164062e+01 4.1917888884e-09 1.5837552404e-09 2.6080336480e-09
8.3679199219e+01 4.1107800054e-09 1.5557572796e-09 2.5550227258e-09
8.3740234375e+01 4.0307348697e-09 1.5280267197e-09 2.5027081500e-09
8.3801269531e+01 3.9517222071e-09 1.5005874495e-09 2.4511347576e-09
8.3862304688e+01 3.8738292679e-09 1.4734688497e-09 2.4003604182e-09
8.3923339844e+01 3.7971588003e-09 1.4467036900e-09 2.3504551103e-09
8.3984375000e+01 3.7218214630e-09 1.4203247999e-09 2.3014966631e-09
8.4045410156e+01 3.6479257508e-09 1.3943605954e-09 2.2535651554e-09
8.4106445312e+01 3.5755742418e-09 1.3688333462e-09 2.2067408957e-09
8.4167480469e+01 3.5048558325e-09 1.3437571953e-09 2.1610986373e-09
8.4228515625e+01 3.4358411790e-09 1.3191374541e-09 2.1167037249e-09
8.4289550781e+01 3.3685805871e-09 1.2949710790e-09 2.0736095081e-09
8.4350585938e+01 3.3031058516e-09 1.2712493146e-09 2.0318565371e-09
8.4411621094e+01 3.2394297782e-09 1.2479591853e-09 1.9914705930e-09
8.4472656250e+01 3.1775489009e-09 1.2250857793e-09 1.9524631215e-09
8.4533691406e+01 3.1174493537e-09 1.2026154281e-09 1.9148339256e-09
8.4594726562e+01 3.0591099070e-09 1.1805382023e-09 1.8785717047e-09
8.4655761719e+01 3.0025048777e-09 1.1588482117e-09 1.8436566659e-09
8.4716796875e+01 2.9476057839e-09 1.1375440090e-09 1.8100617749e-09
8.4777832031e+01 2.8943818983e-09 1.1166285910e-09 1.7777533073e-09
8.4838867188e+01 2.8427987762e-09 1.0961072274e-09 1.7466915488e-09
8.4899902344e+01 2.7928168398e-09 1.0759857795e-09 1.7168310602e-09
8.4960937500e+01 2.7443869065e-09 1.0562679602e-09 1.6881189464e-09
8.5021972656e+01 2.6974481418e-09 1.0369534250e-09 1.6604947169e-09
8.5083007812e+01 2.6519255261e-09 1.0180356473e-09 1.6338898788e-09
8.5144042969e+01 2.6077276672e-09 9.9950096310e-10 1.6082267041e-09
8.5205078125e+01 2.5647471999e-09 9.8132764503e-10 1.5834195548e-09
8.5266113281e+01 2.5228636636e-09 9.6348709130e-10 1.5593765723e-09
8.5327148438e+01 2.4819483160e-09 9.4594553689e-10 1.5360027791e-09
8.5388183594e+01 2.4418677508e-09 9.2866558634e-10 1.5132021645e-09
8.5449218750e+01 2.4024912533e-09 9.1160939975e-10 1.4908818535e-09
8.5510253906e+01 2.3636971153e-09 8.9474144818e-10 1.4689556671e-09
8.5571289062e+01 2.3253771565e-09 8.7803020109e-10 1.4473469554e-09
8.5632324219e+01 2.2874427900e-09 8.6145099862e-10 1.4259917913e-09
8.5693359375e+01 2.2498266988e-09 8.4498678447e-10 1.4048399143e-09
8.5754394531e+01 2.2124848386e-09 8.2862876097e-10 1.3838560776e-09
8.5815429688e+01 2.1753969097e-09 8.1237651707e-10 1.3630203926e-09
8.5876464844e+01 2.1385630099e-09 7.9623701995e-10 1.3423259899e-09
8.5937500000e+01 2.1020037897e-09 7.8022411663e-10 1.3217796731e-09
8.5998535156e+01 2.0657574105e-09 7.6435734008e-10 1.3014000704e-09
8.6059570312e+01 2.0298752460e-09 7.4866061462e-10 1.2812146314e-09
8.6120605469e+01 1.9944213938e-09 7.3316161806e-10 1.2612597757e-09
8.6181640625e+01 1.9594686441e-09 7.1789045080e-10 1.2415781933e-09
8.6242675781e+01 1.9250945279e-09 7.0287805295e-10 1.2222164750e-09
8.6303710938e+01 1.8913823286e-09 6.8815665270e-10 1.2032256759e-09
8.6364746094e+01 1.8584159973e-09 6.7375782819e-10 1.1846581691e-09
8.6425781250e+01 1.8262795666e-09 6.5971283773e-10 1.1665667289e-09
8.6486816406e+01 1.7950547931e-09 6.4605145652e-10 1.1490033366e-09
8.6547851562e+01 1.7648195915e-09 6.3280172599e-10 1.1320178655e-09
8.6608886719e+01 1.7356466365e-09 6.1998992333e-10 1.1156567132e-09
8.6669921875e+01 1.7076026935e-09 6.0763983062e-10 1.0999628629e-09
8.6730957031e+01 1.6807491543e-09 5.9577343679e-10 1.0849757176e-09
8.6791992188e+01 1.6551402479e-09 5.8441026546e-10 1.0707299824e-09
8.6853027344e+01 1.6308241106e-09 5.7356786871e-10 1.0572562419e-09
8.6914062500e+01 1.6078435879e-09 5.6326177109e-10 1.0445818168e-09
8.6975097656e+01 1.5862361239e-09 5.5350556779e-10 1.0327305561e-09
8.7036132812e+01 1.5660324358e-09 5.4431028204e-10 1.0217221538e-09
8.7097167969e+01 1.5472568143e-09 5.3568432127e-10 1.0115724930e-09
8.7158203125e+01 1.5299255052e-09 5.2763288468e-10 1.0022926205e-09
8.7219238281e+01 1.5140465575e-09 5.2015742888e-10 9.9388912858e-10
8.7280273438e+01 1.4996182958e-09 5.1325525632e-10 9.8636303950e-10
8.7341308594e+01 1.4866274700e-09 5.0691920559e-10 9.7970826443e-10
8.7402343750e+01 1.4750495396e-09 5.0113738854e-10 9.7391215108e-10
8.7463378906e+01 1.4648486168e-09 4.9589371642e-10 9.6895490034e-10
8.7524414062e+01 1.4559775443e-09 4.9116826491e-10 9.6480927939e-10
8.7585449219e+01 1.4483793004e-09 4.8693798362e-10 9.6144131676e-10
8.7646484375e+01 1.4419886192e-09 4.8317783412e-10 9.5881078512e-10
8.7707519531e+01 1.4367340127e-09 4.7986192994e-10 9.5687208272e-10
8.7768554688e+01 1.4325396135e-09 4.7696418256e-10 9.5557543097e-10
8.7829589844e+01 1.4293275031e-09 4.7445886210e-10 9.5486864096e-10
8.7890625000e+01 1.4270184270e-09 4.7232109076e-10 9.5469733620e-10
8.7951660156e+01 1.4255337964e-09 4.7052691698e-10 9.5500687945e-10
8.8012695312e+01 1.4247965664e-09 4.6905299737e-10 9.5574356905e-10
8.8073730469e+01 1.4247322745e-09 4.6787633296e-10 9.5685594149e-10
8.8134765625e+01 1.4252695692e-09 4.6697375563e-10 9.5829581358e-10
8.8195800781e+01 1.4263418816e-09 4.6632211510e-10 9.6001976655e-10
8.8256835938e+01 1.4278867339e-09 4.6589773494e-10 9.6198899898e-10
8.8317871094e+01 1.4298482593e-09 4.6567715164e-10 9.6417110765e-10
8.8378906250e+01 1.4321756827e-09 4.6563711567e-10 9.6653856699e-10
8.8439941406e+01 1.4348245034e-09 4.6575535794e-10 9.6906914548e-10
8.8500976562e+01 1.4377558708e-09 4.6601136453e-10 9.7174450631e-10
8.8562011719e+01 1.4409358476e-09 4.6638662200e-10 9.7454922558e-10
8.8623046875e+01 1.4443331941e-09 4.6686471886e-10 9.7746847528e-10
8.8684082031e+01 1.4479188723e-09 4.6743177603e-10 9.8048709626e-10
8.8745117188e+01 1.4516635053e-09 4.6807588694e-10 9.8358761836e-10
8.8806152344e+01 1.4555357532e-09 4.6878691006e-10 9.8674884318e-10
8.8867187500e+01 1.4595012224e-09 4.6955557597e-10 9.8994564641e-10
8.8928222656e+01 1.4635215643e-09 4.7037302257e-10 9.9314854176e-10
8.8989257812e+01 1.4675539461e-09 4.7123006715e-10 9.9632387890e-10
8.9050292969e+01 1.4715514921e-09 4.7211646202e-10 9.9943503006e-10
8.9111328125e+01 1.4754640581e-09 4.7302055746e-10 1.0024435006e-09
8.9172363281e+01 1.4792400396e-09 4.7392931470e-10 1.0053107249e-09
8.9233398438e+01 1.4828279920e-09 4.7482836824e-10 1.0079996238e-09
8.9294433594e+01 1.4861787666e-09 4.7570242055e-10 1.0104763460e-09
8.9355468750e+01 1.4892477210e-09 4.7653577301e-10 1.0127119480e-09
8.9416503906e+01 1.4919960868e-09 4.7731300218e-10 1.0146830846e-09
8.9477539062e+01 1.4943927482e-09 4.7801977245e-10 1.0163729758e-09
8.9538574219e+01 1.4964148514e-09 4.7864342372e-10 1.0177714276e-09
8.9599609375e+01 1.4980490041e-09 4.7917389742e-10 1.0188751067e-09
8.9660644531e+01 1.4992902920e-09 4.7960359961e-10 1.0196866924e-09
8.9721679688e+01 1.5001413436e-09 4.7992755766e-10 1.0202137860e-09
8.9782714844e+01 1.5006107640e-09 4.8014315746e-10 1.0204676066e-09
8.9843750000e+01 1.5007117493e-09 4.8024971906e-10 1.0204620302e-09
8.9904785156e+01 1.5004601317e-09 4.8024776978e-10 1.0202123619e-09
8.9965820312e+01 1.4998721522e-09 4.8013825722e-10 1.0197338950e-09
9.0026855469e+01 1.4989634042e-09 4.7992213568e-10 1.0190412685e-09
9.0087890625e+01 1.4977474856e-09 4.7959973442e-10 1.0181477512e-09
9.0148925781e+01 1.4962364193e-09 4.7917086643e-10 1.0170655529e-09
9.0209960938e+01 1.4944403614e-09 4.7863486001e-10 1.0158055013e-09
9.0270996094e+01 1.4923675264e-09 4.7799081745e-10 1.0143767089e-09
9.0332031250e+01 1.4900250567e-09 4.7723798138e-10 1.0127870754e-09
9.0393066406e+01 1.4874201899e-09 4.7637618552e-10 1.0110440043e-09
9.0454101562e+01 1.4845609753e-09 4.7540650331e-10 1.0091544720e-09
9.0515136719e+01 1.4814574558e-09 4.7433167588e-10 1.0071257799e-09
9.0576171875e+01 1.4781211693e-09 4.7315571715e-10 1.0049654521e-09
9.0637207031e+01 1.4745665438e-09 4.7188429259e-10 1.0026822512e-09
9.0698242188e+01 1.4708107026e-09 4.7052457499e-10 1.0002861276e-09
9.0759277344e+01 1.4668737666e-09 4.6908489901e-10 9.9778886757e-10
9.0820312500e+01 1.4627793283e-09 4.6757443760e-10 9.9520489067e-10
9.0881347656e+01 1.4585541184e-09 4.6600317114e-10 9.9255094724e-10
9.0942382812e+01 1.4542265248e-09 4.6438118887e-10 9.8984533597e-10
9.1003417969e+01 1.4498280058e-09 4.6271886503e-10 9.8710914074e-10
9.1064453125e+01 1.4453905599e-09 4.6102609522e-10 9.8436446469e-10
9.1125488281e+01 1.4409459056e-09 4.5931225170e-10 9.8163365387e-10
9.1186523438e+01 1.4365231333e-09 4.5758544664e-10 9.7893768664e-10
9.1247558594e+01 1.4321474303e-09 4.5585239625e-10 9.7629503404e-10
9.1308593750e+01 1.4278369937e-09 4.5411769952e-10 9.7371929423e-10
9.1369628906e+01 1.4236019484e-09 4.5238379209e-10 9.7121815633e-10
9.1430664062e+01 1.4194408961e-09 4.5065008260e-10 9.6879081347e-10
9.1491699219e+01 1.4153419705e-09 4.4891336430e-10 9.6642860621e-10
9.1552734375e+01 1.4112804386e-09 4.4716729317e-10 9.6411314539e-10
9.1613769531e+01 1.4072200468e-09 4.4540247879e-10 9.6181756797e-10
9.1674804688e+01 1.4031139975e-09 4.4360690356e-10 9.5950709390e-10
9.1735839844e+01 1.3989072612e-09 4.4176639162e-10 9.5714086959e-10
9.1796875000e+01 1.3945391988e-09 4.3986501184e-10 9.5467418701e-10
9.1857910156e+01 1.3899466031e-09 4.3788586193e-10 9.5206074117e-10
9.1918945312e+01 1.3850668133e-09 4.3581184481e-10 9.4925496852e-10
9.1979980469e+01 1.3798409018e-09 4.3362660991e-10 9.4621429186e-10
9.2041015625e+01 1.3742165480e-09 4.3131526516e-10 9.4290128285e-10
9.2102050781e+01 1.3681501956e-09 4.2886548976e-10 9.3928470585e-10
9.2163085938e+01 1.3616082087e-09 4.2626798777e-10 9.3534022098e-10
9.2224121094e+01 1.3545677931e-09 4.2351711847e-10 9.3105067464e-10
9.2285156250e+01 1.3470164976e-09 4.2061092243e-10 9.2640557517e-10
9.2346191406e+01 1.3389509823e-09 4.1755097578e-10 9.2140000654e-10
9.2407226562e+01 1.3303753460e-09 4.1434193832e-10 9.1603340765e-10
9.2468261719e+01 1.3212992747e-09 4.1099092314e-10 9.1030835156e-10
9.2529296875e+01 1.3117353802e-09 4.0750640563e-10 9.0422897454e-10
9.2590332031e+01 1.3016969116e-09 4.0389720986e-10 8.9779970176e-10
9.2651367188e+01 1.2911960488e-09 4.0017174794e-10 8.9102430082e-10
9.2712402344e+01 1.2802413682e-09 3.9633686907e-10 8.8390449918e-10
9.2773437500e+01 1.2688382663e-09 3.9239780533e-10 8.7644046101e-10
9.2834472656e+01 1.2569892466e-09 3.8835790465e-10 8.6863134193e-10
9.2895507812e+01 1.2446946790e-09 3.8421889727e-10 8.6047578176e-10
9.2956542969e+01 1.2319547461e-09 3.7998137607e-10 8.5197337005e-10
9.3017578125e+01 1.2187715194e-09 3.7564569559e-10 8.4312582382e-10
9.3078613281e+01 1.2051510929e-09 3.7121247139e-10 8.3393862154e-10
9.3139648438e+01 1.1911048167e-09 3.6668331099e-10 8.2442150575e-10
9.3200683594e+01 1.1766513516e-09 3.6206155435e-10 8.1458979728e-10
9.3261718750e+01 1.1618168520e-09 3.5735251898e-10 8.0446433305e-10
9.3322753906e+01 1.1466339275e-09 3.5256323974e-10 7.9407068779e-10
9.3383789062e+01 1.1311417459e-09 3.4770270160e-10 7.8343904432e-10
9.3444824219e+01 1.1153839634e-09 3.4278141539e-10 7.7260254804e-10
9.3505859375e+01 1.0994064797e-09 3.3781078315e-10 7.6159569651e-10
9.3566894531e+01 1.0832563615e-09 3.3280272822e-10 7.5045363325e-10
9.3627929688e+01 1.0669790913e-09 3.2776901035e-10 7.3921008090e-10
9.3688964844e+01 1.0506180636e-09 3.2272112886e-10 7.2789693470e-10
9.3750000000e+01 1.0342121210e-09 3.1766949087e-10 7.1654263008e-10
9.3811035156e+01 1.0177949391e-09 3.1262317849e-10 7.0517176056e-10
9.3872070312e+01 1.0013945039e-09 3.0758977606e-10 6.9380472788e-10
9.3933105469e+01 9.8503230555e-10 3.0257510286e-10 6.8245720269e-10
9.3994140625e+01 9.6872462301e-10 2.9758332478e-10 6.7114129823e-10
9.4055175781e+01 9.5248310024e-10 2.9261716406e-10 6.5986593618e-10
9.4116210938e+01 9.3631496968e-10 2.8767800000e-10 6.4863696968e-10
9.4177246094e+01 9.2022608175e-10 2.8276677645e-10 6.3745930531e-10
9.4238281250e+01 9.0422165287e-10 2.7788429642e-10 6.2633735646e-10
9.4299316406e+01 8.8830867846e-10 2.7303210594e-10 6.1527657252e-10
9.4360351562e+01 8.7249656648e-10 2.6821286313e-10 6.0428370334e-10
9.4421386719e+01 8.5679858348e-10 2.6343080148e-10 5.9336778200e-10
9.4482421875e+01 8.4123141024e-10 2.5869172145e-10 5.8253968879e-10
9.4543457031e+01 8.2581511342e-10 2.5400312969e-10 5.7181198373e-10
9.4604492188e+01 8.1057084584e-10 2.4937330760e-10 5.6119753825e-10
9.4665527344e+01 7.9552009483e-10 2.4481093844e-10 5.5070915639e-10
9.4726562500e+01 7.8068222553e-10 2.4032425304e-10 5.4035797249e-10
9.4787597656e+01 7.6607235639e-10 2.3591996322e-10 5.3015239317e-10
9.4848632812e+01 7.5169973639e-10 2.3160251362e-10 5.2009722277e-10
9.4909667969e+01 7.3756620005e-10 2.2737340274e-10 5.1019279731e-10
9.4970703125e+01 7.2366571685e-10 2.2323088807e-10 5.0043482878e-10
9.5031738281e+01 7.0998422018e-10 2.1916982756e-10 4.9081439263e-10
9.5092773438e+01 6.9649996536e-10 2.1518194272e-10 4.8131802264e-10
9.5153808594e+01 6.8318406690e-10 2.1125612189e-10 4.7192794501e-10
9.5214843750e+01 6.7000246181e-10 2.0737917660e-10 4.6262328520e-10
9.5275878906e+01 6.5691693676e-10 2.0353654465e-10 4.5338039211e-10
9.5336914062e+01 6.4388709891e-10 1.9971307937e-10 4.4417401954e-10
9.5397949219e+01 6.3087207482e-10 1.9589388153e-10 4.3497819330e-10
9.5458984375e+01 6.1783242354e-10 1.9206499916e-10 4.2576742438e-10
9.5520019531e+01 6.0473223878e-10 1.8821409586e-10 4.1651814292e-10
9.5581054688e+01 5.9154002472e-10 1.8433079289e-10 4.0720923183e-10
9.5642089844e+01 5.7823063942e-10 1.8040711621e-10 3.9782352321e-10
9.5703125000e+01 5.6478634297e-10 1.7643765821e-10 3.8834868475e-10
