# freq_THz  G_total_s  G_Al_s  G_N_s
# Smoothed MD-derived velocity power spectrum. Common normalization: integral(G_total_s) = 3*primitive_atoms.
# Gaussian_sigma_THz=0.38; mass_weighted=True; primitive_atoms=2; total_equals_sum_of_species=True
4.2236328125e+01 1.7086679923e-04 5.7497459815e-05 1.1336933941e-04
4.2297363281e+01 1.7277209203e-04 5.8505620639e-05 1.1426647139e-04
4.2358398438e+01 1.7489648562e-04 5.9578994520e-05 1.1531749110e-04
4.2419433594e+01 1.7724244219e-04 6.0718246234e-05 1.1652419596e-04
4.2480468750e+01 1.7982097112e-04 6.1926830050e-05 1.1789414107e-04
4.2541503906e+01 1.8265247650e-04 6.3211221524e-05 1.1944125498e-04
4.2602539062e+01 1.8576693361e-04 6.4580906588e-05 1.2118602703e-04
4.2663574219e+01 1.8920217188e-04 6.6047760871e-05 1.2315441101e-04
4.2724609375e+01 1.9300150878e-04 6.7625207582e-05 1.2537630120e-04
4.2785644531e+01 1.9720981391e-04 6.9326872373e-05 1.2788294153e-04
4.2846679688e+01 2.0186848139e-04 7.1164924587e-05 1.3070355680e-04
4.2907714844e+01 2.0700977748e-04 7.3148231982e-05 1.3386154550e-04
4.2968750000e+01 2.1265153241e-04 7.5280685431e-05 1.3737084698e-04
4.3029785156e+01 2.1879155202e-04 7.7559493712e-05 1.4123205831e-04
4.3090820312e+01 2.2540364144e-04 7.9974085331e-05 1.4542955611e-04
4.3151855469e+01 2.3243537774e-04 8.2505531548e-05 1.4992984619e-04
4.3212890625e+01 2.3980761427e-04 8.5126600677e-05 1.5468101359e-04
4.3273925781e+01 2.4741634554e-04 8.7802557333e-05 1.5961378821e-04
4.3334960938e+01 2.5513714136e-04 9.0492724482e-05 1.6464441687e-04
4.3395996094e+01 2.6283159296e-04 9.3152636448e-05 1.6967895651e-04
4.3457031250e+01 2.7035539876e-04 9.5736622702e-05 1.7461877606e-04
4.3518066406e+01 2.7756736462e-04 9.8200627853e-05 1.7936673677e-04
4.3579101562e+01 2.8433893883e-04 1.0050507178e-04 1.8383386704e-04
4.3640136719e+01 2.9056229161e-04 1.0261726192e-04 1.8794502969e-04
4.3701171875e+01 2.9615733942e-04 1.0451336517e-04 1.9164397425e-04
4.3762207031e+01 3.0107653399e-04 1.0617973648e-04 1.9489679751e-04
4.3823242188e+01 3.0530646217e-04 1.0761322942e-04 1.9769323275e-04
4.3884277344e+01 3.0886696845e-04 1.0882077631e-04 2.0004619214e-04
4.3945312500e+01 3.1180767974e-04 1.0981824506e-04 2.0198943468e-04
4.4006347656e+01 3.1420214701e-04 1.1062858249e-04 2.0357356451e-04
4.4067382812e+01 3.1614066300e-04 1.1127953314e-04 2.0486112986e-04
4.4128417969e+01 3.1772281864e-04 1.1180137749e-04 2.0592144115e-04
4.4189453125e+01 3.1904980010e-04 1.1222465316e-04 2.0682514694e-04
4.4250488281e+01 3.2021781436e-04 1.1257815804e-04 2.0763965632e-04
4.4311523438e+01 3.2131278133e-04 1.1288742026e-04 2.0842536108e-04
4.4372558594e+01 3.2240696668e-04 1.1317373913e-04 2.0923322755e-04
4.4433593750e+01 3.2355727006e-04 1.1345376658e-04 2.1010350348e-04
4.4494628906e+01 3.2480478858e-04 1.1373949067e-04 2.1106529790e-04
4.4555664062e+01 3.2617560225e-04 1.1403851612e-04 2.1213708613e-04
4.4616699219e+01 3.2768251156e-04 1.1435474317e-04 2.1332776838e-04
4.4677734375e+01 3.2932725393e-04 1.1468907135e-04 2.1463818258e-04
4.4738769531e+01 3.3110210667e-04 1.1503992770e-04 2.1606217897e-04
4.4799804688e+01 3.3299158449e-04 1.1540384063e-04 2.1758774386e-04
4.4860839844e+01 3.3497402215e-04 1.1577583180e-04 2.1919819034e-04
4.4921875000e+01 3.3702282367e-04 1.1614976566e-04 2.2087305801e-04
4.4982910156e+01 3.3910752694e-04 1.1651855242e-04 2.2258897452e-04
4.5043945312e+01 3.4119459621e-04 1.1687428165e-04 2.2432031456e-04
4.5104980469e+01 3.4324874436e-04 1.1720850176e-04 2.2604024260e-04
4.5166015625e+01 3.4523450361e-04 1.1751255335e-04 2.2772195026e-04
4.5227050781e+01 3.4711845213e-04 1.1777815869e-04 2.2934029344e-04
4.5288085938e+01 3.4887096887e-04 1.1799785255e-04 2.3087311632e-04
4.5349121094e+01 3.5046850844e-04 1.1816565041e-04 2.3230285803e-04
4.5410156250e+01 3.5189535123e-04 1.1827756932e-04 2.3361778191e-04
4.5471191406e+01 3.5314507755e-04 1.1833213048e-04 2.3481294707e-04
4.5532226562e+01 3.5422144398e-04 1.1833071292e-04 2.3589073106e-04
4.5593261719e+01 3.5513762648e-04 1.1827738200e-04 2.3686024448e-04
4.5654296875e+01 3.5591493676e-04 1.1817866738e-04 2.3773626938e-04
4.5715332031e+01 3.5658044238e-04 1.1804299184e-04 2.3853745054e-04
4.5776367188e+01 3.5716377285e-04 1.1787982977e-04 2.3928394308e-04
4.5837402344e+01 3.5769348026e-04 1.1769870358e-04 2.3999477669e-04
4.5898437500e+01 3.5819329720e-04 1.1750813608e-04 2.4068516112e-04
4.5959472656e+01 3.5867942699e-04 1.1731485507e-04 2.4136457193e-04
4.6020507812e+01 3.5915805796e-04 1.1712305168e-04 2.4203500628e-04
4.6081542969e+01 3.5962427764e-04 1.1693396402e-04 2.4269031362e-04
4.6142578125e+01 3.6006286392e-04 1.1674604449e-04 2.4331681943e-04
4.6203613281e+01 3.6044966207e-04 1.1655523525e-04 2.4389442681e-04
4.6264648438e+01 3.6075457829e-04 1.1635575602e-04 2.4439882227e-04
4.6325683594e+01 3.6094558314e-04 1.1614119062e-04 2.4480439252e-04
4.6386718750e+01 3.6099252865e-04 1.1590551522e-04 2.4508701343e-04
4.6447753906e+01 3.6087082806e-04 1.1564406415e-04 2.4522676391e-04
4.6508789062e+01 3.6056486180e-04 1.1535448544e-04 2.4521037637e-04
4.6569824219e+01 3.6006951393e-04 1.1503711920e-04 2.4503239473e-04
4.6630859375e+01 3.5939041358e-04 1.1469499047e-04 2.4469542311e-04
4.6691894531e+01 3.5854259758e-04 1.1433336132e-04 2.4420923627e-04
4.6752929688e+01 3.5754787140e-04 1.1395885035e-04 2.4358902105e-04
4.6813964844e+01 3.5643088942e-04 1.1357827762e-04 2.4285261180e-04
4.6875000000e+01 3.5521524817e-04 1.1319747185e-04 2.4201777633e-04
4.6936035156e+01 3.5391992163e-04 1.1282024697e-04 2.4109967465e-04
4.6997070312e+01 3.5255601351e-04 1.1244749695e-04 2.4010851655e-04
4.7058105469e+01 3.5112505974e-04 1.1207677293e-04 2.3904828681e-04
4.7119140625e+01 3.4961884159e-04 1.1170237838e-04 2.3791646321e-04
4.7180175781e+01 3.4802046686e-04 1.1131579763e-04 2.3670466923e-04
4.7241210938e+01 3.4630661109e-04 1.1090650880e-04 2.3540010229e-04
4.7302246094e+01 3.4445079506e-04 1.1046303195e-04 2.3398776310e-04
4.7363281250e+01 3.4242626935e-04 1.0997389077e-04 2.3245237858e-04
4.7424316406e+01 3.4020913000e-04 1.0942860489e-04 2.3078052511e-04
4.7485351562e+01 3.3778026930e-04 1.0881829544e-04 2.2896197386e-04
4.7546386719e+01 3.3512641134e-04 1.0813600432e-04 2.2699040702e-04
4.7607421875e+01 3.3224030268e-04 1.0737677747e-04 2.2486352522e-04
4.7668457031e+01 3.2911994276e-04 1.0653748226e-04 2.2258246050e-04
4.7729492188e+01 3.2576707398e-04 1.0561635081e-04 2.2015072316e-04
4.7790527344e+01 3.2218552973e-04 1.0461255491e-04 2.1757297482e-04
4.7851562500e+01 3.1838019088e-04 1.0352594474e-04 2.1485424614e-04
4.7912597656e+01 3.1435586744e-04 1.0235675075e-04 2.1199911669e-04
4.7973632812e+01 3.1011681344e-04 1.0110549707e-04 2.0901131636e-04
4.8034667969e+01 3.0566738990e-04 9.9773249710e-05 2.0589414019e-04
4.8095703125e+01 3.0101292730e-04 9.8361883169e-05 2.0265104413e-04
4.8156738281e+01 2.9616097199e-04 9.6874446688e-05 1.9928652530e-04
4.8217773438e+01 2.9112258197e-04 9.5315510471e-05 1.9580707150e-04
4.8278808594e+01 2.8591337995e-04 9.3691413114e-05 1.9222196684e-04
4.8339843750e+01 2.8055392392e-04 9.2010262426e-05 1.8854366150e-04
4.8400878906e+01 2.7506965872e-04 9.0281801565e-05 1.8478785715e-04
4.8461914062e+01 2.6949007072e-04 8.8517014942e-05 1.8097305578e-04
4.8522949219e+01 2.6384738932e-04 8.6727560068e-05 1.7711982925e-04
4.8583984375e+01 2.5817442563e-04 8.4924999287e-05 1.7324942635e-04
4.8645019531e+01 2.5250230981e-04 8.3119982443e-05 1.6938232737e-04
4.8706054688e+01 2.4685867967e-04 8.1321620225e-05 1.6553705945e-04
4.8767089844e+01 2.4126571688e-04 7.9536829240e-05 1.6172888764e-04
4.8828125000e+01 2.3573880095e-04 7.7769942616e-05 1.5796885833e-04
4.8889160156e+01 2.3028620986e-04 7.6022683456e-05 1.5426352640e-04
4.8950195312e+01 2.2490913125e-04 7.4294274026e-05 1.5061485722e-04
4.9011230469e+01 2.1960284267e-04 7.2581899027e-05 1.4702094364e-04
4.9072265625e+01 2.1435788472e-04 7.0881212646e-05 1.4347667208e-04
4.9133300781e+01 2.0916231582e-04 6.9187150161e-05 1.3997516566e-04
4.9194335938e+01 2.0400370816e-04 6.7494659845e-05 1.3650904832e-04
4.9255371094e+01 1.9887102305e-04 6.5799358578e-05 1.3307166447e-04
4.9316406250e+01 1.9375671589e-04 6.4098241548e-05 1.2965847435e-04
4.9377441406e+01 1.8865802425e-04 6.2390136934e-05 1.2626788732e-04
4.9438476562e+01 1.8357784959e-04 6.0675954669e-05 1.2290189492e-04
4.9499511719e+01 1.7852524513e-04 5.8958861384e-05 1.1956638374e-04
4.9560546875e+01 1.7351534972e-04 5.7244247980e-05 1.1627110174e-04
4.9621582031e+01 1.6856843360e-04 5.5539412000e-05 1.1302902160e-04
4.9682617188e+01 1.6370888920e-04 5.3853215292e-05 1.0985567391e-04
4.9743652344e+01 1.5896375162e-04 5.2195595807e-05 1.0676815582e-04
4.9804687500e+01 1.5436086320e-04 5.0576992739e-05 1.0378387046e-04
4.9865722656e+01 1.4992686289e-04 4.9007681377e-05 1.0091918151e-04
4.9926757812e+01 1.4568514954e-04 4.7497071242e-05 9.8188078299e-05
4.9987792969e+01 1.4165375576e-04 4.6053003753e-05 9.5600752007e-05
5.0048828125e+01 1.3784379419e-04 4.4681222255e-05 9.3162571939e-05
5.0109863281e+01 1.3425812855e-04 4.3384891253e-05 9.0873237297e-05
5.0170898438e+01 1.3089046469e-04 4.2164235017e-05 8.8726229670e-05
5.0231933594e+01 1.2772524907e-04 4.1016452656e-05 8.6708796413e-05
5.0292968750e+01 1.2473790263e-04 3.9935738595e-05 8.4802164036e-05
5.0354003906e+01 1.2189560440e-04 3.8913421308e-05 8.2982183092e-05
5.0415039062e+01 1.1915882777e-04 3.7938434391e-05 8.1220393381e-05
5.0476074219e+01 1.1648334454e-04 3.6997904473e-05 7.9485440067e-05
5.0537109375e+01 1.1382254741e-04 3.6077842286e-05 7.7744705128e-05
5.0598144531e+01 1.1112988887e-04 3.5163930277e-05 7.5965958589e-05
5.0659179688e+01 1.0836164779e-04 3.4242404153e-05 7.4119243633e-05
5.0720214844e+01 1.0547954787e-04 3.3300908871e-05 7.2178638994e-05
5.0781250000e+01 1.0245294256e-04 3.2329237162e-05 7.0123705398e-05
5.0842285156e+01 9.9260929107e-05 3.1320035445e-05 6.7940893662e-05
5.0903320312e+01 9.5893762249e-05 3.0269313934e-05 6.5624448315e-05
5.0964355469e+01 9.2353517276e-05 2.9176656711e-05 6.3176860565e-05
5.1025390625e+01 8.8654200776e-05 2.8045269825e-05 6.0608930952e-05
5.1086425781e+01 8.4821174353e-05 2.6881797538e-05 5.7939376815e-05
5.1147460938e+01 8.0889481421e-05 2.5695745241e-05 5.5193736181e-05
5.1208496094e+01 7.6901870317e-05 2.4498844391e-05 5.2403025926e-05
5.1269531250e+01 7.2906414567e-05 2.3304275135e-05 4.9602139432e-05
5.1330566406e+01 6.8953511711e-05 2.2125740406e-05 4.6827771305e-05
5.1391601562e+01 6.5093107872e-05 2.0976640970e-05 4.4116466902e-05
5.1452636719e+01 6.1371960490e-05 1.9869296207e-05 4.1502664283e-05
5.1513671875e+01 5.7831465418e-05 1.8814377503e-05 3.9017087915e-05
5.1574707031e+01 5.4505504990e-05 1.7820382125e-05 3.6685122865e-05
5.1635742188e+01 5.1419244027e-05 1.6893404896e-05 3.4525839131e-05
5.1696777344e+01 4.8588446265e-05 1.6037060491e-05 3.2551385773e-05
5.1757812500e+01 4.6019391921e-05 1.5252591295e-05 3.0766800626e-05
5.1818847656e+01 4.3709231693e-05 1.4539046793e-05 2.9170184900e-05
5.1879882812e+01 4.1646987856e-05 1.3893606675e-05 2.7753381181e-05
5.1940917969e+01 3.9814829224e-05 1.3311939739e-05 2.6502889485e-05
5.2001953125e+01 3.8189572989e-05 1.2788578519e-05 2.5400994469e-05
5.2062988281e+01 3.6744251181e-05 1.2317242479e-05 2.4427008702e-05
5.2124023438e+01 3.5449772490e-05 1.1891183938e-05 2.3558588552e-05
5.2185058594e+01 3.4276515220e-05 1.1503476247e-05 2.2773038973e-05
5.2246093750e+01 3.3195706362e-05 1.1147222028e-05 2.2048484334e-05
5.2307128906e+01 3.2180595356e-05 1.0815740722e-05 2.1364854633e-05
5.2368164062e+01 3.1207575779e-05 1.0502781025e-05 2.0704794754e-05
5.2429199219e+01 3.0256816442e-05 1.0202626696e-05 2.0054189747e-05
5.2490234375e+01 2.9312719488e-05 9.9101998087e-06 1.9402519679e-05
5.2551269531e+01 2.8364187423e-05 9.6212034549e-06 1.8742983968e-05
5.2612304688e+01 2.7404482693e-05 9.3321904633e-06 1.8072292230e-05
5.2673339844e+01 2.6430925571e-05 9.0406277196e-06 1.7390297852e-05
5.2734375000e+01 2.5444391343e-05 8.7448933265e-06 1.6699498017e-05
5.2795410156e+01 2.4448696808e-05 8.4443079154e-06 1.6004388893e-05
5.2856445312e+01 2.3449856774e-05 8.1390587770e-06 1.5310797997e-05
5.2917480469e+01 2.2455329735e-05 7.8301036809e-06 1.4625226055e-05
5.2978515625e+01 2.1473426271e-05 7.5190765112e-06 1.3954349759e-05
5.3039550781e+01 2.0512668812e-05 7.2081301012e-06 1.3304538710e-05
5.3100585938e+01 1.9581295419e-05 6.8997649819e-06 1.2681530437e-05
5.3161621094e+01 1.8686830515e-05 6.5966239880e-06 1.2090206527e-05
5.3222656250e+01 1.7835917942e-05 6.3013720808e-06 1.1534545861e-05
5.3283691406e+01 1.7034087339e-05 6.0165147611e-06 1.1017572578e-05
5.3344726562e+01 1.6285726492e-05 5.7442804599e-06 1.0541446032e-05
5.3405761719e+01 1.5594142950e-05 5.4865527453e-06 1.0107590205e-05
5.3466796875e+01 1.4961680416e-05 5.2448306273e-06 9.7168497884e-06
5.3527832031e+01 1.4389799199e-05 5.0202115840e-06 9.3695876153e-06
5.3588867188e+01 1.3879268839e-05 4.8134221671e-06 9.0658466718e-06
5.3649902344e+01 1.3430298741e-05 4.6248524883e-06 8.8054462525e-06
5.3710937500e+01 1.3042772384e-05 4.4546510304e-06 8.5881213534e-06
5.3771972656e+01 1.2716275507e-05 4.3027585770e-06 8.4135169300e-06
5.3833007812e+01 1.2450181515e-05 4.1689759593e-06 8.2812055556e-06
5.3894042969e+01 1.2243696418e-05 4.0530163607e-06 8.1906800573e-06
5.3955078125e+01 1.2095678027e-05 3.9544834296e-06 8.1411945974e-06
5.4016113281e+01 1.2004508240e-05 3.8728606656e-06 8.1316475741e-06
5.4077148438e+01 1.1967946380e-05 3.8074960053e-06 8.1604503750e-06
5.4138183594e+01 1.1982863437e-05 3.7575288803e-06 8.2253345567e-06
5.4199218750e+01 1.2045055826e-05 3.7218403879e-06 8.3232154377e-06
5.4260253906e+01 1.2149142862e-05 3.6990184093e-06 8.4501244530e-06
5.4321289062e+01 1.2288483378e-05 3.6873119218e-06 8.6011714562e-06
5.4382324219e+01 1.2455256989e-05 3.6846467568e-06 8.7706102325e-06
5.4443359375e+01 1.2640572502e-05 3.6886307640e-06 8.9519417375e-06
5.4504394531e+01 1.2834715818e-05 3.6966180611e-06 9.1380977571e-06
5.4565429688e+01 1.3027462660e-05 3.7058096145e-06 9.3216530457e-06
5.4626464844e+01 1.3208398552e-05 3.7133482524e-06 9.4950502991e-06
5.4687500000e+01 1.3367284652e-05 3.7164498079e-06 9.6508348439e-06
5.4748535156e+01 1.3494370003e-05 3.7125275292e-06 9.7818424739e-06
5.4809570312e+01 1.3580707295e-05 3.6993161330e-06 9.8813911624e-06
5.4870605469e+01 1.3618407251e-05 3.6749723266e-06 9.9434349241e-06
5.4931640625e+01 1.3600939959e-05 3.6381766868e-06 9.9627632719e-06
5.4992675781e+01 1.3523346033e-05 3.5881890711e-06 9.9351569618e-06
5.5053710938e+01 1.3382493224e-05 3.5248891573e-06 9.8576040672e-06
5.5114746094e+01 1.3177324256e-05 3.4487899089e-06 9.7285343472e-06
5.5175781250e+01 1.2909057293e-05 3.3610207612e-06 9.5480365321e-06
5.5236816406e+01 1.2581319813e-05 3.2632775478e-06 9.3180422651e-06
5.5297851562e+01 1.2200202471e-05 3.1577522053e-06 9.0424502653e-06
5.5358886719e+01 1.1774126208e-05 3.0470223475e-06 8.7271038604e-06
5.5419921875e+01 1.1313603199e-05 2.9339370446e-06 8.3796661547e-06
5.5480957031e+01 1.0830794413e-05 2.8214709740e-06 8.0093234390e-06
5.5541992188e+01 1.0338877268e-05 2.7125593682e-06 7.6263178995e-06
5.5603027344e+01 9.8513433004e-06 2.6099422704e-06 7.2414010301e-06
5.5664062500e+01 9.3813130221e-06 2.5160398976e-06 6.8652731246e-06
5.5725097656e+01 8.9407341924e-06 2.4328059599e-06 6.5079282324e-06
5.5786132812e+01 8.5398063634e-06 2.3616561035e-06 6.1781502599e-06
5.5847167969e+01 8.1865061564e-06 2.3034201972e-06 5.8830859593e-06
5.5908203125e+01 7.8862646618e-06 2.2583262923e-06 5.6279383696e-06
5.5969238281e+01 7.6418833943e-06 2.2260409269e-06 5.4158424674e-06
5.6030273438e+01 7.4535854124e-06 2.2057303860e-06 5.2478550264e-06
5.6091308594e+01 7.3192373527e-06 2.1961539567e-06 5.1230833960e-06
5.6152343750e+01 7.2346822295e-06 2.1957719652e-06 5.0389102643e-06
5.6213378906e+01 7.1941298147e-06 2.2028505206e-06 4.9912792941e-06
5.6274414062e+01 7.1905575651e-06 2.2155598470e-06 4.9749977181e-06
5.6335449219e+01 7.2161219831e-06 2.2320560142e-06 4.9840659689e-06
5.6396484375e+01 7.2625425354e-06 2.2505514834e-06 5.0119910520e-06
5.6457519531e+01 7.3213855557e-06 2.2693384820e-06 5.0520470736e-06
5.6518554688e+01 7.3844317505e-06 2.2868338896e-06 5.0975978609e-06
5.6579589844e+01 7.4439195447e-06 2.3015871299e-06 5.1423324148e-06
5.6640625000e+01 7.4927713534e-06 2.3122829796e-06 5.1804883738e-06
5.6701660156e+01 7.5248089744e-06 2.3177570328e-06 5.2070519416e-06
5.6762695312e+01 7.5349187471e-06 2.3170024160e-06 5.2179163311e-06
5.6823730469e+01 7.5191555549e-06 2.3091859563e-06 5.2099695986e-06
5.6884765625e+01 7.4748743557e-06 2.2936828049e-06 5.1811915508e-06
5.6945800781e+01 7.4007646547e-06 2.2701015677e-06 5.1306630870e-06
5.7006835938e+01 7.2968346013e-06 2.2383131648e-06 5.0585214365e-06
5.7067871094e+01 7.1643813555e-06 2.1984781229e-06 4.9659032326e-06
5.7128906250e+01 7.0058630312e-06 2.1510527098e-06 4.8548103214e-06
5.7189941406e+01 6.8247148478e-06 2.0967795823e-06 4.7279352655e-06
5.7250976562e+01 6.6251620301e-06 2.0366629258e-06 4.5884991044e-06
5.7312011719e+01 6.4119893268e-06 1.9719241197e-06 4.4400652071e-06
5.7373046875e+01 6.1902880553e-06 1.9039399869e-06 4.2863480684e-06
5.7434082031e+01 5.9652054626e-06 1.8341698677e-06 4.1310355949e-06
5.7495117188e+01 5.7417392627e-06 1.7640860068e-06 3.9776532560e-06
5.7556152344e+01 5.5245338011e-06 1.6951003536e-06 3.8294334474e-06
5.7617187500e+01 5.3177085029e-06 1.6284973650e-06 3.6892111379e-06
5.7678222656e+01 5.1247373163e-06 1.5653823649e-06 3.5593549513e-06
5.7739257812e+01 4.9483576289e-06 1.5066446029e-06 3.4417130260e-06
5.7800292969e+01 4.7905319297e-06 1.4529387369e-06 3.3375931927e-06
5.7861328125e+01 4.6524026184e-06 1.4046651542e-06 3.2477374643e-06
5.7922363281e+01 4.5343179977e-06 1.3619831680e-06 3.1723348297e-06
5.7983398438e+01 4.4358749776e-06 1.3248292414e-06 3.1110457362e-06
5.8044433594e+01 4.3559815007e-06 1.2929431949e-06 3.0630383059e-06
5.8105468750e+01 4.2929275569e-06 1.2658949051e-06 3.0270326518e-06
5.8166503906e+01 4.2444922379e-06 1.2431224240e-06 3.0013698139e-06
5.8227539062e+01 4.2080541483e-06 1.2239704132e-06 2.9840837350e-06
5.8288574219e+01 4.1807301166e-06 1.2077320891e-06 2.9729980275e-06
5.8349609375e+01 4.1595010571e-06 1.1936804954e-06 2.9658205617e-06
5.8410644531e+01 4.1413422396e-06 1.1811001486e-06 2.9602420910e-06
5.8471679688e+01 4.1233873991e-06 1.1693271860e-06 2.9540602131e-06
5.8532714844e+01 4.1030252522e-06 1.1577641725e-06 2.9452610797e-06
5.8593750000e+01 4.0780089427e-06 1.1458997028e-06 2.9321092399e-06
5.8654785156e+01 4.0465877146e-06 1.1333344350e-06 2.9132532796e-06
5.8715820312e+01 4.0075518803e-06 1.1197852916e-06 2.8877665888e-06
5.8776855469e+01 3.9602317524e-06 1.1050761259e-06 2.8551556265e-06
5.8837890625e+01 3.9045372786e-06 1.0891460123e-06 2.8153912663e-06
5.8898925781e+01 3.8408967513e-06 1.0720331924e-06 2.7688635589e-06
5.8959960938e+01 3.7701909837e-06 1.0538615356e-06 2.7163294480e-06
5.9020996094e+01 3.6936681114e-06 1.0348232782e-06 2.6588448333e-06
5.9082031250e+01 3.6128193492e-06 1.0151560298e-06 2.5976633194e-06
5.9143066406e+01 3.5292580008e-06 9.9512053743e-07 2.5341374633e-06
5.9204101562e+01 3.4445894724e-06 9.7497670842e-07 2.4696127640e-06
5.9265136719e+01 3.3603172859e-06 9.5496903276e-07 2.4053482531e-06
5.9326171875e+01 3.2777528487e-06 9.3531025031e-07 2.3424425984e-06
5.9387207031e+01 3.1979563739e-06 9.1617198058e-07 2.2817843933e-06
5.9448242188e+01 3.1217081045e-06 8.9768007451e-07 2.2240280300e-06
5.9509277344e+01 3.0495036437e-06 8.7991313362e-07 2.1695905101e-06
5.9570312500e+01 2.9815767417e-06 8.6290783098e-07 2.1186689108e-06
5.9631347656e+01 2.9179397910e-06 8.4666493371e-07 2.0712748573e-06
5.9692382812e+01 2.8584324415e-06 8.3115797567e-07 2.0272744658e-06
5.9753417969e+01 2.8027736811e-06 8.1634189424e-07 1.9864317868e-06
5.9814453125e+01 2.7506146622e-06 8.0216161472e-07 1.9484530475e-06
5.9875488281e+01 2.7015776286e-06 7.8855867925e-07 1.9130189494e-06
5.9936523438e+01 2.6552892913e-06 7.7547636868e-07 1.8798129227e-06
5.9997558594e+01 2.6113989277e-06 7.6286226918e-07 1.8485366585e-06
6.0058593750e+01 2.5695989929e-06 7.5067164730e-07 1.8189273456e-06
6.0119628906e+01 2.5296275703e-06 7.3886700034e-07 1.7907605699e-06
6.0180664062e+01 2.4912570899e-06 7.2741636290e-07 1.7638407270e-06
6.0241699219e+01 2.4543045488e-06 7.1629434647e-07 1.7380102024e-06
6.0302734375e+01 2.4186154375e-06 7.0547902919e-07 1.7131364083e-06
6.0363769531e+01 2.3840565068e-06 6.9495055643e-07 1.6891059504e-06
6.0424804688e+01 2.3505101196e-06 6.8469028899e-07 1.6658198306e-06
6.0485839844e+01 2.3178761668e-06 6.7468084388e-07 1.6431953229e-06
6.0546875000e+01 2.2860602466e-06 6.6490402015e-07 1.6211562264e-06
6.0607910156e+01 2.2549609855e-06 6.5533870438e-07 1.5996222811e-06
6.0668945312e+01 2.2244759353e-06 6.4596229425e-07 1.5785136411e-06
6.0729980469e+01 2.1945049745e-06 6.3675143478e-07 1.5577535397e-06
6.0791015625e+01 2.1649440741e-06 6.2768115672e-07 1.5372629173e-06
6.0852050781e+01 2.1356906677e-06 6.1872590141e-07 1.5169647663e-06
6.0913085938e+01 2.1066430474e-06 6.0986006571e-07 1.4967829817e-06
6.0974121094e+01 2.0777073130e-06 6.0105947641e-07 1.4766478366e-06
6.1035156250e+01 2.0488019076e-06 5.9230216908e-07 1.4564997386e-06
6.1096191406e+01 2.0198563535e-06 5.8356812614e-07 1.4362882274e-06
6.1157226562e+01 1.9908187010e-06 5.7484171270e-07 1.4159769883e-06
6.1218261719e+01 1.9616551244e-06 5.6611131929e-07 1.3955438052e-06
6.1279296875e+01 1.9323526562e-06 5.5737006541e-07 1.3749825907e-06
6.1340332031e+01 1.9029194448e-06 5.4861622596e-07 1.3543032188e-06
6.1401367188e+01 1.8733830838e-06 5.3985330473e-07 1.3335297791e-06
6.1462402344e+01 1.8437893970e-06 5.3108976880e-07 1.3126996282e-06
6.1523437500e+01 1.8141979927e-06 5.2233848861e-07 1.2918595041e-06
6.1584472656e+01 1.7846801233e-06 5.1361643327e-07 1.2710636901e-06
6.1645507812e+01 1.7553109630e-06 5.0494282773e-07 1.2503681352e-06
6.1706542969e+01 1.7261645234e-06 4.9633797242e-07 1.2298265510e-06
6.1767578125e+01 1.6973078989e-06 4.8782169252e-07 1.2094862064e-06
6.1828613281e+01 1.6687948982e-06 4.7941170293e-07 1.1893831952e-06
6.1889648438e+01 1.6406633491e-06 4.7112266069e-07 1.1695406884e-06
6.1950683594e+01 1.6129336499e-06 4.6296558260e-07 1.1499680673e-06
6.2011718750e+01 1.5856075976e-06 4.5494688425e-07 1.1306607134e-06
6.2072753906e+01 1.5586704950e-06 4.4706892727e-07 1.1116015677e-06
6.2133789062e+01 1.5320936744e-06 4.3932996350e-07 1.0927637109e-06
6.2194824219e+01 1.5058417585e-06 4.3172577870e-07 1.0741159798e-06
6.2255859375e+01 1.4798751550e-06 4.2424999699e-07 1.0556251580e-06
6.2316894531e+01 1.4541548145e-06 4.1689500801e-07 1.0372598065e-06
6.2377929688e+01 1.4286462330e-06 4.0965271112e-07 1.0189935218e-06
6.2438964844e+01 1.4033216003e-06 4.0251515931e-07 1.0008064410e-06
6.2500000000e+01 1.3781614810e-06 3.9547489546e-07 9.8268658555e-07
6.2561035156e+01 1.3531555902e-06 3.8852541563e-07 9.6463017459e-07
6.2622070312e+01 1.3283022451e-06 3.8166144044e-07 9.4664080464e-07
6.2683105469e+01 1.3036087798e-06 3.7487930103e-07 9.2872947879e-07
6.2744140625e+01 1.2790891373e-06 3.6817694065e-07 9.1091219670e-07
6.2805175781e+01 1.2547634696e-06 3.6155447441e-07 8.9320899517e-07
6.2866210938e+01 1.2306576783e-06 3.5501430005e-07 8.7564337821e-07
6.2927246094e+01 1.2068020243e-06 3.4856128358e-07 8.5824074074e-07
6.2988281250e+01 1.1832313478e-06 3.4220284523e-07 8.4102850261e-07
6.3049316406e+01 1.1599847190e-06 3.3594891906e-07 8.2403579992e-07
6.3110351562e+01 1.1371037846e-06 3.2981120218e-07 8.0729258239e-07
6.3171386719e+01 1.1146323806e-06 3.2380260453e-07 7.9082977603e-07
6.3232421875e+01 1.0926165986e-06 3.1793682983e-07 7.7467976881e-07
6.3293457031e+01 1.0711022885e-06 3.1222716534e-07 7.5887512318e-07
